Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,11.0,2022-11-07,24-343,CHO,WAS,0,23.73333333333333,4.0,6.0,.667,0.0,0.0,,0,0.0,,3.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,8.0,9.0,-3,6.0,4.0,0.6666666666666666,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,10.0,38.0,2.111111111111111,9.0,64.1,3.561111111111111,0.0584743899758188,L (-8),L (-8)
12.0,12.0,2022-11-09,24-345,CHO,POR,0,14.75,2.0,3.0,.667,0.0,0.0,,2,3.0,.667,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,6.0,4.6,-9,3.0,2.0,0.6666666666666666,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,2.0,22.0,1.2222222222222223,3.8,41.8,2.322222222222222,0.0584743899758188,L (-10),L (-10)
13.0,13.0,2022-11-10,24-346,CHO,MIA,0,14.166666666666666,4.0,4.0,1.000,0.0,0.0,,2,3.0,.667,2.0,2.0,4.0,0.0,1.0,1.0,1.0,4.0,10.0,9.5,-9,4.0,4.0,1.0,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,8.0,25.0,1.3888888888888888,8.700000000000001,39.0,2.1666666666666665,0.0584743899758188,L (-5),L (-5)
14.0,14.0,2022-11-12,24-348,CHO,MIA,0,21.3,6.0,7.0,.857,0.0,0.0,,3,3.0,1.000,2.0,3.0,5.0,0.0,0.0,0.0,1.0,3.0,15.0,12.6,-1,7.0,6.0,0.8571428571428571,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,9.0,43.0,2.388888888888889,11.4,65.5,3.638888888888889,0.0584743899758188,L (-17),L (-17)
15.0,15.0,2022-11-14,24-350,CHO,ORL,0,14.566666666666666,2.0,2.0,1.000,0.0,0.0,,2,2.0,1.000,2.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,6.0,6.7,-4,2.0,2.0,1.0,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,6.0,36.0,2.0,5.899999999999998,59.7,3.316666666666667,0.0584743899758188,W (+7),W (+7)
16.0,16.0,2022-11-16,24-352,CHO,IND,0,18.78333333333333,2.0,4.0,.500,0.0,0.0,,1,1.0,1.000,4.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,5.7,+10,4.0,2.0,0.5,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,5.0,42.0,2.333333333333333,5.3,69.99999999999999,3.888888888888888,0.0584743899758188,L (-12),L (-12)
17.0,17.0,2022-11-18,24-354,CHO,CLE,0,29.6,5.0,10.0,.500,0.0,0.0,,3,4.0,.750,6.0,8.0,14.0,0.0,0.0,3.0,1.0,4.0,13.0,13.7,-2,10.0,5.0,0.5,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,15.0,48.0,2.6666666666666665,12.499999999999996,69.0,3.8333333333333335,0.0584743899758188,L (-10),L (-10)
18.0,18.0,2022-11-20,24-356,CHO,WAS,0,17.433333333333334,4.0,8.0,.500,0.0,0.0,,3,4.0,.750,4.0,6.0,10.0,0.0,0.0,0.0,1.0,2.0,11.0,9.4,-5,8.0,4.0,0.5,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,8.0,42.0,2.333333333333333,8.2,55.89999999999999,3.105555555555555,0.0584743899758188,L (-4),L (-4)
19.0,19.0,2022-11-23,24-359,CHO,PHI,0,21.383333333333333,5.0,10.0,.500,0.0,0.0,,3,4.0,.750,5.0,8.0,13.0,0.0,1.0,1.0,1.0,1.0,13.0,13.8,+11,10.0,5.0,0.5,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,13.0,20.0,1.1111111111111112,12.599999999999998,39.8,2.211111111111111,0.0584743899758188,W (+6),W (+6)
20.0,20.0,2022-11-25,24-361,CHO,MIN,0,19.6,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,1.2,+2,2.0,1.0,0.5,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,4.0,48.0,2.6666666666666665,1.2000000000000002,75.2,4.177777777777778,0.0584743899758188,W (+2),W (+2)
21.0,21.0,2022-11-28,24-364,CHO,BOS,0,20.7,3.0,4.0,.750,0.0,0.0,,1,2.0,.500,3.0,4.0,7.0,1.0,0.0,0.0,3.0,3.0,7.0,4.8,-18,4.0,3.0,0.75,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,6.0,45.0,2.5,4.399999999999998,61.79999999999999,3.4333333333333327,0.0584743899758188,,
22.0,22.0,2022-12-02,25-003,CHO,WAS,0,12.533333333333331,5.0,6.0,.833,0.0,0.0,,2,3.0,.667,4.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,12.0,12.5,+1,6.0,5.0,0.8333333333333334,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,12.0,41.0,2.2777777777777777,11.700000000000005,60.5,3.361111111111111,0.0584743899758188,L (-35),L (-35)
23.0,23.0,2022-12-03,25-004,CHO,MIL,0,17.716666666666665,3.0,7.0,.429,0.0,0.0,,3,4.0,.750,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,9.0,5.2,-11,7.0,3.0,0.4285714285714285,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,1.0,15.0,0.8333333333333334,4.0,26.300000000000004,1.4611111111111112,0.0584743899758188,W (+1),W (+1)
24.0,24.0,2022-12-05,25-006,CHO,LAC,0,20.116666666666667,5.0,6.0,.833,0.0,0.0,,1,2.0,.500,4.0,6.0,10.0,2.0,0.0,0.0,0.0,4.0,11.0,12.8,-16,6.0,5.0,0.8333333333333334,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,15.0,39.0,2.1666666666666665,12.4,60.99999999999999,3.3888888888888884,0.0584743899758188,L (-9),L (-9)
25.0,25.0,2022-12-07,25-008,CHO,BRK,0,9.5,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9,-19,1.0,1.0,1.0,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,1.0,42.0,2.333333333333333,0.8999999999999999,60.500000000000014,3.361111111111112,0.0584743899758188,L (-2),L (-2)
26.0,26.0,2022-12-09,25-010,CHO,NYK,0,15.283333333333331,0.0,2.0,.000,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,2.0,-0.3,-13,2.0,0.0,0.0,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,0.0,36.0,2.0,-1.1,51.8,2.8777777777777778,0.0584743899758188,L (-6),L (-6)
27.0,27.0,2022-12-11,25-012,CHO,PHI,0,20.73333333333333,2.0,5.0,.400,0.0,0.0,,5,6.0,.833,4.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,9.0,11.6,-6,5.0,2.0,0.4,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,8.0,31.0,1.7222222222222223,9.6,54.8,3.0444444444444443,0.0584743899758188,L (-19),L (-19)
28.0,28.0,2022-12-14,25-015,CHO,DET,0,18.73333333333333,0.0,0.0,,0.0,0.0,,3,4.0,.750,1.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,3.0,2.7,+3,0.0,0.0,,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,3.0,31.0,1.7222222222222223,1.4999999999999996,62.70000000000001,3.483333333333334,0.0584743899758188,L (-18),L (-18)
