Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-19,24-324,CHO,SAS,0,21.433333333333334,7.0,13.0,.538,0.0,0.0,,5,7.0,.714,8.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,19.0,17.3,+28,13.0,7.0,0.5384615384615384,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,9.0,72.0,4.0,15.299999999999995,86.00000000000001,4.777777777777779,0.0584743899758188,W (+27),W (+27)
2.0,2.0,2022-10-21,24-326,CHO,NOP,0,26.216666666666665,2.0,4.0,.500,0.0,0.0,,2,2.0,1.000,1.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,5.4,-8,4.0,2.0,0.5,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,6.0,46.0,2.555555555555556,4.6000000000000005,66.10000000000001,3.672222222222224,0.0584743899758188,L (-12),L (-12)
3.0,3.0,2022-10-23,24-328,CHO,ATL,0,20.15,9.0,9.0,1.000,0.0,0.0,,2,3.0,.667,5.0,6.0,11.0,1.0,0.0,2.0,0.0,1.0,20.0,23.9,+25,9.0,9.0,1.0,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,22.0,62.0,3.4444444444444446,23.1,79.0,4.388888888888889,0.0584743899758188,W (+17),W (+17)
4.0,4.0,2022-10-26,24-331,CHO,NYK,0,19.08333333333333,2.0,2.0,1.000,0.0,0.0,,3,4.0,.750,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,9.4,+12,2.0,2.0,1.0,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,7.0,52.0,2.888888888888889,8.2,75.0,4.166666666666667,0.0584743899758188,L (-3),L (-3)
5.0,5.0,2022-10-28,24-333,CHO,ORL,0,20.366666666666667,5.0,7.0,.714,0.0,0.0,,4,5.0,.800,2.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,14.0,12.1,-13,7.0,5.0,0.7142857142857143,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,8.0,35.0,1.9444444444444444,10.5,47.1,2.6166666666666667,0.0584743899758188,L (-20),L (-20)
6.0,6.0,2022-10-29,24-334,CHO,GSW,0,19.85,3.0,8.0,.375,0.0,0.0,,3,3.0,1.000,5.0,3.0,8.0,2.0,0.0,0.0,1.0,2.0,9.0,8.6,-3,8.0,3.0,0.375,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,7.0,42.0,2.333333333333333,7.399999999999999,66.9,3.716666666666667,0.0584743899758188,W (+7),W (+7)
7.0,7.0,2022-10-31,24-336,CHO,SAC,0,19.433333333333334,2.0,3.0,.667,0.0,0.0,,0,2.0,.000,0.0,4.0,4.0,2.0,0.0,1.0,2.0,3.0,4.0,2.0,-1,3.0,2.0,0.6666666666666666,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,4.0,55.0,3.055555555555556,2.0,63.8,3.5444444444444443,0.0584743899758188,L (-7),L (-7)
8.0,8.0,2022-11-02,24-338,CHO,CHI,0,13.9,2.0,3.0,.667,0.0,0.0,,0,2.0,.000,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,4.0,2.2,-16,3.0,2.0,0.6666666666666666,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,2.0,39.0,2.1666666666666665,2.200000000000001,54.900000000000006,3.0500000000000003,0.0584743899758188,L (-18),L (-18)
9.0,9.0,2022-11-04,24-340,CHO,MEM,0,18.883333333333333,2.0,9.0,.222,0.0,0.0,,5,6.0,.833,4.0,5.0,9.0,2.0,0.0,1.0,1.0,1.0,9.0,8.1,-9,9.0,2.0,0.2222222222222222,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,5.0,37.0,2.055555555555556,6.100000000000001,56.5,3.138888888888889,0.0584743899758188,L (-31),L (-31)
10.0,10.0,2022-11-05,24-341,CHO,BRK,0,17.716666666666665,3.0,5.0,.600,0.0,0.0,,4,5.0,.800,4.0,5.0,9.0,1.0,0.0,0.0,2.0,4.0,10.0,8.7,+9,5.0,3.0,0.6,41,5,41,38,41,32,53,44,46,5,22,26,41,57,48,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,73.0,63.0,44.0,4.0,0.8913043478260869,0.7142857142857143,0.7592592592592593,0.76,0.5125,0.9411764705882352,0.7681159420289855,0.9565217391304348,0.9583333333333334,1.0,0.6111111111111112,0.6046511627906976,0.5189873417721519,0.7808219178082192,0.7619047619047619,0.8863636363636364,0.0,24,17,67.0,32.0,0.0,0.53125,18,8.0,22.0,1.2222222222222223,7.1,36.900000000000006,2.0500000000000003,0.0584743899758188,L (-4),L (-4)
