Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
29.0,5.0,2022-12-16,21-116,CHO,ATL,1.0,32.666666666666664,9.0,18.0,0.5,7.0,13.0,0.538,2.0,3.0,0.667,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,27.0,19.2,-21.0,5.0,2.0,0.4,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,11.0,42.0,2.4705882352941178,18.40000000000001,55.7,3.2764705882352945,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-7),L (-7)
30.0,6.0,2022-12-18,21-118,CHO,DEN,1.0,35.983333333333334,10.0,21.0,0.476,4.0,9.0,0.444,7.0,7.0,1.0,1.0,4.0,5.0,5.0,1.0,0.0,2.0,2.0,31.0,23.9,-14.0,12.0,6.0,0.5,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,12.0,38.0,2.235294117647059,21.100000000000005,44.39999999999999,2.6117647058823525,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-19),L (-19)
31.0,7.0,2022-12-19,21-119,CHO,SAC,1.0,27.466666666666665,9.0,19.0,0.474,5.0,10.0,0.5,0.0,0.0,,1.0,4.0,5.0,12.0,0.0,0.0,2.0,6.0,23.0,19.2,3.0,9.0,4.0,0.4444444444444444,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,19.0,62.0,3.647058823529412,19.200000000000003,72.39999999999999,4.258823529411764,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-4),L (-4)
32.0,8.0,2022-12-21,21-121,CHO,LAC,1.0,37.28333333333333,10.0,26.0,0.385,4.0,13.0,0.308,1.0,2.0,0.5,2.0,9.0,11.0,12.0,2.0,0.0,7.0,2.0,25.0,17.1,-25.0,13.0,6.0,0.4615384615384615,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,15.0,35.0,2.0588235294117645,16.7,44.0,2.588235294117647,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,W (+6),W (+6)
33.0,9.0,2022-12-23,21-123,CHO,LAL,1.0,37.43333333333333,9.0,22.0,0.409,4.0,12.0,0.333,1.0,2.0,0.5,1.0,7.0,8.0,8.0,3.0,0.0,4.0,3.0,23.0,17.0,0.0,10.0,5.0,0.5,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,14.0,63.0,3.7058823529411766,16.60000000000001,76.89999999999999,4.523529411764706,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-21),L (-21)
34.0,10.0,2022-12-26,21-126,CHO,POR,1.0,35.6,10.0,26.0,0.385,4.0,10.0,0.4,3.0,4.0,0.75,3.0,4.0,7.0,7.0,2.0,0.0,3.0,6.0,27.0,17.2,-16.0,16.0,6.0,0.375,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,10.0,29.0,1.7058823529411764,16.0,40.1,2.3588235294117648,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,W (+4),W (+4)
35.0,11.0,2022-12-27,21-127,CHO,GSW,1.0,34.88333333333333,7.0,25.0,0.28,2.0,11.0,0.182,5.0,5.0,1.0,4.0,6.0,10.0,4.0,0.0,0.0,3.0,5.0,21.0,8.7,-2.0,14.0,5.0,0.3571428571428571,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,2.0,24.0,1.411764705882353,6.700000000000003,39.8,2.341176470588235,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-11),L (-11)
36.0,12.0,2022-12-29,21-129,CHO,OKC,1.0,36.21666666666667,9.0,15.0,0.6,5.0,10.0,0.5,4.0,4.0,1.0,2.0,8.0,10.0,9.0,1.0,2.0,3.0,3.0,27.0,28.4,14.0,5.0,4.0,0.8,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,27.0,47.0,2.764705882352941,26.8,54.39999999999999,3.2,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-5),L (-5)
37.0,13.0,2022-12-31,21-131,CHO,BRK,1.0,36.28333333333333,7.0,19.0,0.368,5.0,14.0,0.357,4.0,5.0,0.8,0.0,7.0,7.0,11.0,2.0,0.0,4.0,4.0,23.0,18.3,-8.0,5.0,2.0,0.4,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,15.0,26.0,1.5294117647058822,16.700000000000003,40.49999999999999,2.38235294117647,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,W (+8),W (+8)
38.0,14.0,2023-01-02,21-133,CHO,LAL,1.0,37.583333333333336,9.0,22.0,0.409,3.0,10.0,0.3,3.0,3.0,1.0,1.0,6.0,7.0,6.0,3.0,2.0,5.0,5.0,24.0,16.3,-8.0,12.0,6.0,0.5,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,12.0,35.0,2.0588235294117645,15.099999999999998,50.1,2.947058823529412,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-17),L (-17)
39.0,15.0,2023-01-04,21-135,CHO,MEM,1.0,35.0,7.0,23.0,0.304,4.0,13.0,0.308,5.0,5.0,1.0,1.0,3.0,4.0,12.0,1.0,0.0,1.0,2.0,23.0,18.9,-15.0,10.0,3.0,0.3,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,11.0,35.0,2.0588235294117645,16.9,46.6,2.741176470588236,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-6),L (-6)
40.0,16.0,2023-01-06,21-137,CHO,MIL,1.0,35.78333333333333,8.0,21.0,0.381,7.0,13.0,0.538,1.0,1.0,1.0,1.0,2.0,3.0,12.0,2.0,1.0,0.0,1.0,24.0,24.5,20.0,8.0,1.0,0.125,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,20.0,62.0,3.647058823529412,24.100000000000005,85.0,5.0,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-24),L (-24)
41.0,17.0,2023-01-08,21-139,CHO,IND,1.0,24.516666666666666,5.0,12.0,0.417,3.0,8.0,0.375,0.0,0.0,,0.0,2.0,2.0,8.0,0.0,0.0,1.0,6.0,13.0,9.4,-8.0,4.0,2.0,0.5,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,10.0,35.0,2.0588235294117645,9.4,46.19999999999999,2.7176470588235286,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,W (+29),W (+29)
42.0,18.0,2023-01-10,21-141,CHO,TOR,1.0,38.45,9.0,22.0,0.409,4.0,9.0,0.444,2.0,2.0,1.0,1.0,3.0,4.0,14.0,0.0,0.0,2.0,2.0,24.0,20.8,-16.0,13.0,5.0,0.3846153846153846,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,16.0,56.0,3.294117647058824,20.0,68.80000000000001,4.0470588235294125,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,,
43.0,19.0,2023-01-12,21-143,CHO,TOR,1.0,40.3,11.0,19.0,0.579,4.0,10.0,0.4,6.0,9.0,0.667,1.0,3.0,4.0,7.0,2.0,0.0,5.0,6.0,32.0,23.0,-7.0,9.0,7.0,0.7777777777777778,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,12.0,40.0,2.3529411764705883,20.6,40.8,2.4,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-5),L (-5)
44.0,20.0,2023-01-14,21-145,CHO,BOS,1.0,38.63333333333333,11.0,27.0,0.407,1.0,8.0,0.125,8.0,8.0,1.0,1.0,6.0,7.0,9.0,2.0,0.0,5.0,2.0,31.0,21.5,-7.0,19.0,10.0,0.5263157894736842,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,9.0,46.0,2.7058823529411766,18.3,54.39999999999999,3.2,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-12),L (-12)
45.0,21.0,2023-01-16,21-147,CHO,BOS,1.0,34.75,8.0,23.0,0.348,5.0,12.0,0.417,4.0,4.0,1.0,2.0,3.0,5.0,6.0,0.0,0.0,2.0,5.0,25.0,14.6,-18.0,11.0,3.0,0.2727272727272727,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,7.0,29.0,1.7058823529411764,12.999999999999996,39.399999999999984,2.3176470588235283,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-10),L (-10)
46.0,22.0,2023-01-18,21-149,CHO,HOU,1.0,20.48333333333333,4.0,16.0,0.25,2.0,8.0,0.25,3.0,3.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,13.0,3.5,3.0,8.0,2.0,0.25,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,-4.0,67.0,3.941176470588236,2.299999999999998,84.60000000000001,4.976470588235294,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-16),L (-16)
47.0,,2023-01-21,21-152,CHO,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,62.0,3.647058823529412,0.0,82.20000000000002,4.835294117647059,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-12),L (-12)
48.0,,2023-01-23,21-154,CHO,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,26.0,1.5294117647058822,0.0,42.8,2.5176470588235293,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,W (+5),W (+5)
49.0,,2023-01-24,21-155,CHO,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,24.0,1.411764705882353,0.0,37.2,2.188235294117648,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,W (+4),W (+4)
50.0,23.0,2023-01-26,21-157,CHO,CHI,1.0,37.13333333333333,2.0,15.0,0.133,2.0,11.0,0.182,9.0,10.0,0.9,0.0,11.0,11.0,8.0,0.0,0.0,6.0,3.0,15.0,6.6,15.0,4.0,0.0,0.0,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,3.0,48.0,2.823529411764706,3.000000000000004,60.9,3.5823529411764703,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-18),L (-18)
51.0,24.0,2023-01-29,21-160,CHO,MIA,1.0,36.41666666666666,7.0,17.0,0.412,4.0,13.0,0.308,1.0,1.0,1.0,0.0,7.0,7.0,7.0,1.0,1.0,7.0,4.0,19.0,10.0,-8.0,4.0,3.0,0.75,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,10.0,58.0,3.411764705882353,9.6,78.4,4.611764705882353,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-31),L (-31)
52.0,25.0,2023-01-31,21-162,CHO,MIL,1.0,39.91666666666666,10.0,26.0,0.385,3.0,9.0,0.333,4.0,6.0,0.667,5.0,5.0,10.0,11.0,3.0,3.0,4.0,5.0,27.0,23.8,-5.0,17.0,7.0,0.4117647058823529,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,18.0,38.0,2.235294117647059,22.200000000000003,46.7,2.747058823529412,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,W (+15),W (+15)
53.0,26.0,2023-02-02,21-164,CHO,CHI,1.0,35.71666666666667,8.0,18.0,0.444,1.0,5.0,0.2,2.0,3.0,0.667,1.0,7.0,8.0,6.0,2.0,0.0,4.0,1.0,19.0,13.8,-1.0,13.0,7.0,0.5384615384615384,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,10.0,36.0,2.117647058823529,13.000000000000004,58.0,3.411764705882353,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,W (+5),W (+5)
54.0,27.0,2023-02-03,21-165,CHO,DET,1.0,39.86666666666667,7.0,23.0,0.304,4.0,13.0,0.308,5.0,5.0,1.0,1.0,7.0,8.0,8.0,5.0,0.0,3.0,6.0,23.0,17.7,-12.0,10.0,3.0,0.3,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,13.0,35.0,2.0588235294117645,15.700000000000005,52.4,3.0823529411764703,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-9),L (-9)
55.0,28.0,2023-02-05,21-167,CHO,ORL,1.0,37.88333333333333,13.0,24.0,0.542,6.0,13.0,0.462,1.0,2.0,0.5,2.0,6.0,8.0,6.0,4.0,0.0,4.0,2.0,33.0,27.6,-17.0,11.0,7.0,0.6363636363636364,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,21.0,27.0,1.588235294117647,27.2,36.8,2.164705882352941,17.9,1.8,2.4,3.2,-0.8,0.0921081556386018,0.541,0.531,0.169,1.4,0.6,L (-16),L (-16)
