Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1,1,2023-03-31,25-270,CHO,CHI,0,3.966666666666667,0,1,0.0,0,1,0.0,0,0,,0,0,0,1,0,1,0,0,0,0.7,1,0,0,,4,1,5,5,5,5,4,3,5,3,5,5,5,2,4,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.0869565217391304,0.1428571428571428,0.0925925925925925,0.1,0.0625,0.1470588235294117,0.0579710144927536,0.0652173913043478,0.1041666666666666,0.0,0.0697674418604651,0.0632911392405063,0.0769230769230769,0.0684931506849315,0.0317460317460317,0.0909090909090909,0.0,67.0,32.0,0.0,0.0,15,1,80.0,5.333333333333333,0.7,100.6,6.706666666666666,0.0005495713343591,L (-30),L (-30)
2,2,2023-04-02,25-272,CHO,TOR,0,1.6333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2,0,0,,4,1,5,5,5,5,4,3,5,3,5,5,5,2,4,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.0869565217391304,0.1428571428571428,0.0925925925925925,0.1,0.0625,0.1470588235294117,0.0579710144927536,0.0652173913043478,0.1041666666666666,0.0,0.0697674418604651,0.0632911392405063,0.0769230769230769,0.0684931506849315,0.0317460317460317,0.0909090909090909,0.0,67.0,32.0,0.0,0.0,15,0,52.0,3.466666666666667,0.0,70.7,4.713333333333334,0.0005495713343591,L (-20),L (-20)
3,3,2023-04-04,25-274,CHO,TOR,0,11.666666666666666,1,4,0.25,1,3,0.333,2,2,1.0,0,1,1,1,0,0,1,0,5,2.6,-19,1,0,0.0,4,1,5,5,5,5,4,3,5,3,5,5,5,2,4,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.0869565217391304,0.1428571428571428,0.0925925925925925,0.1,0.0625,0.1470588235294117,0.0579710144927536,0.0652173913043478,0.1041666666666666,0.0,0.0697674418604651,0.0632911392405063,0.0769230769230769,0.0684931506849315,0.0317460317460317,0.0909090909090909,0.0,67.0,32.0,0.0,0.0,15,0,84.0,5.6,1.8000000000000007,100.3,6.6866666666666665,0.0005495713343591,L (-20),L (-20)
4,4,2023-04-07,25-277,CHO,HOU,0,2.3666666666666667,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,1.0,1,0,0,,4,1,5,5,5,5,4,3,5,3,5,5,5,2,4,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.0869565217391304,0.1428571428571428,0.0925925925925925,0.1,0.0625,0.1470588235294117,0.0579710144927536,0.0652173913043478,0.1041666666666666,0.0,0.0697674418604651,0.0632911392405063,0.0769230769230769,0.0684931506849315,0.0317460317460317,0.0909090909090909,0.0,67.0,32.0,0.0,0.0,15,2,57.0,3.8,1.0,82.19999999999999,5.48,0.0005495713343591,L (-3),L (-3)
5,5,2023-04-09,25-279,CHO,CLE,0,8.133333333333333,0,1,0.0,0,1,0.0,0,0,,1,1,2,3,0,0,0,0,0,2.4,0,0,0,,4,1,5,5,5,5,4,3,5,3,5,5,5,2,4,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.0869565217391304,0.1428571428571428,0.0925925925925925,0.1,0.0625,0.1470588235294117,0.0579710144927536,0.0652173913043478,0.1041666666666666,0.0,0.0697674418604651,0.0632911392405063,0.0769230769230769,0.0684931506849315,0.0317460317460317,0.0909090909090909,0.0,67.0,32.0,0.0,0.0,15,4,39.0,2.6,2.3999999999999995,55.19999999999999,3.6799999999999993,0.0005495713343591,W (+11),W (+11)
