Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with D'Angelo Russell,Shared Games with Davon Reed,Shared Games with Dennis Schröder,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Max Christie,Shared Games with Mo Bamba,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,D'Angelo Russell,Davon Reed,Dennis Schröder,Kendrick Nunn,LeBron James,Lonnie Walker IV,Max Christie,Mo Bamba,Onyeka Okongwu,Scotty Pippen Jr.,Shaquille Harrison,Sterling Brown,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with D'Angelo Russell,co_inf with Davon Reed,co_inf with Dennis Schröder,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Max Christie,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Scotty Pippen Jr.,co_inf with Shaquille Harrison,co_inf with Sterling Brown,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,29,2022-12-10,26-014,UTA,@,DEN,L (-5),1,33:21,7.0,13.0,.538,4.0,10.0,.400,1,2.0,.500,0.0,5.0,5.0,3.0,2.0,0.0,4.0,1.0,19.0,13.5,-8,3.0,3.0,1.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,10.0,79.0,2.548387096774193,13.099999999999998,80.99999999999999,2.612903225806451
30,30,30,2022-12-13,26-017,UTA,,NOP,W (+21),0,30:53,8.0,19.0,.421,5.0,12.0,.417,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,21.0,13.9,+15,7.0,3.0,0.4285714285714285,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,8.0,102.0,3.290322580645161,13.900000000000002,92.1,2.9709677419354836
31,31,31,2022-12-15,26-019,UTA,,NOP,W (+3),0,25:33,6.0,15.0,.400,4.0,11.0,.364,1,1.0,1.000,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,17.0,9.8,+7,4.0,2.0,0.5,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,5.0,62.0,2.0,9.399999999999997,67.39999999999998,2.174193548387096
32,32,32,2022-12-17,26-021,UTA,@,MIL,L (-26),0,28:00,6.0,13.0,.462,6.0,10.0,.600,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,18.0,10.8,-16,3.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,7.0,78.0,2.5161290322580645,10.799999999999995,78.39999999999999,2.529032258064516
33,33,33,2022-12-19,26-023,UTA,@,CLE,L (-23),0,23:02,1.0,10.0,.100,1.0,9.0,.111,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,-1.7,-10,1.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-2.0,77.0,2.4838709677419355,-1.7000000000000004,81.40000000000002,2.625806451612904
34,34,34,2022-12-20,26-024,UTA,@,DET,W (+15),0,24:56,7.0,15.0,.467,3.0,9.0,.333,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,17.0,9.8,+20,6.0,4.0,0.6666666666666666,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,5.0,95.0,3.064516129032258,9.8,91.6,2.954838709677419
35,35,35,2022-12-22,26-026,UTA,,WAS,W (+8),0,25:49,9.0,17.0,.529,3.0,7.0,.429,4,5.0,.800,0.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,25.0,19.5,+6,10.0,6.0,0.6,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,8.0,58.0,1.870967741935484,17.900000000000006,59.0,1.903225806451613
36,36,36,2022-12-26,26-030,UTA,@,SAS,L (-4),0,30:03,4.0,16.0,.250,2.0,11.0,.182,3,4.0,.750,2.0,3.0,5.0,2.0,0.0,0.0,2.0,2.0,13.0,3.9,-8,5.0,2.0,0.4,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-2.0,81.0,2.6129032258064515,2.6999999999999984,81.3,2.6225806451612903
37,37,37,2022-12-28,26-032,UTA,@,GSW,L (-5),0,22:46,3.0,12.0,.250,1.0,8.0,.125,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,7.0,0.2,-9,4.0,2.0,0.5,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-1.0,86.0,2.774193548387097,0.2000000000000001,96.4,3.109677419354839
38,38,38,2022-12-30,26-034,UTA,@,SAC,L (-1),0,23:01,4.0,13.0,.308,1.0,7.0,.143,0,0.0,,1.0,3.0,4.0,3.0,0.0,1.0,2.0,0.0,9.0,3.9,-4,6.0,3.0,0.5,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,2.0,60.0,1.935483870967742,3.899999999999999,60.6,1.9548387096774194
39,39,39,2022-12-31,26-035,UTA,,MIA,L (-3),0,18:19,6.0,11.0,.545,5.0,8.0,.625,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,17.0,13.6,-7,3.0,1.0,0.3333333333333333,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,11.0,68.0,2.193548387096774,13.599999999999996,52.70000000000001,1.7000000000000004
40,40,40,2023-01-03,26-038,UTA,,SAC,L (-2),0,30:46,5.0,12.0,.417,3.0,9.0,.333,3,3.0,1.000,1.0,5.0,6.0,2.0,2.0,1.0,2.0,2.0,16.0,13.1,+12,3.0,2.0,0.6666666666666666,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,10.0,68.0,2.193548387096774,11.9,82.30000000000001,2.6548387096774198
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-05,26-040,UTA,@,HOU,W (+17),0,20:25,7.0,14.0,.500,5.0,11.0,.455,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,12.6,-4,3.0,2.0,0.6666666666666666,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,6.0,69.0,2.225806451612903,12.6,54.6,1.761290322580645
43,42,42,2023-01-07,26-042,UTA,@,CHI,L (-8),0,16:06,1.0,9.0,.111,0.0,7.0,.000,0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,-0.4,-11,2.0,1.0,0.5,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-2.0,101.0,3.2580645161290325,-0.3999999999999994,71.69999999999999,2.3129032258064512
44,43,43,2023-01-08,26-043,UTA,@,MEM,L (-5),0,26:38,6.0,15.0,.400,2.0,9.0,.222,1,1.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,15.0,10.6,+1,6.0,4.0,0.6666666666666666,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,5.0,73.0,2.3548387096774195,10.2,71.49999999999999,2.3064516129032255
45,44,44,2023-01-10,26-045,UTA,,CLE,W (+2),1,33:37,4.0,12.0,.333,1.0,8.0,.125,4,4.0,1.000,0.0,5.0,5.0,4.0,1.0,0.0,3.0,0.0,13.0,8.5,+3,4.0,3.0,0.75,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,4.0,68.0,2.193548387096774,6.900000000000004,74.49999999999999,2.4032258064516125
46,45,45,2023-01-13,26-048,UTA,,ORL,W (+4),1,27:45,3.0,11.0,.273,3.0,11.0,.273,0,0.0,,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,9.0,4.8,-21,0.0,0.0,,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,3.0,79.0,2.548387096774193,4.799999999999999,77.8,2.509677419354839
47,46,46,2023-01-14,26-049,UTA,,PHI,L (-1),1,32:07,3.0,14.0,.214,3.0,9.0,.333,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,2.0,3.0,9.0,-0.8,-8,5.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-3.0,92.0,2.967741935483871,-0.8000000000000016,74.8,2.4129032258064513
