Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with D'Angelo Russell,Shared Games with Jarred Vanderbilt,Shared Games with Malik Beasley,Shared Games with Mo Bamba,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
21,21,,2022-12-02,19-295,LAL,@,MIL,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,,102.0,4.857142857142857,0.0,125.7,5.985714285714286
22,22,,2022-12-04,19-297,LAL,@,WAS,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,,117.0,5.571428571428571,0.0,125.19999999999996,5.96190476190476
23,23,,2022-12-06,19-299,LAL,@,CLE,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,,63.0,3.0,0.0,73.0,3.4761904761904763
24,24,11,2022-12-07,19-300,LAL,@,TOR,L (-13),0,13:21,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,1.8,+4,2.0,1.0,0.5,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,2.0,43.0,2.0476190476190474,1.7999999999999994,62.0,2.9523809523809526
25,25,,2022-12-09,19-302,LAL,@,PHI,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,,70.0,3.333333333333333,0.0,98.9,4.70952380952381
26,26,,2022-12-11,19-304,LAL,@,DET,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,,107.0,5.095238095238095,0.0,121.00000000000004,5.761904761904764
27,27,,2022-12-13,19-306,LAL,,BOS,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,,101.0,4.809523809523809,0.0,103.2,4.914285714285715
28,28,12,2022-12-16,19-309,LAL,,DEN,W (+18),0,15:56,2.0,5.0,.400,2.0,3.0,.667,0,0.0,,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0,5.3,+14,2.0,0.0,0.0,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,5.0,89.0,4.238095238095238,5.299999999999999,99.5,4.738095238095238
29,29,13,2022-12-18,19-311,LAL,,WAS,W (+2),0,23:40,3.0,6.0,.500,2.0,5.0,.400,0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,6.9,-2,1.0,1.0,1.0,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,7.0,82.0,3.9047619047619047,6.899999999999999,87.19999999999999,4.152380952380952
30,30,14,2022-12-19,19-312,LAL,@,PHO,L (-26),0,27:03,1.0,9.0,.111,0.0,3.0,.000,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,-1.6,-17,6.0,1.0,0.1666666666666666,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,-1.0,111.0,5.285714285714286,-1.5999999999999996,119.8,5.704761904761905
31,31,15,2022-12-21,19-314,LAL,@,SAC,L (-14),0,26:23,2.0,3.0,.667,2.0,2.0,1.000,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,6.0,7.2,-16,1.0,0.0,0.0,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,10.0,57.0,2.7142857142857144,7.2,64.39999999999998,3.0666666666666655
32,32,16,2022-12-23,19-316,LAL,,CHO,L (-4),0,10:17,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.1,-11,0.0,0.0,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,-2.0,87.0,4.142857142857143,-2.1,91.3,4.347619047619047
33,33,17,2022-12-25,19-318,LAL,@,DAL,L (-9),0,4:37,0.0,1.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.2,+1,0.0,0.0,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,0.0,75.0,3.571428571428572,0.3999999999999998,80.3,3.8238095238095235
34,34,18,2022-12-27,19-320,LAL,@,ORL,W (+19),0,4:58,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+7,0.0,0.0,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,0.0,100.0,4.761904761904762,0.0,107.1,5.1
35,35,19,2022-12-28,19-321,LAL,@,MIA,L (-14),0,0:27,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,0.0,66.0,3.142857142857143,0.0,76.9,3.661904761904762
36,36,,2022-12-30,19-323,LAL,@,ATL,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,,79.0,3.761904761904762,0.0,84.0,4.0
37,37,,2023-01-02,19-326,LAL,@,CHO,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,,85.0,4.047619047619048,0.0,98.8,4.704761904761905
38,38,20,2023-01-04,19-328,LAL,,MIA,W (+3),0,6:45,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.8,-1,0.0,0.0,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,-1.0,63.0,3.0,-1.7999999999999998,72.29999999999998,3.442857142857142
39,39,21,2023-01-06,19-330,LAL,,ATL,W (+16),0,16:05,3.0,5.0,.600,2.0,2.0,1.000,0,0.0,,0.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,8.0,6.0,+6,3.0,1.0,0.3333333333333333,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,6.0,73.0,3.4761904761904763,5.999999999999999,77.10000000000001,3.6714285714285717
40,40,22,2023-01-07,19-331,LAL,@,SAC,W (+2),0,23:50,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.2,0,2.0,1.0,0.5,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,2.0,76.0,3.619047619047619,1.2000000000000002,93.30000000000004,4.442857142857145
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,,0.0,0.0,0.0,0.0,0.0
42,41,23,2023-01-09,19-333,LAL,@,DEN,L (-13),1,25:52,6.0,8.0,.750,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,14.0,12.0,-10,5.0,4.0,0.8,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,10.0,65.0,3.095238095238096,11.999999999999996,66.5,3.1666666666666665
43,42,24,2023-01-12,19-336,LAL,,DAL,L (-4),1,28:44,3.0,6.0,.500,1.0,3.0,.333,0,0.0,,2.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,7.0,5.2,-9,3.0,2.0,0.6666666666666666,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,6.0,93.0,4.428571428571429,5.2,72.19999999999997,3.438095238095237
44,43,25,2023-01-15,19-339,LAL,,PHI,L (-1),0,14:31,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.6,-11,3.0,1.0,0.3333333333333333,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,0.0,78.0,3.7142857142857135,-0.5999999999999999,87.3,4.157142857142857
45,44,26,2023-01-16,19-340,LAL,,HOU,W (+8),0,5:11,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+3,0.0,0.0,,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,0.0,72.0,3.4285714285714284,0.0,92.1,4.385714285714285
46,45,27,2023-01-18,19-342,LAL,,SAC,L (-5),0,27:10,3.0,8.0,.375,2.0,6.0,.333,4,4.0,1.000,0.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,12.0,10.0,-5,2.0,1.0,0.5,20,26,7,16,31,25,25,28,25,8,25,30,6,24,36,37,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.3571428571428571,0.40625,1.0,0.3902439024390244,0.4696969696969697,0.4807692307692308,0.3571428571428571,0.509090909090909,0.4464285714285714,0.2352941176470588,0.373134328358209,0.410958904109589,1.0,0.0,0.4067796610169492,,0.4736842105263157,0.5441176470588235,2,3,7,7,3,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0465116279069767,0.0422535211267605,0.0897435897435897,0.0864197530864197,0.0612244897959183,0.0,0.0,21,6.0,76.0,3.619047619047619,8.400000000000002,83.99999999999999,3.999999999999999
