Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with D'Angelo Russell,Shared Games with Jarred Vanderbilt,Shared Games with Malik Beasley,Shared Games with Mo Bamba,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
16,17,15,2022-11-25,23-346,LAL,@,SAS,W (+11),1,33:30,7.0,16.0,.438,4.0,9.0,.444,0,0.0,,0.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,18.0,12.8,+18,7.0,3.0,0.4285714285714285,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,8.0,121.0,5.761904761904762,12.8,112.1,5.338095238095238
17,18,16,2022-11-26,23-347,LAL,@,SAS,W (+5),1,38:47,7.0,10.0,.700,3.0,5.0,.600,2,2.0,1.000,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,19.0,16.7,+3,5.0,4.0,0.8,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,13.0,112.0,5.333333333333333,15.9,126.5,6.023809523809524
18,19,17,2022-11-28,23-349,LAL,,IND,L (-1),1,21:57,4.0,9.0,.444,1.0,5.0,.200,0,0.0,,2.0,2.0,4.0,2.0,0.0,0.0,1.0,3.0,9.0,5.5,-4,4.0,3.0,0.75,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,5.0,101.0,4.809523809523809,5.5,92.0,4.380952380952381
19,20,,2022-11-30,23-351,LAL,,POR,W (+19),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,113.0,5.380952380952381,0.0,132.9,6.328571428571429
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,0.0,0.0,0.0,0.0,0.0
21,21,18,2022-12-02,23-353,LAL,@,MIL,W (+4),1,33:35,4.0,10.0,.400,2.0,5.0,.400,4,4.0,1.000,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,14.0,9.5,-3,5.0,2.0,0.4,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,3.0,99.0,4.714285714285714,7.899999999999999,117.8,5.609523809523809
22,22,19,2022-12-04,23-355,LAL,@,WAS,W (+11),1,24:50,7.0,10.0,.700,4.0,4.0,1.000,2,2.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,20.0,17.7,+10,6.0,3.0,0.5,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,12.0,105.0,5.0,16.900000000000002,108.29999999999995,5.157142857142855
23,23,20,2022-12-06,23-357,LAL,@,CLE,L (-14),1,24:35,3.0,10.0,.300,0.0,5.0,.000,1,1.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,7.0,3.2,-15,5.0,3.0,0.6,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,0.0,63.0,3.0,2.8,70.2,3.342857142857143
24,24,21,2022-12-07,23-358,LAL,@,TOR,L (-13),1,25:32,5.0,16.0,.313,2.0,7.0,.286,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,12.0,1.9,-37,9.0,3.0,0.3333333333333333,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,-2.0,47.0,2.238095238095238,1.9000000000000008,61.89999999999999,2.9476190476190474
25,25,22,2022-12-09,23-360,LAL,@,PHI,L (-11),1,32:54,6.0,11.0,.545,3.0,5.0,.600,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,15.0,8.3,-6,6.0,3.0,0.5,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,5.0,65.0,3.095238095238096,8.299999999999997,90.6,4.314285714285714
26,26,23,2022-12-11,23-362,LAL,@,DET,W (+7),1,29:50,7.0,10.0,.700,4.0,6.0,.667,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,18.0,14.2,+2,4.0,3.0,0.75,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,11.0,96.0,4.571428571428571,14.200000000000005,106.8,5.085714285714285
27,27,24,2022-12-13,23-364,LAL,,BOS,L (-4),1,23:28,3.0,6.0,.500,1.0,1.0,1.000,0,1.0,.000,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,3.9,-18,5.0,2.0,0.4,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,2.0,99.0,4.714285714285714,3.899999999999999,99.3,4.728571428571429
28,28,25,2022-12-16,24-002,LAL,,DEN,W (+18),1,19:48,1.0,7.0,.143,1.0,6.0,.167,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,-2.3,-15,1.0,0.0,0.0,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,-3.0,97.0,4.619047619047619,-2.3,107.09999999999998,5.099999999999999
29,29,26,2022-12-18,24-004,LAL,,WAS,W (+2),1,34:26,7.0,12.0,.583,2.0,4.0,.500,5,5.0,1.000,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,21.0,16.8,-6,8.0,5.0,0.625,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,9.0,80.0,3.809523809523809,14.8,79.3,3.776190476190476
30,30,27,2022-12-19,24-005,LAL,@,PHO,L (-26),1,30:11,5.0,13.0,.385,3.0,6.0,.500,3,3.0,1.000,1.0,3.0,4.0,2.0,1.0,1.0,0.0,3.0,16.0,12.4,-12,7.0,2.0,0.2857142857142857,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,8.0,102.0,4.857142857142857,11.199999999999996,107.0,5.095238095238095
31,31,28,2022-12-21,24-007,LAL,@,SAC,L (-14),1,36:25,6.0,13.0,.462,3.0,6.0,.500,4,4.0,1.000,0.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,19.0,14.0,-15,7.0,3.0,0.4285714285714285,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,9.0,58.0,2.761904761904762,12.399999999999997,59.19999999999999,2.8190476190476184
32,32,29,2022-12-23,24-009,LAL,,CHO,L (-4),1,27:25,4.0,13.0,.308,3.0,9.0,.333,4,5.0,.800,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,15.0,9.1,+8,4.0,1.0,0.25,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,1.0,84.0,4.0,7.5,81.69999999999999,3.89047619047619
33,33,30,2022-12-25,24-011,LAL,@,DAL,L (-9),1,28:39,3.0,7.0,.429,3.0,6.0,.500,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,5.9,+1,1.0,0.0,0.0,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,3.0,72.0,3.4285714285714284,5.9,74.8,3.5619047619047617
34,34,31,2022-12-27,24-013,LAL,@,ORL,W (+19),1,24:57,3.0,10.0,.300,2.0,7.0,.286,2,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,10.0,5.5,+2,3.0,1.0,0.3333333333333333,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,1.0,99.0,4.714285714285714,4.7,102.4,4.876190476190477
35,35,32,2022-12-28,24-014,LAL,@,MIA,L (-14),1,20:52,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,-3.5,-17,0.0,0.0,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,-3.0,69.0,3.2857142857142856,-3.5,80.4,3.8285714285714287
36,36,,2022-12-30,24-016,LAL,@,ATL,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,79.0,3.761904761904762,0.0,84.0,4.0
37,37,,2023-01-02,24-019,LAL,@,CHO,W (+6),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,85.0,4.047619047619048,0.0,98.8,4.704761904761905
38,38,,2023-01-04,24-021,LAL,,MIA,W (+3),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,62.0,2.952380952380953,0.0,70.49999999999999,3.3571428571428563
39,39,,2023-01-06,24-023,LAL,,ATL,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,79.0,3.761904761904762,0.0,83.1,3.957142857142857
40,40,,2023-01-07,24-024,LAL,@,SAC,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,78.0,3.7142857142857135,0.0,94.5,4.5
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,0.0,0.0,0.0,0.0,0.0
