Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,14,2022-12-20,23-096,MEM,@,DEN,L (-14),1,21:45,3.0,6.0,.500,1.0,3.0,.333,1,2.0,.500,0.0,2.0,2.0,1.0,3.0,5.0,1.0,5.0,8.0,9.4,-13,3.0,2.0,0.6666666666666666,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,10.0,61.0,3.588235294117647,9.0,67.19999999999997,3.9529411764705866
31,31,15,2022-12-23,23-099,MEM,@,PHO,W (+25),1,27:49,9.0,17.0,.529,1.0,4.0,.250,5,6.0,.833,3.0,7.0,10.0,1.0,1.0,2.0,0.0,1.0,24.0,22.2,+22,13.0,8.0,0.6153846153846154,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,15.0,85.0,5.0,20.20000000000001,84.1,4.947058823529411
32,32,16,2022-12-25,23-101,MEM,@,GSW,L (-14),1,20:39,5.0,7.0,.714,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,0.0,1.0,2.0,1.0,5.0,11.0,8.5,-3,5.0,4.0,0.8,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,8.0,56.0,3.294117647058824,8.5,69.2,4.070588235294117
33,33,17,2022-12-27,23-103,MEM,,PHO,L (-17),1,26:04,2.0,12.0,.167,0.0,4.0,.000,2,2.0,1.000,4.0,4.0,8.0,1.0,2.0,3.0,3.0,2.0,6.0,3.4,0,8.0,2.0,0.25,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,3.0,67.0,3.941176470588236,2.6,72.7,4.276470588235294
34,34,18,2022-12-29,23-105,MEM,@,TOR,W (+13),1,29:05,7.0,15.0,.467,1.0,3.0,.333,0,0.0,,3.0,2.0,5.0,3.0,0.0,2.0,2.0,1.0,15.0,11.1,+6,12.0,6.0,0.5,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,8.0,99.0,5.823529411764706,11.1,94.4,5.552941176470589
35,35,19,2022-12-31,23-107,MEM,,NOP,W (+15),1,30:15,7.0,13.0,.538,1.0,4.0,.250,2,2.0,1.000,2.0,4.0,6.0,2.0,3.0,6.0,4.0,4.0,17.0,16.3,+22,9.0,6.0,0.6666666666666666,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,15.0,84.0,4.941176470588236,15.499999999999996,92.6,5.447058823529411
36,36,20,2023-01-01,23-108,MEM,,SAC,W (+10),1,28:57,5.0,11.0,.455,2.0,4.0,.500,2,3.0,.667,2.0,5.0,7.0,2.0,0.0,3.0,0.0,3.0,14.0,13.1,+7,7.0,3.0,0.4285714285714285,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,12.0,77.0,4.529411764705882,12.3,86.10000000000001,5.064705882352942
37,37,21,2023-01-04,23-111,MEM,@,CHO,W (+24),1,24:05,6.0,10.0,.600,1.0,3.0,.333,4,5.0,.800,1.0,7.0,8.0,1.0,0.0,3.0,1.0,3.0,17.0,15.4,+12,7.0,5.0,0.7142857142857143,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,93.0,5.470588235294118,13.8,92.9,5.464705882352941
38,38,22,2023-01-05,23-112,MEM,@,ORL,W (+8),1,31:58,12.0,14.0,.857,2.0,3.0,.667,5,7.0,.714,2.0,8.0,10.0,1.0,1.0,3.0,2.0,3.0,31.0,29.6,+22,11.0,10.0,0.9090909090909092,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,23.0,62.0,3.647058823529412,27.6,66.89999999999999,3.935294117647058
39,39,23,2023-01-08,23-115,MEM,,UTA,W (+5),1,28:32,8.0,17.0,.471,2.0,5.0,.400,1,2.0,.500,3.0,5.0,8.0,0.0,3.0,5.0,2.0,6.0,19.0,15.6,-5,12.0,6.0,0.5,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,14.0,82.0,4.823529411764706,15.199999999999996,94.20000000000002,5.541176470588236
40,40,24,2023-01-09,23-116,MEM,,SAS,W (+8),1,30:13,5.0,10.0,.500,2.0,4.0,.500,4,6.0,.667,2.0,4.0,6.0,2.0,0.0,5.0,2.0,2.0,16.0,14.9,-4,6.0,3.0,0.5,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,11.0,71.0,4.176470588235294,13.299999999999994,79.3,4.664705882352941
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,0.0,0.0,0.0,0.0,0.0
42,41,25,2023-01-11,23-118,MEM,,SAS,W (+6),1,27:00,6.0,10.0,.600,1.0,2.0,.500,8,9.0,.889,2.0,10.0,12.0,1.0,0.0,2.0,0.0,5.0,21.0,20.5,-4,8.0,5.0,0.625,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,17.0,74.0,4.352941176470588,17.299999999999994,93.2,5.482352941176471
43,42,26,2023-01-14,23-121,MEM,@,IND,W (+18),1,21:54,4.0,5.0,.800,1.0,1.0,1.000,0,0.0,,0.0,10.0,10.0,3.0,1.0,2.0,2.0,3.0,9.0,11.4,+32,4.0,3.0,0.75,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,18.0,90.0,5.294117647058823,11.4,97.6,5.741176470588235
44,43,27,2023-01-16,23-123,MEM,,PHO,W (+30),1,25:35,5.0,11.0,.455,1.0,4.0,.250,7,8.0,.875,2.0,6.0,8.0,1.0,2.0,6.0,1.0,0.0,18.0,21.0,+30,7.0,4.0,0.5714285714285714,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,15.0,99.0,5.823529411764706,18.2,97.4,5.729411764705882
45,44,28,2023-01-18,23-125,MEM,,CLE,W (+1),1,28:29,5.0,13.0,.385,2.0,6.0,.333,3,4.0,.750,2.0,5.0,7.0,1.0,2.0,4.0,0.0,5.0,15.0,13.9,+9,7.0,3.0,0.4285714285714285,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,12.0,62.0,3.647058823529412,12.699999999999998,76.5,4.5
46,45,29,2023-01-20,23-127,MEM,@,LAL,L (-1),1,33:01,3.0,8.0,.375,1.0,4.0,.250,5,6.0,.833,1.0,5.0,6.0,0.0,1.0,4.0,3.0,5.0,12.0,8.2,-4,4.0,2.0,0.5,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,6.0,73.0,4.294117647058823,6.199999999999999,74.39999999999999,4.376470588235294
47,46,30,2023-01-22,23-129,MEM,@,PHO,L (-2),1,22:43,3.0,6.0,.500,2.0,3.0,.667,0,0.0,,1.0,3.0,4.0,0.0,0.0,3.0,4.0,4.0,8.0,3.1,+1,3.0,1.0,0.3333333333333333,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,5.0,60.0,3.5294117647058822,3.1,70.9,4.170588235294118
48,47,31,2023-01-23,23-130,MEM,@,SAC,L (-33),1,28:15,7.0,18.0,.389,3.0,6.0,.500,2,2.0,1.000,2.0,3.0,5.0,2.0,1.0,1.0,1.0,4.0,19.0,12.0,-7,12.0,4.0,0.3333333333333333,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,7.0,51.0,3.0,11.199999999999996,57.80000000000001,3.400000000000001
49,48,32,2023-01-25,23-132,MEM,@,GSW,L (-2),1,27:52,4.0,11.0,.364,2.0,3.0,.667,7,8.0,.875,3.0,3.0,6.0,0.0,0.0,0.0,1.0,6.0,17.0,10.1,+7,8.0,2.0,0.25,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,3.0,59.0,3.4705882352941178,7.300000000000002,75.19999999999999,4.423529411764705
50,49,33,2023-01-27,23-134,MEM,@,MIN,L (-11),1,28:13,5.0,17.0,.294,0.0,5.0,.000,4,5.0,.800,3.0,4.0,7.0,0.0,2.0,2.0,2.0,4.0,14.0,6.8,-3,12.0,5.0,0.4166666666666667,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,1.0,63.0,3.7058823529411766,5.200000000000001,63.399999999999984,3.7294117647058815
51,50,34,2023-01-29,23-136,MEM,,IND,W (+12),1,38:07,12.0,19.0,.632,3.0,8.0,.375,1,2.0,.500,2.0,6.0,8.0,1.0,1.0,5.0,1.0,4.0,28.0,24.9,+19,11.0,9.0,0.8181818181818182,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,21.0,68.0,4.0,24.5,72.4,4.258823529411765
52,51,35,2023-02-01,23-139,MEM,,POR,L (-10),1,33:45,9.0,14.0,.643,0.0,3.0,.000,0,0.0,,0.0,7.0,7.0,0.0,0.0,6.0,0.0,3.0,18.0,16.9,+2,11.0,9.0,0.8181818181818182,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,17.0,54.0,3.176470588235294,16.900000000000002,70.60000000000001,4.152941176470589
53,52,,2023-02-02,23-140,MEM,@,CLE,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,83.0,4.882352941176471,0.0,83.8,4.929411764705883
54,53,36,2023-02-05,23-143,MEM,,TOR,L (-3),1,31:58,7.0,17.0,.412,0.0,6.0,.000,4,7.0,.571,1.0,7.0,8.0,0.0,0.0,4.0,3.0,3.0,18.0,9.1,+1,11.0,7.0,0.6363636363636364,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,3.0,80.0,4.705882352941177,7.5000000000000036,70.4,4.141176470588236
55,54,37,2023-02-07,23-145,MEM,,CHI,W (+15),1,31:58,9.0,13.0,.692,2.0,5.0,.400,4,5.0,.800,0.0,3.0,3.0,1.0,2.0,5.0,1.0,5.0,24.0,22.2,+15,8.0,7.0,0.875,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,16.0,52.0,3.0588235294117645,20.6,55.6,3.2705882352941176
56,55,38,2023-02-10,23-148,MEM,,MIN,W (+21),1,27:57,6.0,13.0,.462,1.0,5.0,.200,2,2.0,1.000,0.0,6.0,6.0,1.0,1.0,4.0,2.0,2.0,15.0,11.8,+24,8.0,5.0,0.625,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,10.0,90.0,5.294117647058823,10.999999999999998,93.3,5.488235294117647
57,56,39,2023-02-12,23-150,MEM,@,BOS,L (-10),1,20:24,6.0,9.0,.667,2.0,2.0,1.000,1,2.0,.500,1.0,6.0,7.0,3.0,1.0,0.0,3.0,6.0,15.0,10.9,+7,7.0,4.0,0.5714285714285714,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,12.0,67.0,3.941176470588236,10.499999999999998,65.7,3.864705882352941
58,57,40,2023-02-15,23-153,MEM,,UTA,W (+6),1,31:06,8.0,19.0,.421,4.0,10.0,.400,6,7.0,.857,2.0,7.0,9.0,0.0,5.0,4.0,1.0,4.0,26.0,24.2,+2,9.0,4.0,0.4444444444444444,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,17.0,68.0,4.0,21.8,65.30000000000001,3.841176470588236
59,58,41,2023-02-23,23-161,MEM,@,PHI,L (-5),1,32:58,5.0,16.0,.313,1.0,7.0,.143,7,7.0,1.000,2.0,7.0,9.0,1.0,1.0,4.0,0.0,3.0,18.0,15.6,-9,9.0,4.0,0.4444444444444444,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,10.0,54.0,3.176470588235294,12.8,52.8,3.105882352941176
60,59,42,2023-02-25,23-163,MEM,,DEN,W (+18),1,20:55,2.0,7.0,.286,1.0,3.0,.333,2,2.0,1.000,0.0,3.0,3.0,0.0,1.0,1.0,2.0,4.0,7.0,1.9,+14,4.0,1.0,0.25,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,1.0,82.0,4.823529411764706,1.0999999999999992,80.29999999999998,4.723529411764705
61,60,43,2023-02-28,23-166,MEM,,LAL,W (+12),1,31:34,7.0,14.0,.500,1.0,4.0,.250,1,1.0,1.000,3.0,4.0,7.0,0.0,1.0,4.0,2.0,5.0,16.0,12.1,-2,10.0,6.0,0.6,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,11.0,79.0,4.647058823529412,11.7,85.3,5.017647058823529
