Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Zach LaVine,Shared Games with Patrick Beverley,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Clint Capela,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Beverley,Patrick Williams,Robert Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Clint Capela,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Javonte Green,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Robert Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Patrick Beverley,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-09,23-047,IND,,DEN,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,90.0,3.103448275862069,0.0,88.99999999999999,3.068965517241379
11,12,8,2022-11-12,23-050,IND,,TOR,W (+14),0,0:12,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,0.0,102.0,3.5172413793103448,0.0,100.8,3.475862068965517
12,13,,2022-11-16,23-054,IND,@,CHO,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,75.0,2.586206896551724,0.0,76.3,2.6310344827586207
13,14,,2022-11-18,23-056,IND,@,HOU,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,69.0,2.3793103448275863,0.0,70.19999999999999,2.4206896551724135
14,15,9,2022-11-19,23-057,IND,,ORL,W (+1),0,5:22,1.0,1.0,1.000,0.0,0.0,,1,1.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,2.7,+8,1.0,1.0,1.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,2.0,65.0,2.2413793103448274,2.2999999999999994,73.4,2.531034482758621
15,16,10,2022-11-21,23-059,IND,,ORL,W (+21),0,4:48,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,-2,1.0,1.0,1.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,2.0,96.0,3.310344827586207,2.0,94.7,3.2655172413793103
16,17,11,2022-11-23,23-061,IND,,MIN,L (-14),0,1:39,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,0.0,107.0,3.689655172413793,0.0,101.3,3.493103448275862
17,18,,2022-11-25,23-063,IND,,BRK,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,105.0,3.6206896551724137,0.0,107.7,3.713793103448276
18,19,12,2022-11-27,23-065,IND,@,LAC,L (-14),0,6:15,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.6,+4,2.0,2.0,1.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,2.0,65.0,2.2413793103448274,2.6,75.7,2.610344827586207
19,20,,2022-11-28,23-066,IND,@,LAL,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,69.0,2.3793103448275863,0.0,72.69999999999999,2.5068965517241377
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,0.0,0.0,0.0,0.0,0.0
21,21,13,2022-11-30,23-068,IND,@,SAC,L (-23),0,9:03,0.0,2.0,.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,-3.2,+5,2.0,0.0,0.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,-2.0,78.0,2.689655172413793,-3.2,83.7,2.886206896551724
22,22,14,2022-12-02,23-070,IND,@,UTA,L (-20),0,4:11,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,0,1.0,0.0,0.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,-1.0,74.0,2.5517241379310347,-1.1,84.0,2.896551724137931
23,23,15,2022-12-04,23-072,IND,@,POR,L (-16),0,1:57,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,0.0,62.0,2.1379310344827585,0.0,78.29999999999998,2.6999999999999993
24,24,,2022-12-05,23-073,IND,@,GSW,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,92.0,3.1724137931034484,0.0,96.8,3.3379310344827586
25,25,,2022-12-07,23-075,IND,@,MIN,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,138.0,4.758620689655173,0.0,137.1,4.727586206896552
26,26,16,2022-12-09,23-077,IND,,WAS,W (+10),0,0:53,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,0.0,99.0,3.413793103448276,0.0,94.9,3.2724137931034485
27,27,,2022-12-10,23-078,IND,,BRK,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,93.0,3.206896551724138,0.0,105.30000000000004,3.631034482758622
28,28,,2022-12-12,23-080,IND,,MIA,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,65.0,2.2413793103448274,0.0,60.09999999999999,2.072413793103448
29,29,,2022-12-14,23-082,IND,,GSW,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,78.0,2.689655172413793,0.0,104.39999999999998,3.599999999999999
