Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Matchup with Aaron Holiday,Matchup with AJ Griffin,Matchup with Bogdan Bogdanović,Matchup with Clint Capela,Matchup with De'Andre Hunter,Matchup with Dejounte Murray,Matchup with Derrick Favors,Matchup with Donovan Williams,Matchup with Frank Kaminsky,Matchup with Jalen Johnson,Matchup with Jarrett Culver,Matchup with John Collins,Matchup with Justin Holiday,Matchup with Onyeka Okongwu,Matchup with Trae Young,Matchup with Trent Forrest,Matchup with Tyrese Martin,Matchup with Vit Krejci,Matchup with Al Horford,Matchup with Blake Griffin,Matchup with Danilo Gallinari,Matchup with Derrick White,Matchup with Grant Williams,Matchup with Jaylen Brown,Matchup with Jayson Tatum,Matchup with JD Davison,Matchup with Justin Jackson,Matchup with Luke Kornet,Matchup with Malcolm Brogdon,Matchup with Marcus Smart,Matchup with Mfiondu Kabengele,Matchup with Noah Vonleh,Matchup with Payton Pritchard,Matchup with Robert Williams,Matchup with Sam Hauser,Matchup with Alondes Williams,Matchup with Ben Simmons,Matchup with Cam Thomas,Matchup with David Duke Jr.,Matchup with Day'Ron Sharpe,Matchup with Edmond Sumner,Matchup with Joe Harris,Matchup with Kessler Edwards,Matchup with Kevin Durant,Matchup with Kyrie Irving,Matchup with Markieff Morris,Matchup with Nic Claxton,Matchup with Patty Mills,Matchup with RaiQuan Gray,Matchup with Royce O'Neale,Matchup with Seth Curry,Matchup with T.J. Warren,Matchup with Yuta Watanabe,Matchup with Alex Caruso,Matchup with Andre Drummond,Matchup with Ayo Dosunmu,Matchup with Carlik Jones,Matchup with Coby White,Matchup with Dalen Terry,Matchup with DeMar DeRozan,Matchup with Derrick Jones Jr.,Matchup with Goran Dragić,Matchup with Kostas Antetokounmpo,Matchup with Lonzo Ball,Matchup with Malcolm Hill,Matchup with Marko Simonovic,Matchup with Nikola Vučević,Matchup with Patrick Williams,Matchup with Tony Bradley,Matchup with Zach LaVine,Matchup with Bryce McGowens,Matchup with Cody Martin,Matchup with Dennis Smith Jr.,Matchup with Gordon Hayward,Matchup with Jalen McDaniels,Matchup with James Bouknight,Matchup with JT Thor,Matchup with Kai Jones,Matchup with Kelly Oubre Jr.,Matchup with Kobi Simmons,Matchup with LaMelo Ball,Matchup with Mark Williams,Matchup with Mason Plumlee,Matchup with Nick Richards,Matchup with P.J. Washington,Matchup with Terry Rozier,Matchup with Théo Maledon,Matchup with Xavier Sneed,Matchup with Caris LeVert,Matchup with Cedi Osman,Matchup with Darius Garland,Matchup with Dean Wade,Matchup with Donovan Mitchell,Matchup with Dylan Windler,Matchup with Evan Mobley,Matchup with Isaac Okoro,Matchup with Isaiah Mobley,Matchup with Jarrett Allen,Matchup with Kevin Love,Matchup with Lamar Stevens,Matchup with Mamadi Diakite,Matchup with Raul Neto,Matchup with Ricky Rubio,Matchup with Robin Lopez,Matchup with Sam Merrill,Matchup with Chris Silva,Matchup with Christian Wood,Matchup with Dorian Finney-Smith,Matchup with Dwight Powell,Matchup with Dāvis Bertāns,Matchup with Facundo Campazzo,Matchup with Frank Ntilikina,Matchup with Jaden Hardy,Matchup with JaVale McGee,Matchup with Josh Green,Matchup with Kemba Walker,Matchup with Luka Dončić,Matchup with Maxi Kleber,Matchup with McKinley Wright IV,Matchup with Reggie Bullock,Matchup with Spencer Dinwiddie,Matchup with Theo Pinson,Matchup with Tim Hardaway Jr.,Matchup with Tyler Dorsey,Matchup with Aaron Gordon,Matchup with Bones Hyland,Matchup with Bruce Brown,Matchup with Christian Braun,Matchup with Collin Gillespie,Matchup with Davon Reed,Matchup with DeAndre Jordan,Matchup with Ish Smith,Matchup with Jack White,Matchup with Jamal Murray,Matchup with Jeff Green,Matchup with Kentavious Caldwell-Pope,Matchup with Michael Porter Jr.,Matchup with Nikola Jokić,Matchup with Peyton Watson,Matchup with Vlatko Čančar,Matchup with Zeke Nnaji,Matchup with Alec Burks,Matchup with Bojan Bogdanović,Matchup with Braxton Key,Matchup with Buddy Boeheim,Matchup with Cade Cunningham,Matchup with Cory Joseph,Matchup with Hamidou Diallo,Matchup with Isaiah Livers,Matchup with Isaiah Stewart,Matchup with Jaden Ivey,Matchup with Jalen Duren,Matchup with Jared Rhoden,Matchup with Kevin Knox,Matchup with Killian Hayes,Matchup with Marvin Bagley III,Matchup with Nerlens Noel,Matchup with Rodney McGruder,Matchup with Saddiq Bey,Matchup with Stanley Umude,Matchup with Andre Iguodala,Matchup with Andrew Wiggins,Matchup with Anthony Lamb,Matchup with Donte DiVincenzo,Matchup with Draymond Green,Matchup with James Wiseman,Matchup with JaMychal Green,Matchup with Jonathan Kuminga,Matchup with Jordan Poole,Matchup with Kevon Looney,Matchup with Klay Thompson,Matchup with Lester Quinones,Matchup with Moses Moody,Matchup with Patrick Baldwin Jr.,Matchup with Ryan Rollins,Matchup with Stephen Curry,Matchup with Ty Jerome,Matchup with Alperen Şengün,Matchup with Boban Marjanović,Matchup with Bruno Fernando,Matchup with Daishen Nix,Matchup with Darius Days,Matchup with Eric Gordon,Matchup with Garrison Mathews,Matchup with Jabari Smith Jr.,Matchup with Jae'Sean Tate,Matchup with Jalen Green,Matchup with Josh Christopher,Matchup with Kenyon Martin Jr.,Matchup with Kevin Porter Jr.,Matchup with Tari Eason,Matchup with Trevor Hudgins,Matchup with TyTy Washington Jr.,Matchup with Usman Garuba,Matchup with Willie Cauley-Stein,Matchup with Aaron Nesmith,Matchup with Andrew Nembhard,Matchup with Bennedict Mathurin,Matchup with Buddy Hield,Matchup with Chris Duarte,Matchup with Daniel Theis,Matchup with Gabe York,Matchup with Goga Bitadze,Matchup with Isaiah Jackson,Matchup with Jalen Smith,Matchup with James Johnson,Matchup with Kendall Brown,Matchup with Myles Turner,Matchup with Oshae Brissett,Matchup with T.J. McConnell,Matchup with Terry Taylor,Matchup with Trevelin Queen,Matchup with Tyrese Haliburton,Matchup with Amir Coffey,Matchup with Brandon Boston Jr.,Matchup with Ivica Zubac,Matchup with Jason Preston,Matchup with John Wall,Matchup with Kawhi Leonard,Matchup with Luke Kennard,Matchup with Marcus Morris,Matchup with Moses Brown,Matchup with Moussa Diabaté,Matchup with Nicolas Batum,Matchup with Norman Powell,Matchup with Paul George,Matchup with Reggie Jackson,Matchup with Robert Covington,Matchup with Terance Mann,Matchup with Xavier Moon,Matchup with Anthony Davis,Matchup with Austin Reaves,Matchup with Cole Swider,Matchup with Damian Jones,Matchup with Dennis Schröder,Matchup with Juan Toscano-Anderson,Matchup with Kendrick Nunn,Matchup with LeBron James,Matchup with Lonnie Walker IV,Matchup with Matt Ryan,Matchup with Max Christie,Matchup with Patrick Beverley,Matchup with Russell Westbrook,Matchup with Scotty Pippen Jr.,Matchup with Sterling Brown,Matchup with Thomas Bryant,Matchup with Tristan Thompson,Matchup with Troy Brown Jr.,Matchup with Wenyen Gabriel,Matchup with Brandon Clarke,Matchup with Danny Green,Matchup with David Roddy,Matchup with Desmond Bane,Matchup with Dillon Brooks,Matchup with Ja Morant,Matchup with Jacob Gilyard,Matchup with Jake LaRavia,Matchup with Jaren Jackson Jr.,Matchup with John Konchar,Matchup with Kennedy Chandler,Matchup with Kenneth Lofton Jr.,Matchup with Santi Aldama,Matchup with Steven Adams,Matchup with Tyus Jones,Matchup with Vince Williams Jr.,Matchup with Xavier Tillman Sr.,Matchup with Ziaire Williams,Matchup with Bam Adebayo,Matchup with Caleb Martin,Matchup with Cody Zeller,Matchup with Dewayne Dedmon,Matchup with Dru Smith,Matchup with Duncan Robinson,Matchup with Gabe Vincent,Matchup with Haywood Highsmith,Matchup with Jamal Cain,Matchup with Jamaree Bouyea,Matchup with Jimmy Butler,Matchup with Kyle Lowry,Matchup with Max Strus,Matchup with Nikola Jović,Matchup with Omer Yurtseven,Matchup with Orlando Robinson,Matchup with Tyler Herro,Matchup with Udonis Haslem,Matchup with Victor Oladipo,Matchup with A.J. Green,Matchup with Bobby Portis,Matchup with Brook Lopez,Matchup with George Hill,Matchup with Giannis Antetokounmpo,Matchup with Grayson Allen,Matchup with Jevon Carter,Matchup with Joe Ingles,Matchup with Jordan Nwora,Matchup with Jrue Holiday,Matchup with Khris Middleton,Matchup with Lindell Wigginton,Matchup with MarJon Beauchamp,Matchup with Meyers Leonard,Matchup with Pat Connaughton,Matchup with Sandro Mamukelashvili,Matchup with Serge Ibaka,Matchup with Thanasis Antetokounmpo,Matchup with Wesley Matthews,Matchup with A.J. Lawson,Matchup with Anthony Edwards,Matchup with Austin Rivers,Matchup with Bryn Forbes,Matchup with D'Angelo Russell,Matchup with Jaden McDaniels,Matchup with Jaylen Nowell,Matchup with Jordan McLaughlin,Matchup with Josh Minott,Matchup with Karl-Anthony Towns,Matchup with Kyle Anderson,Matchup with Luka Garza,Matchup with Nathan Knight,Matchup with Naz Reid,Matchup with Rudy Gobert,Matchup with Taurean Prince,Matchup with Wendell Moore Jr.,Matchup with Brandon Ingram,Matchup with CJ McCollum,Matchup with Dereon Seabron,Matchup with Devonte' Graham,Matchup with Dyson Daniels,Matchup with Garrett Temple,Matchup with Herbert Jones,Matchup with Jaxson Hayes,Matchup with Jonas Valančiūnas,Matchup with Jose Alvarado,Matchup with Kira Lewis Jr.,Matchup with Larry Nance Jr.,Matchup with Naji Marshall,Matchup with Trey Murphy III,Matchup with Willy Hernangómez,Matchup with Zion Williamson,Matchup with Cam Reddish,Matchup with DaQuan Jeffries,Matchup with Derrick Rose,Matchup with Evan Fournier,Matchup with Feron Hunt,Matchup with Immanuel Quickley,Matchup with Isaiah Hartenstein,Matchup with Jalen Brunson,Matchup with Jericho Sims,Matchup with Julius Randle,Matchup with Miles McBride,Matchup with Mitchell Robinson,Matchup with Obi Toppin,Matchup with Quentin Grimes,Matchup with RJ Barrett,Matchup with Ryan Arcidiacono,Matchup with Svi Mykhailiuk,Matchup with Trevor Keels,Matchup with Aaron Wiggins,Matchup with Aleksej Pokusevski,Matchup with Chet Holmgren,Matchup with Darius Bazley,Matchup with Eugene Omoruyi,Matchup with Isaiah Joe,Matchup with Jalen Williams,Matchup with Jared Butler,Matchup with Jaylin Williams,Matchup with Jeremiah Robinson-Earl,Matchup with Josh Giddey,Matchup with Kenrich Williams,Matchup with Lindy Waters III,Matchup with Luguentz Dort,Matchup with Mike Muscala,Matchup with Ousmane Dieng,Matchup with Shai Gilgeous-Alexander,Matchup with Tre Mann,Matchup with Admiral Schofield,Matchup with Bol Bol,Matchup with Caleb Houstan,Matchup with Chuma Okeke,Matchup with Cole Anthony,Matchup with Franz Wagner,Matchup with Gary Harris,Matchup with Jalen Suggs,Matchup with Jay Scrubb,Matchup with Jonathan Isaac,Matchup with Kevon Harris,Matchup with Markelle Fultz,Matchup with Michael Carter-Williams,Matchup with Mo Bamba,Matchup with Moritz Wagner,Matchup with Paolo Banchero,Matchup with R.J. Hampton,Matchup with Terrence Ross,Matchup with Wendell Carter Jr.,Matchup with Danuel House Jr.,Matchup with De'Anthony Melton,Matchup with Furkan Korkmaz,Matchup with Georges Niang,Matchup with Jaden Springer,Matchup with James Harden,Matchup with Joel Embiid,Matchup with Julian Champagnie,Matchup with Louis King,Matchup with Mac McClung,Matchup with Matisse Thybulle,Matchup with Michael Foster Jr.,Matchup with Montrezl Harrell,Matchup with P.J. Tucker,Matchup with Paul Reed,Matchup with Saben Lee,Matchup with Shake Milton,Matchup with Tobias Harris,Matchup with Tyrese Maxey,Matchup with Bismack Biyombo,Matchup with Cameron Johnson,Matchup with Cameron Payne,Matchup with Chris Paul,Matchup with Damion Lee,Matchup with Dario Šarić,Matchup with Deandre Ayton,Matchup with Devin Booker,Matchup with Duane Washington Jr.,Matchup with Ish Wainright,Matchup with Jae Crowder,Matchup with Jock Landale,Matchup with Josh Okogie,Matchup with Landry Shamet,Matchup with Mikal Bridges,Matchup with Torrey Craig,Matchup with Anfernee Simons,Matchup with Chance Comanche,Matchup with Damian Lillard,Matchup with Drew Eubanks,Matchup with Gary Payton II,Matchup with Greg Brown III,Matchup with Jabari Walker,Matchup with Jeenathan Williams,Matchup with Jerami Grant,Matchup with John Butler,Matchup with Josh Hart,Matchup with Justin Minaya,Matchup with Justise Winslow,Matchup with Jusuf Nurkić,Matchup with Keon Johnson,Matchup with Nassir Little,Matchup with Olivier Sarr,Matchup with Shaedon Sharpe,Matchup with Shaquille Harrison,Matchup with Skylar Mays,Matchup with Trendon Watford,Matchup with Alex Len,Matchup with Chima Moneke,Matchup with Chimezie Metu,Matchup with Davion Mitchell,Matchup with De'Aaron Fox,Matchup with Deonte Burton,Matchup with Domantas Sabonis,Matchup with Harrison Barnes,Matchup with Keegan Murray,Matchup with Keon Ellis,Matchup with Kevin Huerter,Matchup with KZ Okpala,Matchup with Malik Monk,Matchup with Matthew Dellavedova,Matchup with Neemias Queta,Matchup with PJ Dozier,Matchup with Richaun Holmes,Matchup with Terence Davis,Matchup with Trey Lyles,Matchup with Alize Johnson,Matchup with Blake Wesley,Matchup with Charles Bassey,Matchup with Devin Vassell,Matchup with Dominick Barlow,Matchup with Doug McDermott,Matchup with Gorgui Dieng,Matchup with Isaiah Roby,Matchup with Jakob Poeltl,Matchup with Jeremy Sochan,Matchup with Jordan Hall,Matchup with Josh Richardson,Matchup with Joshua Primo,Matchup with Keita Bates-Diop,Matchup with Keldon Johnson,Matchup with Malaki Branham,Matchup with Romeo Langford,Matchup with Stanley Johnson,Matchup with Tre Jones,Matchup with Zach Collins,Matchup with Chris Boucher,Matchup with Christian Koloko,Matchup with Dalano Banton,Matchup with Fred VanVleet,Matchup with Gary Trent Jr.,Matchup with Jeff Dowtin,Matchup with Joe Wieskamp,Matchup with Juancho Hernangómez,Matchup with Justin Champagnie,Matchup with Khem Birch,Matchup with Malachi Flynn,Matchup with OG Anunoby,Matchup with Otto Porter Jr.,Matchup with Pascal Siakam,Matchup with Precious Achiuwa,Matchup with Ron Harper Jr.,Matchup with Scottie Barnes,Matchup with Thaddeus Young,Matchup with Collin Sexton,Matchup with Frank Jackson,Matchup with Jarred Vanderbilt,Matchup with Jarrell Brantley,Matchup with Johnny Juzang,Matchup with Jordan Clarkson,Matchup with Kelly Olynyk,Matchup with Kris Dunn,Matchup with Lauri Markkanen,Matchup with Leandro Bolmaro,Matchup with Luka Šamanić,Matchup with Malik Beasley,Matchup with Micah Potter,Matchup with Mike Conley,Matchup with Nickeil Alexander-Walker,Matchup with Ochai Agbaji,Matchup with Rudy Gay,Matchup with Simone Fontecchio,Matchup with Talen Horton-Tucker,Matchup with Udoka Azubuike,Matchup with Walker Kessler,Matchup with Anthony Gill,Matchup with Bradley Beal,Matchup with Corey Kispert,Matchup with Daniel Gafford,Matchup with Delon Wright,Matchup with Deni Avdija,Matchup with Devon Dotson,Matchup with Isaiah Todd,Matchup with Jay Huff,Matchup with Johnny Davis,Matchup with Jordan Goodwin,Matchup with Jordan Schakel,Matchup with Kristaps Porziņģis,Matchup with Kyle Kuzma,Matchup with Monte Morris,Matchup with Quenton Jackson,Matchup with Rui Hachimura,Matchup with Taj Gibson,Matchup with Vernon Carey Jr.,Matchup with Will Barton,Matchup with Xavier Cooks,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,29-088,CHI,@,MIA,W (+8),0,18:17,1.0,2.0,.500,0.0,1.0,.000,4,4.0,1.000,0.0,3.0,3.0,1.0,1.0,0.0,0.0,6.0,6.0,5.2,+8,1.0,1.0,1.0,28,24,30,1,24,14,31,24,26,3,1,32,32,7,27,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.3582089552238806,0.375,0.1428571428571428,0.3243243243243243,0.3684210526315789,0.4189189189189189,0.375,0.4482758620689655,,,0.6,0.1428571428571428,0.3902439024390244,0.3902439024390244,0.5833333333333334,0.3506493506493506,29.0,29.0,29.0,29.0,29.0,29.0,6.0,22.0,28.0,29.0,23.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,29.0,29.0,29.0,29.0,26.0,29.0,29.0,29.0,23.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,28.0,28.0,28.0,29.0,29.0,1.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,29.0,23.0,30.0,29.0,30.0,30.0,30.0,29.0,30.0,29.0,29.0,29.0,29.0,30.0,29.0,29.0,29.0,29.0,3.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,4.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,29.0,29.0,29.0,29.0,29.0,12.0,6.0,29.0,28.0,29.0,29.0,15.0,29.0,29.0,29.0,29.0,14.0,29.0,29.0,29.0,29.0,28.0,29.0,29.0,22.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,25.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,25.0,30.0,29.0,29.0,29.0,29.0,30.0,3.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,15.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,5.0,29.0,29.0,29.0,29.0,29.0,29.0,4.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,29.0,29.0,11.0,29.0,29.0,29.0,30.0,29.0,30.0,28.0,29.0,29.0,30.0,29.0,30.0,30.0,29.0,5.0,29.0,1.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,1.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,15.0,29.0,27.0,29.0,29.0,29.0,29.0,10.0,29.0,29.0,29.0,29.0,29.0,26.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,29.0,29.0,29.0,29.0,30.0,29.0,29.0,15.0,29.0,17.0,29.0,30.0,29.0,29.0,29.0,25.0,29.0,29.0,27.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,27.0,29.0,29.0,17.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,30.0,29.0,29.0,14.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,6.0,29.0,29.0,29.0,17.0,30.0,29.0,29.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,18.0,28.0,12.0,29.0,29.0,29.0,25.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,29.0,26.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,1.0,29.0,29.0,29.0,28.0,29.0,5.0,29.0,29.0,30.0,4.0,29.0,29.0,29.0,29.0,20.0,29.0,6.0,6.0,29.0,29.0,24.0,29.0,29.0,29.0,5.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,23.0,29.0,29.0,29.0,6.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,14.0,29.0,4.0,29.0,29.0,29.0,29.0,23.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,21.0,27.0,22.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,3.0,29.0,5.0,29.0,29.0,29.0,15.0,29.0,27.0,6.0,29.0,29.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,20.0,29.0,15.0,29.0,29.0,12.0,29.0,29.0,29.0,19.0,28.0,29.0,28.0,28.0,11.0,3,65.0,67.0,35.0,31.0,0.0,0.0,0.044776119402985,0.0,16,5.0,76.0,4.75,3.6,80.6,5.0375
1,2,2,2022-10-21,29-090,CHI,@,WAS,L (-2),0,15:11,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.1,+2,2.0,0.0,0.0,28,24,30,1,24,14,31,24,26,3,1,32,32,7,27,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.3582089552238806,0.375,0.1428571428571428,0.3243243243243243,0.3684210526315789,0.4189189189189189,0.375,0.4482758620689655,,,0.6,0.1428571428571428,0.3902439024390244,0.3902439024390244,0.5833333333333334,0.3506493506493506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65.0,67.0,35.0,31.0,0.0,0.0,0.044776119402985,0.0,16,1.0,60.0,3.75,0.0999999999999998,68.7,4.29375
2,3,3,2022-10-22,29-091,CHI,,CLE,L (-32),0,13:44,2.0,5.0,.400,0.0,2.0,.000,2,3.0,.667,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,9.0,-11,3.0,2.0,0.6666666666666666,28,24,30,1,24,14,31,24,26,3,1,32,32,7,27,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.3582089552238806,0.375,0.1428571428571428,0.3243243243243243,0.3684210526315789,0.4189189189189189,0.375,0.4482758620689655,,,0.6,0.1428571428571428,0.3902439024390244,0.3902439024390244,0.5833333333333334,0.3506493506493506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65.0,67.0,35.0,31.0,0.0,0.0,0.044776119402985,0.0,16,7.0,65.0,4.0625,8.2,74.5,4.65625
3,4,4,2022-10-24,29-093,CHI,,BOS,W (+18),0,16:36,2.0,2.0,1.000,2.0,2.0,1.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,6.0,7.6,+2,0.0,0.0,,28,24,30,1,24,14,31,24,26,3,1,32,32,7,27,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.3582089552238806,0.375,0.1428571428571428,0.3243243243243243,0.3684210526315789,0.4189189189189189,0.375,0.4482758620689655,,,0.6,0.1428571428571428,0.3902439024390244,0.3902439024390244,0.5833333333333334,0.3506493506493506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65.0,67.0,35.0,31.0,0.0,0.0,0.044776119402985,0.0,16,9.0,102.0,6.375,7.599999999999999,97.7,6.10625
