Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0,0.0,0.0
63,61,57,2023-02-26,27-353,CHI,,WAS,W (+20),1,33:04,11.0,18.0,.611,2.0,4.0,.500,3,3.0,1.000,0.0,1.0,1.0,4.0,0.0,1.0,3.0,2.0,27.0,18.8,+2,14.0,9.0,0.6428571428571429,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,84.0,4.941176470588236,17.6,86.4,5.082352941176471
64,62,58,2023-02-28,27-355,CHI,@,TOR,L (-6),1,37:47,6.0,12.0,.500,1.0,5.0,.200,4,4.0,1.000,0.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,17.0,13.4,-5,7.0,5.0,0.7142857142857143,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,94.0,5.529411764705882,11.800000000000002,80.5,4.735294117647059
65,63,59,2023-03-01,27-356,CHI,@,DET,W (+2),1,36:53,14.0,20.0,.700,6.0,9.0,.667,7,7.0,1.000,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,41.0,31.4,+6,11.0,8.0,0.7272727272727273,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,78.0,4.588235294117647,28.6,79.79999999999998,4.694117647058823
66,64,60,2023-03-03,27-358,CHI,,PHO,L (-21),1,36:58,8.0,21.0,.381,2.0,7.0,.286,9,11.0,.818,3.0,1.0,4.0,4.0,1.0,0.0,2.0,2.0,27.0,18.1,-15,14.0,6.0,0.4285714285714285,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,97.0,5.705882352941177,14.49999999999999,98.0,5.764705882352941
67,65,61,2023-03-05,27-360,CHI,,IND,L (-3),1,38:13,13.0,23.0,.565,5.0,8.0,.625,11,13.0,.846,0.0,4.0,4.0,4.0,0.0,0.0,3.0,1.0,42.0,30.9,-1,15.0,8.0,0.5333333333333333,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,74.0,4.352941176470588,26.50000000000001,68.89999999999999,4.052941176470588
68,66,62,2023-03-08,27-363,CHI,@,DEN,W (+21),1,33:59,12.0,18.0,.667,3.0,5.0,.600,2,2.0,1.000,0.0,5.0,5.0,4.0,2.0,0.0,1.0,2.0,29.0,25.7,+15,13.0,9.0,0.6923076923076923,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,19.0,77.0,4.529411764705882,24.89999999999999,78.69999999999999,4.629411764705882
69,67,63,2023-03-11,28-001,CHI,@,HOU,W (+8),1,43:20,14.0,26.0,.538,3.0,8.0,.375,5,6.0,.833,1.0,7.0,8.0,5.0,1.0,0.0,4.0,2.0,36.0,25.5,+11,18.0,11.0,0.6111111111111112,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,14.0,60.0,3.5294117647058822,23.500000000000004,59.7,3.511764705882353
70,68,64,2023-03-15,28-005,CHI,,SAC,L (-3),1,35:52,7.0,22.0,.318,2.0,7.0,.286,9,9.0,1.000,1.0,4.0,5.0,6.0,0.0,0.0,2.0,0.0,25.0,16.5,-3,15.0,5.0,0.3333333333333333,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,73.0,4.294117647058823,12.9,78.6,4.623529411764705
71,69,65,2023-03-17,28-007,CHI,,MIN,W (+8),1,46:33,15.0,25.0,.600,4.0,9.0,.444,5,5.0,1.000,1.0,3.0,4.0,5.0,0.0,0.0,2.0,1.0,39.0,30.2,+17,16.0,11.0,0.6875,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,79.0,4.647058823529412,28.200000000000003,86.8,5.105882352941176
72,70,66,2023-03-18,28-008,CHI,,MIA,W (+14),1,38:19,7.0,12.0,.583,3.0,6.0,.500,1,1.0,1.000,1.0,3.0,4.0,7.0,0.0,1.0,1.0,2.0,18.0,17.8,+6,6.0,4.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,92.0,5.411764705882353,17.4,89.5,5.264705882352941
73,71,67,2023-03-20,28-010,CHI,@,PHI,W (+4),1,47:25,8.0,20.0,.400,2.0,9.0,.222,8,10.0,.800,1.0,1.0,2.0,7.0,3.0,1.0,3.0,1.0,26.0,20.6,+5,11.0,6.0,0.5454545454545454,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,78.0,4.588235294117647,17.400000000000006,83.3,4.8999999999999995
74,72,68,2023-03-22,28-012,CHI,,PHI,L (-25),1,34:30,6.0,15.0,.400,0.0,2.0,.000,4,5.0,.800,0.0,0.0,0.0,4.0,0.0,0.0,5.0,2.0,16.0,4.5,-20,13.0,6.0,0.4615384615384615,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-5.0,72.0,4.235294117647059,2.8999999999999995,63.49999999999999,3.7352941176470584
75,73,69,2023-03-24,28-014,CHI,@,POR,W (+28),1,30:17,12.0,20.0,.600,6.0,9.0,.667,3,4.0,.750,2.0,2.0,4.0,8.0,0.0,1.0,3.0,2.0,33.0,27.9,+15,11.0,6.0,0.5454545454545454,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,19.0,97.0,5.705882352941177,26.7,91.0,5.352941176470588
76,74,70,2023-03-26,28-016,CHI,@,LAL,W (+10),1,36:54,13.0,19.0,.684,2.0,5.0,.400,4,4.0,1.000,1.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0,32.0,25.3,-5,14.0,11.0,0.7857142857142857,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,116.0,6.823529411764706,23.700000000000003,90.40000000000002,5.317647058823531
77,75,71,2023-03-27,28-017,CHI,@,LAC,L (-12),1,32:18,8.0,14.0,.571,0.0,2.0,.000,7,9.0,.778,1.0,4.0,5.0,3.0,0.0,0.0,4.0,1.0,23.0,15.2,-14,12.0,8.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,96.0,5.647058823529412,12.4,93.1,5.476470588235294
78,76,72,2023-03-29,28-019,CHI,,LAL,L (-11),1,35:33,8.0,14.0,.571,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,6.0,3.0,0.0,5.0,3.0,16.0,11.0,-24,12.0,8.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,89.0,5.235294117647059,11.000000000000004,95.9,5.641176470588236
79,77,73,2023-03-31,28-021,CHI,@,CHO,W (+30),1,28:31,7.0,18.0,.389,3.0,6.0,.500,6,7.0,.857,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,23.0,15.4,+25,12.0,4.0,0.3333333333333333,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,112.0,6.588235294117647,12.999999999999996,105.9,6.229411764705882
80,78,74,2023-04-02,28-023,CHI,,MEM,W (+21),1,34:42,13.0,19.0,.684,3.0,8.0,.375,7,8.0,.875,0.0,3.0,3.0,9.0,1.0,0.0,0.0,2.0,36.0,34.9,+25,11.0,10.0,0.9090909090909092,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,22.0,84.0,4.941176470588236,32.1,92.0,5.411764705882353
81,79,75,2023-04-04,28-025,CHI,,ATL,L (-18),1,33:27,11.0,21.0,.524,1.0,7.0,.143,3,4.0,.750,0.0,3.0,3.0,6.0,1.0,0.0,2.0,2.0,26.0,18.6,-21,14.0,10.0,0.7142857142857143,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,64.0,3.764705882352941,17.4,67.6,3.9764705882352938
82,80,76,2023-04-05,28-026,CHI,@,MIL,L (-13),1,36:43,5.0,17.0,.294,1.0,8.0,.125,2,3.0,.667,0.0,5.0,5.0,7.0,0.0,1.0,0.0,1.0,13.0,9.4,-9,9.0,4.0,0.4444444444444444,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,64.0,3.764705882352941,8.6,66.79999999999998,3.9294117647058813
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,28-028,CHI,@,DAL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,94.0,5.529411764705882,0.0,99.5,5.852941176470588
85,82,77,2023-04-09,28-030,CHI,,DET,W (+22),1,26:24,6.0,15.0,.400,1.0,5.0,.200,4,4.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,17.0,9.8,+8,10.0,5.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,52.0,3.0588235294117645,8.199999999999996,51.4,3.023529411764706
