Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,0.0,0.0,0.0,0.0,0.0
21,21,7,2022-11-30,25-117,DEN,,HOU,W (+20),0,1:45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,0.0,93.0,5.470588235294118,0.0,101.9,5.9941176470588236
22,22,,2022-12-02,25-119,DEN,@,ATL,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,77.0,4.529411764705882,0.0,95.20000000000002,5.600000000000001
23,23,8,2022-12-04,25-121,DEN,@,NOP,L (-15),0,2:03,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,+2,1.0,1.0,1.0,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,2.0,75.0,4.411764705882353,2.0,91.3,5.370588235294117
24,24,,2022-12-06,25-123,DEN,,DAL,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,53.0,3.117647058823529,0.0,73.20000000000002,4.305882352941177
25,25,,2022-12-08,25-125,DEN,@,POR,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,73.0,4.294117647058823,0.0,91.9,5.405882352941177
26,26,,2022-12-10,25-127,DEN,,UTA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,80.0,4.705882352941177,0.0,97.6,5.741176470588235
27,27,,2022-12-14,25-131,DEN,,WAS,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,91.0,5.352941176470588,0.0,111.89999999999998,6.582352941176469
28,28,,2022-12-16,25-133,DEN,@,LAL,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,69.0,4.0588235294117645,0.0,90.5,5.323529411764706
29,29,,2022-12-18,25-135,DEN,,CHO,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,90.0,5.294117647058823,0.0,102.7,6.041176470588235
30,30,,2022-12-20,25-137,DEN,,MEM,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,77.0,4.529411764705882,0.0,88.9,5.229411764705882
31,31,,2022-12-23,25-140,DEN,,POR,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,97.0,5.705882352941177,0.0,110.59999999999998,6.505882352941176
32,32,,2022-12-25,25-142,DEN,,PHO,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,92.0,5.411764705882353,0.0,104.2,6.129411764705883
33,33,,2022-12-27,25-144,DEN,@,SAC,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,92.0,5.411764705882353,0.0,105.1,6.18235294117647
34,34,,2022-12-28,25-145,DEN,@,SAC,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,83.0,4.882352941176471,0.0,98.9,5.81764705882353
35,35,,2022-12-30,25-147,DEN,,MIA,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,94.0,5.529411764705882,0.0,103.7,6.1000000000000005
36,36,9,2023-01-01,25-149,DEN,,BOS,W (+12),0,1:38,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,0.0,113.0,6.647058823529412,0.0,122.39999999999998,7.199999999999998
37,37,,2023-01-02,25-150,DEN,@,MIN,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,75.0,4.411764705882353,0.0,86.59999999999998,5.094117647058822
38,38,,2023-01-05,25-153,DEN,,LAC,W (+31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,113.0,6.647058823529412,0.0,116.7,6.864705882352942
39,39,,2023-01-06,25-154,DEN,,CLE,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,110.0,6.470588235294118,0.0,116.59999999999998,6.858823529411763
40,40,,2023-01-09,25-157,DEN,,LAL,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,109.0,6.411764705882353,0.0,114.49999999999996,6.735294117647056
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,0.0,0.0,0.0,0.0,0.0
42,41,10,2023-01-11,25-159,DEN,,PHO,W (+29),0,5:05,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,4.3,+2,2.0,1.0,0.5,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,4.0,78.0,4.588235294117647,4.3,95.8,5.635294117647058
43,42,,2023-01-13,25-161,DEN,@,LAC,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,77.0,4.529411764705882,0.0,94.29999999999998,5.547058823529411
44,43,,2023-01-15,25-163,DEN,,ORL,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,85.0,5.0,0.0,101.2,5.952941176470588
45,44,11,2023-01-17,25-165,DEN,,POR,W (+9),0,2:02,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-7,0.0,0.0,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,-1.0,89.0,5.235294117647059,-1.0,103.9,6.111764705882353
46,45,,2023-01-18,25-166,DEN,,MIN,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,72.0,4.235294117647059,0.0,94.1,5.535294117647059
47,46,,2023-01-20,25-168,DEN,,IND,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,115.0,6.764705882352941,0.0,127.2,7.482352941176471
48,47,,2023-01-22,25-170,DEN,,OKC,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,83.0,4.882352941176471,0.0,106.3,6.252941176470588
49,48,,2023-01-24,25-172,DEN,@,NOP,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,74.0,4.352941176470588,0.0,89.79999999999998,5.28235294117647
50,49,,2023-01-25,25-173,DEN,@,MIL,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,65.0,3.823529411764706,0.0,71.19999999999999,4.188235294117646
51,50,,2023-01-28,25-176,DEN,@,PHI,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,7,17,17,11,8,14,10,8,15,10,15,9,16,12,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.1764705882352941,0.125,0.2125,0.2236842105263158,,0.2558139534883721,0.2051282051282051,0.3255813953488372,0.1538461538461538,0.1428571428571428,0.1973684210526315,0.1612903225806451,0.217391304347826,0.391304347826087,0.2666666666666666,0.2264150943396226,2,4,2.0,68.0,59.0,0.0294117647058823,0.0,0.0677966101694915,17,,92.0,5.411764705882353,0.0,104.8,6.164705882352941
