Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,11.0,2022-12-14,34-162,DEN,WAS,0,1.7,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-2,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,-1.0,92.0,5.411764705882353,-1.0,112.89999999999998,6.641176470588234,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+5),W (+5)
28.0,12.0,2022-12-16,34-164,DEN,LAL,0,2.4333333333333336,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,+2,1.0,1.0,1.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,2.0,67.0,3.941176470588236,2.0,88.5,5.205882352941177,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+13),W (+13)
29.0,,2022-12-18,34-166,DEN,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,90.0,5.294117647058823,0.0,102.7,6.041176470588235,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-18),L (-18)
30.0,13.0,2022-12-20,34-168,DEN,MEM,0,1.6333333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-2,1.0,0.0,0.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,-1.0,78.0,4.588235294117647,-0.7,89.6,5.270588235294118,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+4),W (+4)
31.0,,2022-12-23,34-171,DEN,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,97.0,5.705882352941177,0.0,110.59999999999998,6.505882352941176,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+14),W (+14)
32.0,,2022-12-25,34-173,DEN,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,92.0,5.411764705882353,0.0,104.2,6.129411764705883,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+13),W (+13)
33.0,14.0,2022-12-27,34-175,DEN,SAC,0,3.083333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7,+5,1.0,0.0,0.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,-1.0,93.0,5.470588235294118,-0.7,105.8,6.223529411764706,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+3),W (+3)
34.0,15.0,2022-12-28,34-176,DEN,SAC,0,14.583333333333334,2.0,4.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,4.0,4.0,+4,4.0,2.0,0.5,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,5.0,78.0,4.588235294117647,4.0,94.9,5.582352941176471,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+7),W (+7)
35.0,,2022-12-30,34-178,DEN,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,94.0,5.529411764705882,0.0,103.7,6.1000000000000005,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-1),L (-1)
36.0,16.0,2023-01-01,34-180,DEN,BOS,0,1.6333333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-4,1.0,0.0,0.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,-1.0,114.0,6.705882352941177,-0.7,123.1,7.241176470588235,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+5),W (+5)
37.0,,2023-01-02,34-181,DEN,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,75.0,4.411764705882353,0.0,86.59999999999998,5.094117647058822,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+12),W (+12)
38.0,17.0,2023-01-05,34-184,DEN,LAC,0,8.716666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,-0.3,-5,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,1.0,112.0,6.588235294117647,-0.3,117.0,6.882352941176471,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-13),L (-13)
39.0,18.0,2023-01-06,34-185,DEN,CLE,0,1.3,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,0.0,110.0,6.470588235294118,0.0,116.59999999999998,6.858823529411763,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+31),W (+31)
40.0,19.0,2023-01-09,34-188,DEN,LAL,0,1.9166666666666663,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,0,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,0.0,109.0,6.411764705882353,-0.4,114.89999999999998,6.758823529411764,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+13),W (+13)
41.0,20.0,2023-01-11,34-190,DEN,PHO,0,5.583333333333333,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.7,+2,2.0,1.0,0.5,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,1.0,81.0,4.764705882352941,1.6999999999999995,98.4,5.788235294117648,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+13),W (+13)
42.0,,2023-01-13,34-192,DEN,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,77.0,4.529411764705882,0.0,94.29999999999998,5.547058823529411,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,,
43.0,,2023-01-15,34-194,DEN,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,85.0,5.0,0.0,101.2,5.952941176470588,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+29),W (+29)
44.0,,2023-01-17,34-196,DEN,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,88.0,5.176470588235294,0.0,102.9,6.052941176470589,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+12),W (+12)
45.0,,2023-01-18,34-197,DEN,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,72.0,4.235294117647059,0.0,94.1,5.535294117647059,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+3),W (+3)
46.0,21.0,2023-01-20,34-199,DEN,IND,0,4.35,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.7,-4,2.0,0.0,0.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,-1.0,116.0,6.823529411764706,-0.7,127.89999999999998,7.523529411764705,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+9),W (+9)
47.0,,2023-01-22,34-201,DEN,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,83.0,4.882352941176471,0.0,106.3,6.252941176470588,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+4),W (+4)
48.0,,2023-01-24,34-203,DEN,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,74.0,4.352941176470588,0.0,89.79999999999998,5.28235294117647,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+23),W (+23)
49.0,22.0,2023-01-25,34-204,DEN,MIL,0,19.216666666666665,5.0,7.0,.714,0.0,0.0,,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,10.0,6.1,-6,7.0,5.0,0.7142857142857143,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,4.0,61.0,3.588235294117647,6.1,65.1,3.829411764705882,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-2),L (-2)
50.0,,2023-01-28,34-207,DEN,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,92.0,5.411764705882353,0.0,104.8,6.164705882352941,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+1),W (+1)
51.0,,2023-01-31,34-210,DEN,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,99.0,5.823529411764706,0.0,117.30000000000004,6.900000000000002,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-8),L (-8)
52.0,23.0,2023-02-02,34-212,DEN,GSW,0,1.4333333333333331,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,0.0,111.0,6.529411764705882,0.0,135.5,7.970588235294118,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-7),L (-7)
53.0,24.0,2023-02-04,34-214,DEN,ATL,0,2.1333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,-1,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,1.0,111.0,6.529411764705882,-0.1,124.80000000000004,7.341176470588238,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+9),W (+9)
