Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,20-038,DEN,UTA,0,1.4666666666666668,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-4,1.0,0.0,0.0,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,-1.0,52.0,3.0588235294117645,-0.7,66.7,3.923529411764706,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,L (-21),L (-21)
2.0,,2022-10-21,20-040,DEN,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,88.0,5.176470588235294,0.0,101.2,5.952941176470588,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+5),W (+5)
3.0,,2022-10-22,20-041,DEN,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,81.0,4.764705882352941,0.0,92.39999999999998,5.435294117647057,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+5),W (+5)
4.0,2.0,2022-10-24,20-043,DEN,POR,0,2.6666666666666665,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,+1,3.0,2.0,0.6666666666666666,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,3.0,59.0,3.4705882352941178,3.7,66.10000000000001,3.888235294117648,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,L (-25),L (-25)
5.0,3.0,2022-10-26,20-045,DEN,LAL,0,2.7666666666666666,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.6,-7,2.0,1.0,0.5,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,0.0,104.0,6.117647058823529,0.6,111.0,6.529411764705882,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+11),W (+11)
6.0,4.0,2022-10-28,20-047,DEN,UTA,0,1.8166666666666669,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,0.0,63.0,3.7058823529411766,0.0,69.9,4.111764705882353,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+16),W (+16)
7.0,,2022-10-30,20-049,DEN,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,70.0,4.117647058823529,0.0,84.1,4.947058823529411,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,L (-11),L (-11)
8.0,,2022-11-03,20-053,DEN,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,92.0,5.411764705882353,0.0,103.29999999999998,6.076470588235293,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+12),W (+12)
9.0,,2022-11-05,20-055,DEN,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,95.0,5.588235294117647,0.0,101.3,5.958823529411765,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+25),W (+25)
10.0,,2022-11-07,20-057,DEN,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,80.0,4.705882352941177,0.0,91.7,5.394117647058824,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+6),W (+6)
11.0,,2022-11-09,20-059,DEN,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,84.0,4.941176470588236,0.0,96.4,5.670588235294118,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+3),W (+3)
12.0,,2022-11-11,20-061,DEN,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,62.0,3.647058823529412,0.0,85.1,5.005882352941176,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,L (-19),L (-19)
13.0,,2022-11-13,20-063,DEN,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,103.0,6.0588235294117645,0.0,112.59999999999997,6.623529411764704,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+23),W (+23)
14.0,,2022-11-16,20-066,DEN,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,61.0,3.588235294117647,0.0,67.2,3.952941176470589,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,L (-3),L (-3)
15.0,5.0,2022-11-18,20-068,DEN,DAL,0,4.366666666666666,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,+1,1.0,0.0,0.0,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,-2.0,58.0,3.411764705882353,-1.4,71.8,4.223529411764706,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,L (-28),L (-28)
16.0,,2022-11-20,20-070,DEN,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,63.0,3.7058823529411766,0.0,64.4,3.788235294117648,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+1),W (+1)
17.0,,2022-11-22,20-072,DEN,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,82.0,4.823529411764706,0.0,101.4,5.964705882352941,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,L (-2),L (-2)
18.0,,2022-11-23,20-073,DEN,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,104.0,6.117647058823529,0.0,129.79999999999998,7.6352941176470575,12.8,0.3,-2.8,-2.7,-0.1,0.0078988941548183,0.553,0.237,0.339,0.0,0.1,W (+5),W (+5)
