Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-09,29-264,DEN,IND,1.0,31.416666666666668,5.0,7.0,0.714,3.0,4.0,0.75,2.0,2.0,1.0,1.0,7.0,8.0,2.0,2.0,0.0,3.0,0.0,15.0,15.3,9.0,3.0,2.0,0.6666666666666666,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,15.0,69.0,4.0588235294117645,14.5,81.89999999999999,4.817647058823529,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,W (+3),W (+3)
12.0,11.0,2022-11-11,29-266,DEN,BOS,1.0,33.56666666666667,5.0,11.0,0.455,5.0,7.0,0.714,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,8.8,-6.0,4.0,0.0,0.0,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,5.0,57.0,3.3529411764705883,8.8,76.29999999999998,4.488235294117646,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,L (-19),L (-19)
13.0,12.0,2022-11-13,29-268,DEN,CHI,1.0,24.883333333333333,3.0,8.0,0.375,0.0,2.0,0.0,4.0,5.0,0.8,0.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,10.0,8.1,25.0,6.0,3.0,0.5,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,3.0,100.0,5.882352941176471,6.5,106.09999999999997,6.2411764705882335,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,W (+23),W (+23)
14.0,13.0,2022-11-16,29-271,DEN,NYK,1.0,31.016666666666666,5.0,9.0,0.556,2.0,5.0,0.4,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,13.0,8.2,-2.0,4.0,3.0,0.75,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,5.0,56.0,3.294117647058824,7.799999999999997,59.4,3.494117647058824,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,L (-3),L (-3)
15.0,14.0,2022-11-18,29-273,DEN,DAL,1.0,33.55,7.0,13.0,0.538,3.0,5.0,0.6,1.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,18.0,13.0,-17.0,8.0,4.0,0.5,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,8.0,48.0,2.823529411764706,12.6,57.8,3.4,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,L (-28),L (-28)
16.0,15.0,2022-11-20,29-275,DEN,DAL,1.0,38.05,2.0,11.0,0.182,1.0,5.0,0.2,4.0,4.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,4.0,0.0,9.0,2.4,8.0,6.0,1.0,0.1666666666666666,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,-2.0,65.0,3.823529411764706,0.8000000000000007,63.6,3.7411764705882353,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,W (+1),W (+1)
17.0,16.0,2022-11-22,29-277,DEN,DET,1.0,29.9,4.0,10.0,0.4,2.0,5.0,0.4,0.0,0.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,10.0,7.1,11.0,5.0,2.0,0.4,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,6.0,76.0,4.470588235294118,7.1,94.29999999999998,5.547058823529411,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,L (-2),L (-2)
18.0,17.0,2022-11-23,29-278,DEN,OKC,1.0,41.1,4.0,10.0,0.4,3.0,8.0,0.375,4.0,6.0,0.667,2.0,5.0,7.0,1.0,0.0,1.0,2.0,4.0,15.0,9.5,12.0,2.0,1.0,0.5,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,6.0,98.0,5.764705882352941,7.899999999999999,121.9,7.170588235294118,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,W (+5),W (+5)
19.0,18.0,2022-11-25,29-280,DEN,LAC,1.0,30.83333333333333,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,4.9,23.0,2.0,1.0,0.5,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,2.0,76.0,4.470588235294118,4.5,91.5,5.382352941176471,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,W (+10),W (+10)
20.0,19.0,2022-11-28,29-283,DEN,HOU,1.0,23.45,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,8.5,2.0,1.0,1.0,1.0,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,7.0,102.0,6.0,8.5,112.0,6.588235294117647,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,W (+16),W (+16)
21.0,20.0,2022-11-30,29-285,DEN,HOU,1.0,24.916666666666668,2.0,7.0,0.286,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,3.9,8.0,4.0,1.0,0.25,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,3.0,90.0,5.294117647058823,3.9,98.0,5.764705882352941,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,,
22.0,21.0,2022-12-02,29-287,DEN,ATL,1.0,30.35,4.0,9.0,0.444,1.0,5.0,0.2,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,4.6,-1.0,4.0,3.0,0.75,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,1.0,76.0,4.470588235294118,4.599999999999999,90.6,5.329411764705882,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,W (+20),W (+20)
23.0,22.0,2022-12-04,29-289,DEN,NOP,1.0,30.516666666666666,2.0,8.0,0.25,0.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,6.0,1.2,2.0,4.0,2.0,0.5,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,-3.0,80.0,4.705882352941177,0.3999999999999999,92.9,5.464705882352941,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,L (-8),L (-8)
24.0,23.0,2022-12-06,29-291,DEN,DAL,1.0,29.9,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,12.0,8.8,1.0,4.0,3.0,0.75,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,8.0,45.0,2.647058823529412,8.799999999999999,64.39999999999999,3.788235294117648,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,L (-15),L (-15)
25.0,24.0,2022-12-08,29-293,DEN,POR,1.0,28.366666666666667,2.0,6.0,0.333,2.0,4.0,0.5,1.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,7.0,5.5,-20.0,2.0,0.0,0.0,65,40,74,70,33,33,37,15,64,52,60,68,18,54,47,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,62.0,69.0,23.0,60.0,53.0,0.9558823529411764,0.7142857142857143,0.925,0.9210526315789472,,0.7674418604651163,0.8461538461538461,0.8604651162790697,0.8823529411764706,0.9846153846153848,0.9285714285714286,0.967741935483871,0.9855072463768116,0.782608695652174,0.9,0.8867924528301887,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,5.0,68.0,4.0,5.1,86.8,5.105882352941176,11.5,4.5,-1.0,-1.6,0.6,0.0865718799368088,0.598,0.505,0.198,0.6,2.0,L (-1),L (-1)
