Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,27-242,DEN,UTA,1.0,33.416666666666664,12.0,17.0,0.706,1.0,3.0,0.333,2.0,2.0,1.0,2.0,2.0,4.0,6.0,3.0,0.0,3.0,4.0,27.0,24.5,-5.0,14.0,11.0,0.7857142857142857,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,18.0,33.0,1.9411764705882355,23.7,42.3,2.488235294117647,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,L (-21),L (-21)
2.0,2.0,2022-10-21,27-244,DEN,GSW,1.0,34.4,7.0,13.0,0.538,1.0,2.0,0.5,11.0,11.0,1.0,3.0,9.0,12.0,10.0,0.0,0.0,5.0,4.0,26.0,24.9,-3.0,11.0,6.0,0.5454545454545454,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,19.0,69.0,4.0588235294117645,20.5,80.7,4.747058823529412,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+5),W (+5)
3.0,3.0,2022-10-22,27-245,DEN,OKC,1.0,38.68333333333333,6.0,10.0,0.6,1.0,1.0,1.0,6.0,9.0,0.667,1.0,15.0,16.0,13.0,1.0,1.0,3.0,2.0,19.0,25.4,18.0,9.0,5.0,0.5555555555555556,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,28.0,53.0,3.117647058823529,23.0,69.39999999999998,4.082352941176469,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+5),W (+5)
4.0,4.0,2022-10-24,27-247,DEN,POR,1.0,26.966666666666665,3.0,4.0,0.75,0.0,0.0,,3.0,3.0,1.0,1.0,8.0,9.0,9.0,0.0,0.0,1.0,5.0,9.0,13.8,-10.0,4.0,3.0,0.75,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,19.0,43.0,2.5294117647058822,12.599999999999998,57.20000000000001,3.3647058823529417,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,L (-25),L (-25)
5.0,5.0,2022-10-26,27-249,DEN,LAL,1.0,34.8,12.0,17.0,0.706,0.0,4.0,0.0,7.0,7.0,1.0,1.0,12.0,13.0,9.0,4.0,0.0,3.0,3.0,31.0,34.3,28.0,13.0,12.0,0.9230769230769232,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,30.0,74.0,4.352941176470588,31.5,80.1,4.711764705882352,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+11),W (+11)
6.0,6.0,2022-10-28,27-251,DEN,UTA,1.0,25.466666666666665,3.0,10.0,0.3,0.0,4.0,0.0,6.0,8.0,0.75,3.0,7.0,10.0,6.0,1.0,1.0,1.0,1.0,12.0,14.1,8.0,6.0,3.0,0.5,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,11.0,52.0,3.0588235294117645,11.699999999999998,58.2,3.423529411764706,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+16),W (+16)
7.0,7.0,2022-10-30,27-253,DEN,LAL,1.0,35.86666666666667,8.0,16.0,0.5,1.0,5.0,0.2,6.0,7.0,0.857,4.0,10.0,14.0,6.0,0.0,2.0,2.0,0.0,23.0,24.0,0.0,11.0,7.0,0.6363636363636364,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,20.0,50.0,2.9411764705882355,21.6,62.49999999999999,3.6764705882352935,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,L (-11),L (-11)
8.0,8.0,2022-11-03,27-257,DEN,OKC,1.0,35.63333333333333,6.0,9.0,0.667,0.0,0.0,,3.0,3.0,1.0,0.0,13.0,13.0,14.0,1.0,0.0,10.0,3.0,15.0,14.6,15.0,9.0,6.0,0.6666666666666666,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,21.0,71.0,4.176470588235294,13.399999999999997,89.89999999999999,5.288235294117647,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+12),W (+12)
9.0,9.0,2022-11-05,27-259,DEN,SAS,1.0,26.566666666666663,9.0,10.0,0.9,1.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,6.0,10.0,2.0,0.0,4.0,2.0,21.0,23.6,20.0,9.0,8.0,0.8888888888888888,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,23.0,72.0,4.235294117647059,22.800000000000004,78.49999999999999,4.617647058823529,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+25),W (+25)
10.0,10.0,2022-11-07,27-261,DEN,SAS,1.0,33.95,11.0,20.0,0.55,0.0,1.0,0.0,4.0,5.0,0.8,1.0,7.0,8.0,10.0,2.0,3.0,4.0,2.0,26.0,25.1,15.0,19.0,11.0,0.5789473684210527,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,20.0,60.0,3.5294117647058822,23.5,68.2,4.011764705882353,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+6),W (+6)
11.0,11.0,2022-11-09,27-263,DEN,IND,1.0,20.7,10.0,20.0,0.5,1.0,3.0,0.333,3.0,3.0,1.0,1.0,3.0,4.0,6.0,2.0,1.0,1.0,5.0,24.0,19.5,11.0,17.0,9.0,0.5294117647058824,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,13.0,71.0,4.176470588235294,18.3,78.1,4.594117647058823,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+3),W (+3)
12.0,12.0,2022-11-11,27-265,DEN,BOS,1.0,29.73333333333333,12.0,20.0,0.6,2.0,4.0,0.5,3.0,4.0,0.75,3.0,5.0,8.0,3.0,0.0,0.0,2.0,4.0,29.0,21.5,-14.0,16.0,10.0,0.625,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,14.0,48.0,2.823529411764706,20.3,64.8,3.8117647058823527,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,L (-19),L (-19)
13.0,13.0,2022-11-13,27-267,DEN,CHI,1.0,27.6,4.0,4.0,1.0,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,14.0,3.0,0.0,2.0,0.0,8.0,19.4,29.0,4.0,4.0,1.0,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,25.0,78.0,4.588235294117647,19.399999999999995,93.2,5.482352941176471,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+23),W (+23)
14.0,,2022-11-16,27-270,DEN,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,,61.0,3.588235294117647,0.0,67.2,3.952941176470589,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,L (-3),L (-3)
15.0,,2022-11-18,27-272,DEN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,,56.0,3.294117647058824,0.0,70.4,4.141176470588236,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,L (-28),L (-28)
16.0,,2022-11-20,27-274,DEN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,,63.0,3.7058823529411766,0.0,64.4,3.788235294117648,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+1),W (+1)
17.0,14.0,2022-11-22,27-276,DEN,DET,1.0,36.73333333333333,12.0,16.0,0.75,0.0,0.0,,7.0,11.0,0.636,2.0,7.0,9.0,10.0,1.0,1.0,5.0,3.0,31.0,29.0,13.0,16.0,12.0,0.75,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,20.0,62.0,3.647058823529412,26.2,75.19999999999999,4.423529411764705,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,L (-2),L (-2)
18.0,15.0,2022-11-23,27-277,DEN,OKC,1.0,43.15,11.0,15.0,0.733,1.0,3.0,0.333,16.0,18.0,0.889,3.0,7.0,10.0,9.0,0.0,0.0,4.0,5.0,39.0,36.6,11.0,12.0,10.0,0.8333333333333334,61,35,67,64,30,29,36,15,59,46,68,54,16,48,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,23.0,60.0,53.0,0.8970588235294118,0.625,0.8375,0.8421052631578947,,0.6976744186046512,0.7435897435897436,0.8372093023255814,0.8823529411764706,0.9076923076923076,0.8214285714285714,0.8947368421052632,0.8709677419354839,0.6956521739130435,0.8,0.7735849056603774,12,18,2.0,68.0,59.0,0.1764705882352941,0.0,0.3050847457627119,17,21.0,83.0,4.882352941176471,30.2,99.59999999999998,5.858823529411763,31.5,14.9,13.0,8.5,4.5,0.1779884149552396,0.701,0.146,0.406,8.8,11.2,W (+5),W (+5)
