Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
71.0,,2023-03-19,34-220,BRK,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,77.0,3.347826086956522,0.0,102.2,4.443478260869566,0.0264658418504572,W (+2),W (+2)
72.0,,2023-03-21,34-222,BRK,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,74.0,3.217391304347826,0.0,88.29999999999998,3.839130434782608,0.0264658418504572,L (-14),L (-14)
73.0,,2023-03-23,34-224,BRK,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,70.0,3.0434782608695654,0.0,77.19999999999999,3.3565217391304345,0.0264658418504572,L (-5),L (-5)
74.0,,2023-03-25,34-226,BRK,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,72.0,3.130434782608696,0.0,93.2,4.052173913043478,0.0264658418504572,L (-6),L (-6)
75.0,39.0,2023-03-26,34-227,BRK,ORL,0,16.383333333333333,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,1.9,-5,3.0,2.0,0.6666666666666666,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,1.0,65.0,2.8260869565217392,1.8999999999999992,87.70000000000002,3.8130434782608704,0.0264658418504572,L (-6),L (-6)
76.0,,2023-03-29,34-230,BRK,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,84.0,3.652173913043478,0.0,104.6,4.547826086956522,0.0264658418504572,L (-2),L (-2)
77.0,,2023-03-31,34-232,BRK,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,61.0,2.652173913043478,0.0,73.9,3.21304347826087,0.0264658418504572,W (+29),W (+29)
78.0,,2023-04-02,34-234,BRK,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,96.0,4.173913043478261,0.0,109.3,4.752173913043478,0.0264658418504572,L (-13),L (-13)
79.0,,2023-04-04,34-236,BRK,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,102.0,4.434782608695652,0.0,115.2,5.008695652173913,0.0264658418504572,W (+9),W (+9)
80.0,,2023-04-05,34-237,BRK,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,90.0,3.9130434782608696,0.0,117.59999999999998,5.1130434782608685,0.0264658418504572,W (+17),W (+17)
81.0,,2023-04-07,34-239,BRK,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,106.0,4.608695652173913,0.0,129.70000000000002,5.63913043478261,0.0264658418504572,W (+1),W (+1)
82.0,40.0,2023-04-09,34-241,BRK,PHI,1,35.233333333333334,3.0,11.0,.273,2.0,9.0,.222,4,7.0,.571,0.0,2.0,2.0,2.0,1.0,0.0,4.0,3.0,12.0,2.1,-27,2.0,1.0,0.5,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,-5.0,91.0,3.9565217391304346,0.4999999999999991,112.3,4.8826086956521735,0.0264658418504572,L (-5),L (-5)
