Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-19,26-091,BRK,NOP,1.0,23.166666666666668,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,3.0,6.0,4.0,1.5,-26.0,3.0,2.0,0.6666666666666666,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,6.0,85.0,4.047619047619048,1.5000000000000009,86.69999999999999,4.128571428571428,0.0313071543840774,L (-22),L (-22)
2.0,2.0,2022-10-21,26-093,BRK,TOR,1.0,32.483333333333334,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,0.0,10.0,10.0,8.0,0.0,2.0,3.0,2.0,6.0,9.9,-3.0,5.0,3.0,0.6,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,18.0,58.0,2.761904761904762,9.9,65.99999999999999,3.1428571428571423,0.0313071543840774,W (+4),W (+4)
3.0,3.0,2022-10-24,26-096,BRK,MEM,1.0,28.116666666666667,2.0,5.0,0.4,0.0,1.0,0.0,3.0,5.0,0.6,0.0,3.0,3.0,8.0,1.0,0.0,5.0,6.0,7.0,3.6,-16.0,4.0,2.0,0.5,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,4.0,69.0,3.2857142857142856,2.3999999999999986,70.79999999999998,3.3714285714285706,0.0313071543840774,L (-10),L (-10)
4.0,4.0,2022-10-26,26-098,BRK,MIL,1.0,34.46666666666667,2.0,7.0,0.286,0.0,0.0,,0.0,2.0,0.0,1.0,4.0,5.0,9.0,2.0,1.0,2.0,4.0,4.0,6.4,2.0,7.0,2.0,0.2857142857142857,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,10.0,54.0,2.571428571428572,6.4,58.29999999999999,2.776190476190476,0.0313071543840774,L (-11),L (-11)
5.0,5.0,2022-10-27,26-099,BRK,DAL,1.0,37.1,3.0,7.0,0.429,0.0,0.0,,1.0,1.0,1.0,3.0,5.0,8.0,5.0,3.0,0.0,1.0,4.0,7.0,10.8,1.0,7.0,3.0,0.4285714285714285,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,14.0,68.0,3.238095238095238,10.4,85.5,4.071428571428571,0.0313071543840774,L (-4),L (-4)
6.0,6.0,2022-10-29,26-101,BRK,IND,1.0,35.7,3.0,7.0,0.429,0.0,0.0,,3.0,5.0,0.6,2.0,6.0,8.0,9.0,1.0,1.0,2.0,4.0,9.0,12.1,-11.0,7.0,3.0,0.4285714285714285,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,14.0,83.0,3.952380952380953,10.9,84.1,4.004761904761905,0.0313071543840774,L (-9),L (-9)
7.0,,2022-10-31,26-103,BRK,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,,88.0,4.190476190476191,0.0,105.1,5.004761904761905,0.0313071543840774,W (+7),W (+7)
8.0,,2022-11-01,26-104,BRK,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,,83.0,3.952380952380953,0.0,94.2,4.485714285714286,0.0313071543840774,L (-9),L (-9)
9.0,,2022-11-04,26-107,BRK,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,,102.0,4.857142857142857,0.0,110.6,5.266666666666667,0.0313071543840774,W (+42),W (+42)
10.0,,2022-11-05,26-108,BRK,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,11,21,31,36,9,30,30,15,39,24,1,40,30,21,31,1.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.4736842105263157,0.4782608695652174,0.4375,0.5849056603773585,0.4864864864864865,0.25,0.6382978723404256,0.5,0.4285714285714285,0.5131578947368421,0.6,1.0,0.5263157894736842,0.4918032786885246,0.5,0.5344827586206896,2,2,1,7,1,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0303030303030303,0.0253164556962025,0.0,0.0,0.0,0.0238095238095238,0.4666666666666667,0.0120481927710843,0.0,21,,82.0,3.9047619047619047,0.0,95.5,4.547619047619048,0.0313071543840774,W (+4),W (+4)
