Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
43.0,40.0,2023-01-17,23-275,BRK,SAS,1.0,28.3,7.0,11.0,0.636,0.0,0.0,,1.0,1.0,1.0,3.0,8.0,11.0,4.0,1.0,4.0,3.0,6.0,15.0,15.8,-19.0,11.0,7.0,0.6363636363636364,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,20.0,57.0,2.4782608695652173,15.4,63.79999999999999,2.7739130434782604,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-11),L (-11)
44.0,41.0,2023-01-19,23-277,BRK,PHO,1.0,35.25,9.0,12.0,0.75,0.0,1.0,0.0,2.0,6.0,0.333,0.0,11.0,11.0,3.0,1.0,3.0,1.0,5.0,20.0,19.1,7.0,11.0,9.0,0.8181818181818182,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,19.0,86.0,3.739130434782609,18.300000000000004,100.2,4.356521739130435,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-10),L (-10)
45.0,42.0,2023-01-20,23-278,BRK,UTA,1.0,37.583333333333336,8.0,9.0,0.889,0.0,0.0,,4.0,8.0,0.5,1.0,4.0,5.0,1.0,0.0,4.0,1.0,2.0,20.0,18.9,29.0,9.0,8.0,0.8888888888888888,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,12.0,79.0,3.4347826086956523,17.299999999999997,87.19999999999999,3.7913043478260864,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-8),L (-8)
46.0,43.0,2023-01-22,23-280,BRK,GSW,1.0,36.21666666666667,9.0,13.0,0.692,0.0,0.0,,6.0,15.0,0.4,3.0,12.0,15.0,0.0,1.0,3.0,3.0,2.0,24.0,19.9,23.0,13.0,9.0,0.6923076923076923,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,12.0,105.0,4.565217391304348,17.500000000000004,129.79999999999998,5.643478260869564,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-5),L (-5)
47.0,44.0,2023-01-25,23-283,BRK,PHI,1.0,38.05,11.0,12.0,0.917,0.0,0.0,,3.0,6.0,0.5,4.0,7.0,11.0,2.0,0.0,2.0,0.0,5.0,25.0,25.5,-2.0,12.0,11.0,0.9166666666666666,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,22.0,72.0,3.130434782608696,24.3,94.1,4.091304347826087,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+11),W (+11)
48.0,45.0,2023-01-26,23-284,BRK,DET,1.0,33.21666666666667,11.0,13.0,0.846,0.0,0.0,,5.0,7.0,0.714,5.0,8.0,13.0,1.0,0.0,2.0,0.0,1.0,27.0,29.1,4.0,13.0,11.0,0.8461538461538461,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,23.0,51.0,2.217391304347826,27.1,69.89999999999999,3.039130434782608,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+4),W (+4)
49.0,46.0,2023-01-28,23-286,BRK,NYK,1.0,34.65,6.0,6.0,1.0,0.0,0.0,,1.0,4.0,0.25,2.0,10.0,12.0,6.0,0.0,3.0,0.0,2.0,13.0,19.9,7.0,6.0,6.0,1.0,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,24.0,110.0,4.782608695652174,19.5,138.0,6.0,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-4),L (-4)
50.0,47.0,2023-01-30,23-288,BRK,LAL,1.0,26.98333333333333,3.0,7.0,0.429,0.0,0.0,,0.0,0.0,,2.0,10.0,12.0,3.0,1.0,1.0,2.0,3.0,6.0,7.3,9.0,7.0,3.0,0.4285714285714285,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,14.0,126.0,5.478260869565218,7.300000000000001,156.3,6.795652173913044,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-8),L (-8)
51.0,48.0,2023-02-01,23-290,BRK,BOS,1.0,26.08333333333333,3.0,5.0,0.6,0.0,0.0,,3.0,4.0,0.75,3.0,3.0,6.0,2.0,1.0,0.0,0.0,2.0,9.0,10.9,-27.0,5.0,3.0,0.6,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,9.0,80.0,3.4782608695652173,9.7,124.0,5.391304347826087,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+7),W (+7)
52.0,49.0,2023-02-04,23-293,BRK,WAS,1.0,37.25,4.0,8.0,0.5,0.0,0.0,,7.0,8.0,0.875,6.0,7.0,13.0,5.0,1.0,3.0,1.0,1.0,15.0,22.1,8.0,8.0,4.0,0.5,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,20.0,84.0,3.652173913043478,19.3,117.9,5.126086956521739,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+17),W (+17)
53.0,50.0,2023-02-06,23-295,BRK,LAC,1.0,35.68333333333333,5.0,8.0,0.625,0.0,0.0,,5.0,8.0,0.625,3.0,13.0,16.0,1.0,2.0,3.0,4.0,4.0,15.0,15.4,7.0,8.0,5.0,0.625,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,17.0,88.0,3.8260869565217392,13.399999999999997,113.2,4.921739130434783,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-43),L (-43)
54.0,51.0,2023-02-07,23-296,BRK,PHO,1.0,32.583333333333336,8.0,11.0,0.727,0.0,0.0,,1.0,2.0,0.5,3.0,10.0,13.0,3.0,3.0,0.0,2.0,2.0,17.0,19.5,6.0,11.0,8.0,0.7272727272727273,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,21.0,60.0,2.608695652173913,19.1,92.70000000000002,4.030434782608697,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+2),W (+2)
55.0,,2023-02-09,23-298,BRK,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,,87.0,3.782608695652174,0.0,109.6,4.765217391304348,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-8),L (-8)
56.0,52.0,2023-02-11,23-300,BRK,PHI,1.0,28.866666666666667,3.0,6.0,0.5,0.0,0.0,,0.0,0.0,,2.0,3.0,5.0,2.0,0.0,4.0,1.0,4.0,6.0,6.9,-1.0,6.0,3.0,0.5,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,10.0,42.0,1.826086956521739,6.9,58.29999999999998,2.5347826086956515,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-4),L (-4)
57.0,53.0,2023-02-13,23-302,BRK,NYK,1.0,22.98333333333333,4.0,8.0,0.5,0.0,0.0,,3.0,5.0,0.6,2.0,4.0,6.0,1.0,0.0,1.0,0.0,1.0,11.0,9.8,-6.0,8.0,4.0,0.5,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,6.0,55.0,2.391304347826087,8.599999999999998,70.69999999999999,3.07391304347826,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+11),W (+11)
58.0,54.0,2023-02-15,23-304,BRK,MIA,1.0,25.266666666666666,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,1.0,8.0,9.0,0.0,0.0,2.0,1.0,5.0,4.0,3.5,15.0,4.0,2.0,0.5,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,10.0,57.0,2.4782608695652173,3.500000000000001,67.49999999999999,2.9347826086956514,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-3),L (-3)
59.0,55.0,2023-02-24,23-313,BRK,CHI,1.0,22.016666666666666,3.0,7.0,0.429,0.0,0.0,,1.0,2.0,0.5,0.0,6.0,6.0,3.0,2.0,1.0,0.0,0.0,7.0,9.5,-23.0,7.0,3.0,0.4285714285714285,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,10.0,51.0,2.217391304347826,9.099999999999998,72.59999999999998,3.156521739130434,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-18),L (-18)
60.0,56.0,2023-02-26,23-315,BRK,ATL,1.0,29.98333333333333,2.0,4.0,0.5,0.0,0.0,,4.0,6.0,0.667,2.0,9.0,11.0,1.0,4.0,3.0,2.0,5.0,8.0,12.1,-4.0,4.0,2.0,0.5,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,15.0,63.0,2.739130434782609,10.499999999999996,86.19999999999999,3.7478260869565214,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+11),W (+11)
61.0,57.0,2023-02-28,23-317,BRK,MIL,1.0,30.83333333333333,4.0,6.0,0.667,0.0,0.0,,1.0,2.0,0.5,1.0,6.0,7.0,4.0,3.0,3.0,1.0,1.0,9.0,15.0,0.0,6.0,4.0,0.6666666666666666,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,17.0,29.0,1.2608695652173914,14.6,26.40000000000001,1.1478260869565222,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-44),L (-44)
62.0,58.0,2023-03-01,23-318,BRK,NYK,1.0,22.95,3.0,7.0,0.429,0.0,0.0,,3.0,4.0,0.75,0.0,8.0,8.0,3.0,0.0,1.0,2.0,3.0,9.0,6.9,-17.0,7.0,3.0,0.4285714285714285,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,8.0,84.0,3.652173913043478,5.7,102.7,4.465217391304348,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-2),L (-2)
63.0,59.0,2023-03-03,23-320,BRK,BOS,1.0,29.066666666666663,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,1.0,11.0,12.0,2.0,0.0,3.0,2.0,1.0,2.0,4.7,2.0,4.0,1.0,0.25,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,13.0,54.0,2.347826086956522,4.699999999999998,73.6,3.2,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,,
64.0,60.0,2023-03-05,23-322,BRK,CHO,1.0,26.683333333333334,3.0,5.0,0.6,0.0,0.0,,2.0,4.0,0.5,1.0,11.0,12.0,3.0,0.0,3.0,1.0,3.0,8.0,10.9,-6.0,5.0,3.0,0.6,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,16.0,48.0,2.0869565217391304,10.099999999999998,69.80000000000001,3.034782608695653,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-14),L (-14)
