Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,28-006,BRK,NOP,0,8.583333333333334,0.0,1.0,.000,0.0,1.0,.000,0,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,+2,0.0,0.0,,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,-3.0,94.0,3.9166666666666665,-1.5,89.69999999999999,3.7375,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,L (-22),L (-22)
2.0,,2022-10-21,28-008,BRK,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,,76.0,3.1666666666666665,0.0,75.89999999999999,3.1625,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,W (+4),W (+4)
3.0,2.0,2022-10-24,28-011,BRK,MEM,0,6.1,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,0,0.0,0.0,,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,-1.0,74.0,3.083333333333333,-1.1,74.29999999999998,3.0958333333333328,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,L (-10),L (-10)
4.0,3.0,2022-10-26,28-013,BRK,MIL,0,7.6,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.7,+12,1.0,1.0,1.0,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,4.0,60.0,2.5,4.699999999999999,59.99999999999999,2.5,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,L (-11),L (-11)
5.0,4.0,2022-10-27,28-014,BRK,DAL,0,22.48333333333333,2.0,3.0,.667,2.0,2.0,1.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,1.0,0.0,5.0,6.0,6.0,+4,1.0,0.0,0.0,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,10.0,72.0,3.0,6.0,89.9,3.7458333333333336,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,L (-4),L (-4)
6.0,5.0,2022-10-29,28-016,BRK,IND,0,12.9,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,2.9,-3,1.0,1.0,1.0,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,3.0,94.0,3.9166666666666665,2.9,92.1,3.8375,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,L (-9),L (-9)
7.0,6.0,2022-10-31,28-018,BRK,IND,0,22.466666666666665,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,2.2,-16,2.0,1.0,0.5,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,2.0,86.0,3.583333333333333,2.2,102.9,4.2875000000000005,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,W (+7),W (+7)
8.0,7.0,2022-11-01,28-019,BRK,CHI,0,27.8,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,10.0,10.8,-12,3.0,2.0,0.6666666666666666,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,10.0,73.0,3.0416666666666665,10.8,83.39999999999999,3.475,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,L (-9),L (-9)
9.0,8.0,2022-11-04,28-022,BRK,WAS,0,24.03333333333333,6.0,8.0,.750,2.0,3.0,.667,0,0.0,,3.0,5.0,8.0,0.0,1.0,2.0,1.0,0.0,14.0,15.8,+21,5.0,4.0,0.8,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,16.0,86.0,3.583333333333333,15.799999999999995,94.8,3.95,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,W (+42),W (+42)
10.0,9.0,2022-11-05,28-023,BRK,CHO,0,23.2,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,8.0,9.9,+10,2.0,1.0,0.5,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,11.0,71.0,2.958333333333333,9.9,85.60000000000002,3.566666666666668,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,W (+4),W (+4)
11.0,10.0,2022-11-07,28-025,BRK,DAL,0,4.633333333333333,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3,-7,0.0,0.0,,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,0.0,98.0,4.083333333333333,1.3000000000000005,111.09999999999998,4.6291666666666655,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,L (-2),L (-2)
12.0,,2022-11-09,28-027,BRK,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,,107.0,4.458333333333333,0.0,105.39999999999998,4.391666666666666,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,W (+27),W (+27)
13.0,,2022-11-12,28-030,BRK,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,,90.0,3.75,0.0,108.7,4.529166666666667,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,W (+15),W (+15)
14.0,11.0,2022-11-13,28-031,BRK,LAL,0,22.75,5.0,8.0,.625,0.0,2.0,.000,1,1.0,1.000,2.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,11.0,11.4,-9,6.0,5.0,0.8333333333333334,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,10.0,70.0,2.9166666666666665,10.999999999999998,82.49999999999999,3.4375,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,L (-13),L (-13)
15.0,12.0,2022-11-15,28-033,BRK,SAC,0,19.28333333333333,4.0,8.0,.500,3.0,5.0,.600,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,11.0,6.9,-10,3.0,1.0,0.3333333333333333,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,5.0,79.0,3.2916666666666665,6.9,96.4,4.016666666666667,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,L (-32),L (-32)
16.0,13.0,2022-11-17,28-035,BRK,POR,0,28.58333333333333,5.0,7.0,.714,5.0,7.0,.714,5,6.0,.833,2.0,5.0,7.0,2.0,0.0,0.0,0.0,1.0,20.0,20.6,-10,0.0,0.0,,1,31,38,16,37,42,50,8,26,29,19,53,32,1,52,40,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,1.0,0.7380952380952381,0.6666666666666666,0.6956521739130435,0.7708333333333334,0.7924528301886793,0.6756756756756757,0.2222222222222222,0.5531914893617021,0.4833333333333333,0.5428571428571428,0.6973684210526315,0.8,1.0,0.6842105263157895,0.6557377049180327,0.5,15,16,2,1,15,6,15,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.2272727272727272,0.2025316455696202,0.1176470588235294,0.0277777777777777,0.0,0.3571428571428571,0.4,0.180722891566265,0.0,24,16.0,75.0,3.125,18.6,65.99999999999997,2.7499999999999987,12.1,2.1,-0.6,-0.4,-0.2,0.0346422807961269,0.637,0.582,0.203,0.3,1.3,W (+2),W (+2)
