Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
25,25,,2022-12-02,36-107,UTA,,IND,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,65.0,3.25,0.0,80.0,4.0
26,26,,2022-12-03,36-108,UTA,,POR,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,60.0,3.0,0.0,60.8,3.04
27,27,13,2022-12-07,36-112,UTA,,GSW,W (+1),0,14:47,4.0,8.0,.500,1.0,3.0,.333,0,0.0,,1.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,9.0,8.6,-2,5.0,3.0,0.6,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,8.0,54.0,2.7,8.599999999999998,58.5,2.925
28,28,14,2022-12-09,36-114,UTA,,MIN,L (-10),0,15:56,1.0,7.0,.143,0.0,4.0,.000,1,2.0,.500,1.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,-0.1,-10,3.0,1.0,0.3333333333333333,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,-1.0,24.0,1.2,-0.4999999999999995,22.4,1.1199999999999999
29,29,15,2022-12-10,36-115,UTA,@,DEN,L (-5),0,15:04,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,2.6,+2,3.0,1.0,0.3333333333333333,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,1.0,50.0,2.5,2.6000000000000005,47.49999999999999,2.3749999999999996
30,30,16,2022-12-13,36-118,UTA,,NOP,W (+21),0,19:05,2.0,6.0,.333,0.0,2.0,.000,0,0.0,,1.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,4.0,2.9,+15,4.0,2.0,0.5,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,4.0,48.0,2.4,2.9000000000000004,38.1,1.905
31,31,17,2022-12-15,36-120,UTA,,NOP,W (+3),0,17:32,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,4.5,-1,2.0,1.0,0.5,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,7.0,59.0,2.95,4.5,70.3,3.5149999999999997
32,32,18,2022-12-17,36-122,UTA,@,MIL,L (-26),0,13:10,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.2,-7,2.0,2.0,1.0,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,-1.0,35.0,1.75,0.1999999999999999,38.39999999999999,1.9199999999999995
33,33,19,2022-12-19,36-124,UTA,@,CLE,L (-23),0,12:29,1.0,3.0,.333,1.0,2.0,.500,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,4.6,0,1.0,0.0,0.0,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,3.0,26.0,1.3,3.800000000000001,45.50000000000001,2.2750000000000004
34,34,20,2022-12-20,36-125,UTA,@,DET,W (+15),0,22:10,2.0,7.0,.286,1.0,2.0,.500,3,3.0,1.000,0.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,8.0,5.4,+30,5.0,1.0,0.2,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,3.0,44.0,2.2,4.199999999999999,55.20000000000002,2.7600000000000007
35,35,21,2022-12-22,36-127,UTA,,WAS,W (+8),0,14:24,1.0,5.0,.200,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.9,+9,4.0,1.0,0.25,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,-1.0,61.0,3.05,-0.9,54.7,2.7350000000000003
36,36,22,2022-12-26,36-131,UTA,@,SAS,L (-4),0,15:23,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,+6,0.0,0.0,,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,1.0,35.0,1.75,-0.8999999999999998,54.9,2.745
37,37,23,2022-12-28,36-133,UTA,@,GSW,L (-5),0,15:12,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9,-2,1.0,1.0,1.0,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,1.0,44.0,2.2,0.8999999999999998,51.10000000000001,2.5550000000000006
38,38,24,2022-12-30,36-135,UTA,@,SAC,L (-1),0,11:57,2.0,4.0,.500,1.0,3.0,.333,2,2.0,1.000,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,7.0,6.2,+5,1.0,1.0,1.0,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,5.0,58.0,2.9,5.4,63.3,3.165
39,39,25,2022-12-31,36-136,UTA,,MIA,L (-3),0,14:32,3.0,4.0,.750,1.0,2.0,.500,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,6.6,-1,2.0,2.0,1.0,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,3.0,54.0,2.7,5.8,60.7,3.035
40,40,26,2023-01-03,36-139,UTA,,SAC,L (-2),0,12:30,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,-2.8,+3,2.0,0.0,0.0,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,-2.0,50.0,2.5,-2.8000000000000003,40.0,2.0
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,0.0,0.0,0.0,0.0,0.0
42,41,27,2023-01-05,36-141,UTA,@,HOU,W (+17),0,16:25,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,2.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,7.3,+10,2.0,1.0,0.5,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,10.0,68.0,3.4,7.299999999999999,78.90000000000002,3.945000000000001
43,42,28,2023-01-07,36-143,UTA,@,CHI,L (-8),0,18:14,2.0,5.0,.400,0.0,2.0,.000,1,2.0,.500,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,2.6,-7,3.0,2.0,0.6666666666666666,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,3.0,72.0,3.6,2.2,69.9,3.495
44,43,29,2023-01-08,36-144,UTA,@,MEM,L (-5),0,13:01,3.0,5.0,.600,0.0,2.0,.000,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.1,+5,3.0,3.0,1.0,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,3.0,70.0,3.5,5.1,60.60000000000001,3.0300000000000002
45,44,30,2023-01-10,36-146,UTA,,CLE,W (+2),0,6:51,2.0,3.0,.667,1.0,1.0,1.000,2,2.0,1.000,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,7.0,6.6,0,2.0,1.0,0.5,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,5.0,60.0,3.0,5.8,50.5,2.525
46,45,31,2023-01-13,36-149,UTA,,ORL,W (+4),0,11:50,1.0,3.0,.333,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.9,-4,3.0,1.0,0.3333333333333333,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,3.0,56.0,2.8,1.9,64.8,3.2399999999999998
47,46,,2023-01-14,36-150,UTA,,PHI,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,52.0,2.6,0.0,58.5,2.925
48,47,32,2023-01-16,36-152,UTA,@,MIN,W (+1),0,10:13,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.8,-9,2.0,0.0,0.0,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,-2.0,55.0,2.75,-1.7999999999999998,59.49999999999999,2.9749999999999996
49,48,33,2023-01-18,36-154,UTA,,LAC,W (+23),0,12:45,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1,+7,0.0,0.0,,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,1.0,54.0,2.7,-0.0999999999999999,64.6,3.2299999999999995
50,49,34,2023-01-20,36-156,UTA,,BRK,L (-11),0,16:08,1.0,4.0,.250,0.0,2.0,.000,4,4.0,1.000,1.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,6.0,6.5,+3,2.0,1.0,0.5,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,5.0,34.0,1.7,4.9,46.9,2.3449999999999998
51,50,35,2023-01-23,36-159,UTA,,CHO,W (+18),0,9:36,1.0,3.0,.333,0.0,1.0,.000,2,2.0,1.000,1.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,2.4,+1,2.0,1.0,0.5,32,37,10,45,45,12,50,12,5,40,1,37,26,42,33,43,21,55,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,52.0,65.0,36.0,74.0,0.6666666666666666,0.0,0.4743589743589743,0.0,0.5555555555555556,0.7377049180327869,0.6617647058823529,0.5454545454545454,0.7575757575757576,0.8571428571428571,0.7142857142857143,0.4938271604938271,0.1428571428571428,0.5522388059701493,0.4406779661016949,0.711864406779661,0.6346153846153846,0.6615384615384615,0.5833333333333334,0.7432432432432432,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,3.0,49.0,2.45,1.6000000000000014,53.6,2.68
