Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,48,2023-02-01,25-255,UTA,,TOR,W (+3),1,35:33,7.0,13.0,.538,4.0,9.0,.444,10,10.0,1.000,2.0,11.0,13.0,1.0,1.0,1.0,4.0,3.0,28.0,23.6,-1,4.0,3.0,0.75,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,17.0,58.0,2.9,19.600000000000005,60.10000000000001,3.0050000000000003
55,54,49,2023-02-03,25-257,UTA,,ATL,L (-7),1,36:53,8.0,19.0,.421,3.0,11.0,.273,6,7.0,.857,4.0,6.0,10.0,1.0,0.0,0.0,0.0,1.0,25.0,19.4,+3,8.0,5.0,0.625,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,10.0,39.0,1.95,17.000000000000004,36.0,1.8
56,55,50,2023-02-06,25-260,UTA,,DAL,L (-13),1,36:15,9.0,17.0,.529,1.0,7.0,.143,0,0.0,,1.0,6.0,7.0,0.0,2.0,1.0,2.0,6.0,19.0,11.5,-23,10.0,8.0,0.8,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,10.0,32.0,1.6,11.500000000000002,42.900000000000006,2.1450000000000005
57,56,51,2023-02-08,25-262,UTA,,MIN,L (-25),1,23:24,8.0,16.0,.500,3.0,7.0,.429,2,2.0,1.000,1.0,4.0,5.0,3.0,0.0,0.0,2.0,2.0,21.0,14.2,-32,9.0,5.0,0.5555555555555556,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,9.0,62.0,3.1,13.399999999999997,75.3,3.7649999999999997
58,57,52,2023-02-10,25-264,UTA,@,TOR,W (+6),1,38:08,9.0,20.0,.450,2.0,7.0,.286,3,3.0,1.000,2.0,7.0,9.0,5.0,1.0,0.0,3.0,3.0,23.0,16.4,+12,13.0,7.0,0.5384615384615384,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,12.0,66.0,3.3,15.200000000000005,77.4,3.87
59,58,53,2023-02-11,25-265,UTA,@,NYK,L (-6),1,34:57,9.0,23.0,.391,3.0,10.0,.300,8,10.0,.800,4.0,1.0,5.0,3.0,0.0,3.0,0.0,1.0,29.0,22.6,+1,13.0,6.0,0.4615384615384615,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,7.0,63.0,3.15,19.4,66.0,3.3
60,59,54,2023-02-13,25-267,UTA,@,IND,W (+6),1,36:32,10.0,20.0,.500,2.0,9.0,.222,7,7.0,1.000,1.0,10.0,11.0,2.0,0.0,0.0,3.0,1.0,29.0,20.7,+3,11.0,8.0,0.7272727272727273,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,12.0,99.0,4.95,17.900000000000002,83.9,4.195
61,60,,2023-02-15,25-269,UTA,@,MEM,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,85.0,4.25,0.0,61.49999999999999,3.0749999999999997
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,0.0,0.0,0.0,0.0,0.0
63,61,55,2023-02-23,25-277,UTA,,OKC,W (+1),1,40:26,15.0,28.0,.536,3.0,12.0,.250,10,10.0,1.000,5.0,5.0,10.0,2.0,0.0,0.0,4.0,3.0,43.0,30.6,+14,16.0,12.0,0.75,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,13.0,63.0,3.15,26.6,46.39999999999999,2.3199999999999994
64,62,56,2023-02-25,25-279,UTA,,SAS,W (+16),1,32:09,9.0,17.0,.529,3.0,7.0,.429,6,6.0,1.000,1.0,3.0,4.0,2.0,0.0,0.0,2.0,1.0,27.0,19.3,+7,10.0,6.0,0.6,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,8.0,66.0,3.3,16.900000000000006,58.49999999999999,2.925
65,63,57,2023-02-28,25-282,UTA,,SAS,L (-8),1,35:03,9.0,21.0,.429,4.0,8.0,.500,6,8.0,.750,3.0,7.0,10.0,1.0,1.0,0.0,3.0,1.0,28.0,18.6,+5,13.0,5.0,0.3846153846153846,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,8.0,30.0,1.5,16.20000000000001,34.099999999999994,1.7049999999999996
66,64,58,2023-03-03,25-285,UTA,@,OKC,L (-27),1,29:37,6.0,14.0,.429,0.0,5.0,.000,8,11.0,.727,4.0,6.0,10.0,2.0,0.0,1.0,6.0,3.0,20.0,10.9,-26,9.0,6.0,0.6666666666666666,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,2.0,49.0,2.45,7.699999999999996,48.9,2.445
67,65,,2023-03-05,25-287,UTA,@,OKC,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,73.0,3.65,0.0,84.3,4.215
68,66,59,2023-03-07,25-289,UTA,@,DAL,L (-4),1,39:00,12.0,20.0,.600,5.0,9.0,.556,4,7.0,.571,2.0,4.0,6.0,2.0,2.0,1.0,2.0,4.0,33.0,25.7,-9,11.0,7.0,0.6363636363636364,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,15.0,39.0,1.95,24.1,35.800000000000004,1.7900000000000003
69,67,60,2023-03-09,25-291,UTA,@,ORL,W (+7),1,34:01,11.0,22.0,.500,3.0,9.0,.333,6,6.0,1.000,1.0,4.0,5.0,2.0,0.0,1.0,2.0,2.0,31.0,21.2,+13,13.0,8.0,0.6153846153846154,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,9.0,66.0,3.3,18.800000000000008,66.4,3.3200000000000003
70,68,61,2023-03-11,25-293,UTA,@,CHO,W (+8),1,35:42,3.0,22.0,.136,1.0,9.0,.111,6,6.0,1.000,4.0,9.0,13.0,3.0,0.0,0.0,1.0,1.0,13.0,5.0,+17,13.0,2.0,0.1538461538461538,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,0.0,82.0,4.1,2.5999999999999983,80.60000000000001,4.03
71,69,62,2023-03-13,25-295,UTA,@,MIA,L (-4),1,36:50,14.0,26.0,.538,6.0,12.0,.500,4,6.0,.667,5.0,3.0,8.0,1.0,3.0,1.0,2.0,1.0,38.0,31.0,+1,14.0,8.0,0.5714285714285714,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,17.0,61.0,3.05,29.40000000000001,53.29999999999999,2.6649999999999996
72,70,63,2023-03-18,25-300,UTA,,BOS,W (+1),1,34:52,10.0,23.0,.435,4.0,12.0,.333,4,4.0,1.000,2.0,8.0,10.0,3.0,0.0,0.0,0.0,3.0,28.0,20.6,+7,11.0,6.0,0.5454545454545454,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,14.0,64.0,3.2,19.0,65.3,3.2649999999999997
73,71,,2023-03-20,25-302,UTA,,SAC,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,81.0,4.05,0.0,82.9,4.1450000000000005
74,72,64,2023-03-22,25-304,UTA,,POR,L (-12),1,33:18,14.0,23.0,.609,4.0,12.0,.333,8,9.0,.889,1.0,11.0,12.0,3.0,0.0,0.0,4.0,2.0,40.0,30.4,-16,11.0,10.0,0.9090909090909092,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,19.0,49.0,2.45,27.200000000000006,48.10000000000001,2.4050000000000002
75,73,,2023-03-24,25-306,UTA,,MIL,L (-28),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,52.0,2.6,0.0,68.6,3.4299999999999997
76,74,,2023-03-25,25-307,UTA,@,SAC,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,62.0,3.1,0.0,69.7,3.4850000000000003
77,75,65,2023-03-27,25-309,UTA,,PHO,L (-14),1,35:40,6.0,22.0,.273,2.0,10.0,.200,11,12.0,.917,3.0,6.0,9.0,2.0,0.0,0.0,1.0,1.0,25.0,15.5,-4,12.0,4.0,0.3333333333333333,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,1.0,71.0,3.55,11.100000000000003,54.7,2.7350000000000003
78,76,,2023-03-29,25-311,UTA,@,SAS,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,70.0,3.5,0.0,75.1,3.755
79,77,,2023-03-31,25-313,UTA,@,BOS,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,64.0,3.2,0.0,61.4,3.07
80,78,66,2023-04-02,25-315,UTA,@,BRK,L (-1),1,34:42,8.0,21.0,.381,1.0,8.0,.125,6,6.0,1.000,2.0,7.0,9.0,2.0,2.0,0.0,2.0,3.0,23.0,15.2,+11,13.0,7.0,0.5384615384615384,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,7.0,69.0,3.45,12.8,58.6,2.93
81,79,,2023-04-04,25-317,UTA,,LAL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,,43.0,2.15,0.0,61.000000000000014,3.0500000000000007
