Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Anfernee Simons,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Kevin Knox,Shared Games with Matisse Thybulle,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Greg Brown III,Jabari Walker,Jayson Tatum,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Kevin Knox,Matisse Thybulle,Nassir Little,Shaedon Sharpe,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jayson Tatum,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Kevin Knox,co_inf with Matisse Thybulle,co_inf with Nassir Little,co_inf with Shaedon Sharpe,co_inf with Skylar Mays,co_inf with Trendon Watford,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,23-048,NYK,MEM,0,28.03333333333333,9.0,15.0,.600,3.0,6.0,.500,1,1.0,1.000,1.0,4.0,5.0,0.0,3.0,1.0,2.0,2.0,22.0,17.9,-1,9.0,6.0,0.6666666666666666,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,13.0,87.0,3.0,17.5,51.1,1.7620689655172417,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,L (-3),L (-3)
2.0,2.0,2022-10-21,23-050,NYK,DET,0,18.58333333333333,3.0,8.0,.375,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,6.0,-0.4,+12,6.0,3.0,0.5,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,0.0,79.0,2.7241379310344827,-0.3999999999999994,58.79999999999999,2.027586206896552,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,W (+24),W (+24)
3.0,3.0,2022-10-24,23-053,NYK,ORL,0,14.4,3.0,4.0,.750,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,7.0,5.6,+2,3.0,2.0,0.6666666666666666,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,6.0,95.0,3.2758620689655173,5.6,48.00000000000001,1.6551724137931036,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,W (+13),W (+13)
4.0,4.0,2022-10-26,23-055,NYK,CHO,0,24.516666666666666,1.0,3.0,.333,1.0,2.0,.500,2,2.0,1.000,0.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,5.0,1.3,+1,1.0,0.0,0.0,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,2.0,107.0,3.689655172413793,0.5000000000000013,101.8,3.5103448275862066,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,W (+3),W (+3)
5.0,5.0,2022-10-28,23-057,NYK,MIL,0,11.55,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.2,-3,3.0,1.0,0.3333333333333333,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,0.0,56.0,1.9310344827586208,0.2000000000000001,39.3,1.3551724137931034,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,L (-11),L (-11)
6.0,6.0,2022-10-30,23-059,NYK,CLE,0,16.333333333333332,3.0,6.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,5.0,-8,4.0,2.0,0.5,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,3.0,115.0,3.965517241379312,4.999999999999998,90.50000000000004,3.1206896551724155,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,L (-13),L (-13)
7.0,7.0,2022-11-02,23-062,NYK,ATL,0,14.983333333333333,2.0,5.0,.400,1.0,4.0,.250,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.6,0,1.0,1.0,1.0,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,0.0,62.0,2.1379310344827585,3.2,59.79999999999999,2.062068965517241,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,L (-13),L (-13)
8.0,8.0,2022-11-04,23-064,NYK,PHI,0,15.166666666666666,4.0,4.0,1.000,1.0,1.0,1.000,2,2.0,1.000,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,11.0,12.4,+19,3.0,3.0,1.0,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,10.0,78.0,2.689655172413793,11.599999999999998,62.80000000000001,2.1655172413793107,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,W (+2),W (+2)
9.0,9.0,2022-11-05,23-065,NYK,BOS,1,37.083333333333336,1.0,6.0,.167,1.0,2.0,.500,1,2.0,.500,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.5,+4,4.0,0.0,0.0,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,1.0,39.0,1.3448275862068966,2.100000000000001,35.8,1.2344827586206897,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,L (-15),L (-15)
10.0,10.0,2022-11-07,23-067,NYK,MIN,1,28.73333333333333,2.0,7.0,.286,2.0,5.0,.400,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.1,-2,2.0,0.0,0.0,20,13,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333,9,8,14,20,14,9,6,7,14,14,20,18,20,17,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.1290322580645161,0.0,0.2413793103448276,0.2564102564102564,0.0,0.25,0.0,0.0,0.1428571428571428,0.3157894736842105,0.0,0.0,0.1346153846153846,0.35,0.2222222222222222,0.2816901408450704,0.3333333333333333,0.25,0.0,0.2741935483870967,29,-1.0,68.0,2.3448275862068964,2.3000000000000016,64.6,2.2275862068965515,10.6,0.9,-3.4,-2.6,-0.8,0.0235509194537047,0.561,0.462,0.24,-0.4,0.3,W (+13),W (+13)
