Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
24.0,12.0,2022-12-04,32-142,POR,IND,1,32.03333333333333,7.0,16.0,.438,5.0,10.0,.500,2,2.0,1.000,0.0,4.0,4.0,6.0,1.0,1.0,4.0,4.0,21.0,14.1,+30,6.0,2.0,0.3333333333333333,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,11.0,72.0,3.272727272727273,13.299999999999995,70.30000000000001,3.1954545454545458,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+5),W (+5)
25.0,13.0,2022-12-08,32-146,POR,DEN,1,37.56666666666667,12.0,22.0,.545,9.0,17.0,.529,7,7.0,1.000,1.0,3.0,4.0,12.0,2.0,0.0,1.0,2.0,40.0,39.6,+11,5.0,3.0,0.6,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,28.0,69.0,3.136363636363636,36.8,60.8,2.763636363636364,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+16),W (+16)
26.0,14.0,2022-12-10,32-148,POR,MIN,1,41.016666666666666,9.0,22.0,.409,3.0,11.0,.273,15,15.0,1.000,0.0,3.0,3.0,8.0,2.0,0.0,5.0,1.0,36.0,27.3,+4,11.0,6.0,0.5454545454545454,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,7.0,57.0,2.590909090909091,21.300000000000004,54.7,2.4863636363636363,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-1),L (-1)
27.0,15.0,2022-12-12,32-150,POR,MIN,1,29.366666666666667,13.0,21.0,.619,11.0,17.0,.647,1,1.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,4.0,1.0,38.0,26.8,+24,4.0,2.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,17.0,80.0,3.636363636363636,26.40000000000001,79.50000000000001,3.613636363636364,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+6),W (+6)
28.0,16.0,2022-12-14,32-152,POR,SAS,1,36.35,14.0,23.0,.609,7.0,14.0,.500,2,2.0,1.000,0.0,5.0,5.0,8.0,2.0,0.0,5.0,1.0,37.0,30.2,+7,9.0,7.0,0.7777777777777778,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,22.0,79.0,3.590909090909091,29.400000000000013,76.89999999999999,3.495454545454545,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+21),W (+21)
29.0,17.0,2022-12-16,32-154,POR,DAL,1,24.35,6.0,14.0,.429,3.0,8.0,.375,9,10.0,.900,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,24.0,15.8,-14,6.0,3.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,2.0,67.0,3.0454545454545454,12.2,56.6,2.5727272727272728,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+16),W (+16)
30.0,18.0,2022-12-17,32-155,POR,HOU,1,32.61666666666667,7.0,20.0,.350,5.0,13.0,.385,6,8.0,.750,0.0,3.0,3.0,10.0,2.0,0.0,1.0,2.0,25.0,21.1,+29,7.0,2.0,0.2857142857142857,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,11.0,52.0,2.363636363636364,18.700000000000003,60.99999999999999,2.7727272727272725,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-20),L (-20)
31.0,19.0,2022-12-19,32-157,POR,OKC,1,39.0,9.0,17.0,.529,6.0,12.0,.500,4,4.0,1.000,0.0,3.0,3.0,6.0,1.0,0.0,4.0,4.0,28.0,20.2,0,5.0,3.0,0.6,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,13.0,60.0,2.727272727272727,18.6,65.1,2.959090909090909,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+12),W (+12)
32.0,20.0,2022-12-21,32-159,POR,OKC,1,36.43333333333333,6.0,19.0,.316,2.0,11.0,.182,2,2.0,1.000,0.0,2.0,2.0,8.0,2.0,0.0,4.0,2.0,16.0,8.5,-2,8.0,4.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,3.0,78.0,3.5454545454545454,7.700000000000001,66.8,3.036363636363636,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-2),L (-2)
33.0,21.0,2022-12-23,32-161,POR,DEN,1,38.6,10.0,22.0,.455,4.0,11.0,.364,10,10.0,1.000,2.0,5.0,7.0,8.0,0.0,0.0,0.0,2.0,34.0,30.3,-3,11.0,6.0,0.5454545454545454,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,17.0,38.0,1.7272727272727273,26.3,38.6,1.7545454545454546,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-3),L (-3)
34.0,22.0,2022-12-26,32-164,POR,CHO,1,37.8,5.0,18.0,.278,1.0,10.0,.100,6,6.0,1.000,1.0,2.0,3.0,9.0,0.0,2.0,5.0,2.0,17.0,9.6,+21,8.0,4.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,2.0,94.0,4.2727272727272725,7.199999999999999,78.89999999999998,3.5863636363636355,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-13),L (-13)
35.0,23.0,2022-12-30,32-168,POR,GSW,1,42.2,12.0,29.0,.414,4.0,15.0,.267,6,7.0,.857,2.0,6.0,8.0,5.0,0.0,1.0,3.0,4.0,34.0,20.9,-5,14.0,8.0,0.5714285714285714,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,9.0,61.0,2.772727272727273,18.5,50.2,2.2818181818181817,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+11),W (+11)
36.0,24.0,2023-01-02,32-171,POR,DET,1,28.85,7.0,14.0,.500,3.0,6.0,.500,2,3.0,.667,0.0,5.0,5.0,10.0,4.0,2.0,2.0,2.0,19.0,22.7,+28,8.0,4.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,21.0,60.0,2.727272727272727,21.9,75.0,3.409090909090909,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-6),L (-6)
37.0,25.0,2023-01-04,32-173,POR,MIN,1,40.66666666666666,7.0,18.0,.389,2.0,9.0,.222,11,15.0,.733,0.0,4.0,4.0,6.0,0.0,0.0,2.0,2.0,27.0,18.2,0,9.0,5.0,0.5555555555555556,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,2.0,49.0,2.227272727272727,13.8,53.50000000000001,2.431818181818182,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+29),W (+29)
38.0,26.0,2023-01-06,32-175,POR,IND,1,35.71666666666667,7.0,24.0,.292,1.0,8.0,.125,4,5.0,.800,0.0,2.0,2.0,8.0,0.0,0.0,2.0,3.0,19.0,7.6,-3,16.0,6.0,0.375,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,-2.0,47.0,2.136363636363636,6.000000000000004,41.7,1.8954545454545453,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-7),L (-7)
39.0,27.0,2023-01-08,32-177,POR,TOR,1,40.68333333333333,11.0,23.0,.478,3.0,7.0,.429,9,12.0,.750,1.0,3.0,4.0,8.0,2.0,1.0,7.0,2.0,34.0,23.2,+4,16.0,8.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,7.0,48.0,2.1818181818181817,19.6,32.499999999999986,1.4772727272727266,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-9),L (-9)
40.0,28.0,2023-01-10,32-179,POR,ORL,1,38.61666666666667,12.0,25.0,.480,2.0,12.0,.167,4,4.0,1.000,1.0,3.0,4.0,5.0,1.0,0.0,3.0,0.0,30.0,20.4,-13,13.0,10.0,0.7692307692307693,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,8.0,47.0,2.136363636363636,18.8,50.10000000000001,2.277272727272728,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-12),L (-12)
41.0,29.0,2023-01-12,32-181,POR,CLE,1,40.2,16.0,28.0,.571,5.0,13.0,.385,13,15.0,.867,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,50.0,38.3,-2,15.0,11.0,0.7333333333333333,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,12.0,52.0,2.363636363636364,33.1,33.8,1.5363636363636362,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-3),L (-3)
42.0,30.0,2023-01-14,32-183,POR,DAL,1,29.28333333333333,11.0,20.0,.550,4.0,11.0,.364,10,10.0,1.000,0.0,5.0,5.0,10.0,0.0,0.0,1.0,2.0,36.0,33.1,+12,9.0,7.0,0.7777777777777778,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,20.0,83.0,3.772727272727273,29.1,68.69999999999999,3.122727272727272,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,,
43.0,31.0,2023-01-15,32-184,POR,DAL,1,36.86666666666667,10.0,17.0,.588,4.0,9.0,.444,16,16.0,1.000,0.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,40.0,36.8,+25,8.0,6.0,0.75,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,16.0,62.0,2.8181818181818183,30.4,63.1,2.868181818181818,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-6),L (-6)
44.0,32.0,2023-01-17,32-186,POR,DEN,1,34.43333333333333,12.0,20.0,.600,6.0,12.0,.500,14,14.0,1.000,0.0,3.0,3.0,8.0,0.0,0.0,2.0,4.0,44.0,37.7,-20,8.0,6.0,0.75,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,19.0,43.0,1.9545454545454544,32.099999999999994,40.1,1.8227272727272728,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+17),W (+17)
45.0,33.0,2023-01-19,32-188,POR,PHI,1,39.88333333333333,6.0,21.0,.286,3.0,13.0,.231,10,10.0,1.000,1.0,5.0,6.0,11.0,2.0,2.0,6.0,1.0,25.0,19.6,-4,8.0,3.0,0.375,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,9.0,53.0,2.409090909090909,15.599999999999998,38.9,1.768181818181818,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+17),W (+17)
46.0,34.0,2023-01-22,32-191,POR,LAL,1,39.98333333333333,5.0,17.0,.294,3.0,13.0,.231,11,13.0,.846,1.0,5.0,6.0,10.0,0.0,0.0,1.0,2.0,24.0,20.7,-13,4.0,2.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,9.0,65.0,2.9545454545454546,16.300000000000004,53.89999999999999,2.45,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-9),L (-9)
47.0,35.0,2023-01-23,32-192,POR,SAS,1,30.716666666666665,12.0,19.0,.632,7.0,11.0,.636,6,6.0,1.000,0.0,1.0,1.0,12.0,1.0,0.0,3.0,2.0,37.0,34.4,+6,8.0,5.0,0.625,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,23.0,78.0,3.5454545454545454,32.0,103.3,4.695454545454545,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-10),L (-10)
