Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,9.0,2022-11-09,23-154,POR,CHO,1.0,33.15,7.0,18.0,0.389,2.0,9.0,0.222,3.0,6.0,0.5,0.0,3.0,3.0,6.0,2.0,0.0,0.0,1.0,19.0,14.7,-7.0,9.0,5.0,0.5555555555555556,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,6.0,67.0,3.0454545454545454,13.499999999999996,59.3,2.6954545454545453,0.1404452091622755,W (+10),W (+10)
12.0,10.0,2022-11-10,23-155,POR,NOP,1.0,36.86666666666667,5.0,18.0,0.278,5.0,13.0,0.385,8.0,8.0,1.0,1.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,23.0,16.9,13.0,5.0,0.0,0.0,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,5.0,64.0,2.909090909090909,13.7,53.2,2.4181818181818184,0.1404452091622755,W (+11),W (+11)
13.0,11.0,2022-11-12,23-157,POR,DAL,1.0,39.36666666666667,9.0,20.0,0.45,5.0,11.0,0.455,1.0,2.0,0.5,0.0,7.0,7.0,2.0,0.0,0.0,2.0,3.0,24.0,13.5,5.0,9.0,4.0,0.4444444444444444,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,9.0,81.0,3.6818181818181817,13.1,87.40000000000002,3.9727272727272736,0.1404452091622755,L (-5),L (-5)
14.0,12.0,2022-11-15,23-160,POR,SAS,1.0,33.8,7.0,16.0,0.438,5.0,10.0,0.5,4.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,23.0,15.5,-1.0,6.0,2.0,0.3333333333333333,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,7.0,74.0,3.363636363636364,13.9,81.5,3.704545454545455,0.1404452091622755,W (+7),W (+7)
15.0,13.0,2022-11-17,23-162,POR,BRK,1.0,29.383333333333333,8.0,20.0,0.4,4.0,9.0,0.444,4.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,24.0,16.1,-19.0,11.0,4.0,0.3636363636363636,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,5.0,53.0,2.409090909090909,14.499999999999998,55.00000000000001,2.5000000000000004,0.1404452091622755,L (-2),L (-2)
16.0,14.0,2022-11-19,23-164,POR,UTA,1.0,35.833333333333336,7.0,19.0,0.368,4.0,13.0,0.308,5.0,6.0,0.833,1.0,7.0,8.0,7.0,4.0,1.0,3.0,3.0,23.0,20.3,7.0,6.0,3.0,0.5,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,15.0,62.0,2.8181818181818183,18.300000000000008,63.6,2.890909090909091,0.1404452091622755,L (-5),L (-5)
17.0,15.0,2022-11-21,23-166,POR,MIL,1.0,37.03333333333333,12.0,23.0,0.522,3.0,11.0,0.273,2.0,2.0,1.0,0.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,29.0,21.6,-10.0,12.0,9.0,0.75,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,13.0,37.0,1.681818181818182,20.8,34.79999999999998,1.5818181818181811,0.1404452091622755,L (-8),L (-8)
18.0,16.0,2022-11-23,23-168,POR,CLE,1.0,38.06666666666667,6.0,18.0,0.333,4.0,9.0,0.444,4.0,4.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,5.0,3.0,20.0,8.4,1.0,9.0,2.0,0.2222222222222222,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,1.0,75.0,3.409090909090909,6.800000000000001,63.9,2.9045454545454543,0.1404452091622755,L (-18),L (-18)
19.0,17.0,2022-11-25,23-170,POR,NYK,1.0,46.96666666666667,13.0,25.0,0.52,4.0,13.0,0.308,8.0,8.0,1.0,0.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,38.0,30.0,16.0,12.0,9.0,0.75,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,14.0,57.0,2.590909090909091,26.800000000000008,64.89999999999999,2.95,0.1404452091622755,W (+3),W (+3)
20.0,18.0,2022-11-27,23-172,POR,BRK,1.0,39.56666666666667,4.0,14.0,0.286,4.0,10.0,0.4,3.0,4.0,0.75,0.0,1.0,1.0,6.0,1.0,0.0,2.0,1.0,15.0,9.5,-16.0,4.0,0.0,0.0,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,3.0,63.0,2.863636363636364,8.300000000000002,76.09999999999998,3.459090909090908,0.1404452091622755,L (-14),L (-14)
21.0,19.0,2022-11-29,23-174,POR,LAC,1.0,43.06666666666667,13.0,24.0,0.542,9.0,16.0,0.563,2.0,3.0,0.667,0.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,37.0,27.5,-4.0,8.0,4.0,0.5,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,17.0,70.0,3.1818181818181817,26.700000000000006,58.6,2.663636363636364,0.1404452091622755,,
22.0,20.0,2022-11-30,23-175,POR,LAL,1.0,38.833333333333336,9.0,22.0,0.409,2.0,7.0,0.286,2.0,2.0,1.0,1.0,3.0,4.0,8.0,1.0,0.0,0.0,2.0,22.0,17.6,-10.0,15.0,7.0,0.4666666666666667,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,11.0,81.0,3.6818181818181817,16.799999999999997,60.2,2.7363636363636363,0.1404452091622755,L (-6),L (-6)
23.0,21.0,2022-12-03,23-178,POR,UTA,1.0,41.11666666666667,15.0,25.0,0.6,7.0,12.0,0.583,8.0,8.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,7.0,3.0,45.0,31.1,5.0,13.0,8.0,0.6153846153846154,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,14.0,49.0,2.227272727272727,27.89999999999999,52.19999999999999,2.372727272727272,0.1404452091622755,L (-19),L (-19)
24.0,22.0,2022-12-04,23-179,POR,IND,1.0,35.71666666666667,8.0,14.0,0.571,5.0,9.0,0.556,1.0,1.0,1.0,0.0,3.0,3.0,6.0,1.0,0.0,1.0,2.0,22.0,19.7,-8.0,5.0,3.0,0.6,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,16.0,67.0,3.0454545454545454,19.3,64.30000000000001,2.9227272727272733,0.1404452091622755,W (+5),W (+5)
