Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-19,23-133,POR,SAC,1.0,35.85,9.0,22.0,0.409,3.0,10.0,0.3,1.0,2.0,0.5,0.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,22.0,13.3,-1.0,12.0,6.0,0.5,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,5.0,95.0,4.318181818181818,12.9,96.2,4.372727272727273,0.1404452091622755,W (+7),W (+7)
2.0,2.0,2022-10-21,23-135,POR,PHO,1.0,42.0,5.0,17.0,0.294,2.0,8.0,0.25,4.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,4.0,2.0,16.0,6.1,2.0,9.0,3.0,0.3333333333333333,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,-2.0,81.0,3.6818181818181817,4.499999999999998,81.89999999999998,3.722727272727272,0.1404452091622755,W (+2),W (+2)
3.0,3.0,2022-10-23,23-137,POR,LAL,1.0,35.78333333333333,5.0,17.0,0.294,0.0,6.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,5.0,12.0,-2.2,2.0,11.0,5.0,0.4545454545454545,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,-8.0,109.0,4.954545454545454,-2.999999999999999,99.2,4.509090909090909,0.1404452091622755,W (+2),W (+2)
4.0,4.0,2022-10-24,23-138,POR,DEN,1.0,35.583333333333336,11.0,17.0,0.647,7.0,12.0,0.583,0.0,0.0,,0.0,3.0,3.0,5.0,1.0,1.0,1.0,0.0,29.0,26.6,14.0,5.0,4.0,0.8,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,21.0,88.0,4.0,26.6,93.0,4.227272727272728,0.1404452091622755,W (+25),W (+25)
5.0,5.0,2022-10-26,23-140,POR,MIA,1.0,29.65,5.0,12.0,0.417,3.0,8.0,0.375,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,4.0,14.0,3.6,-15.0,4.0,2.0,0.5,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,0.0,56.0,2.5454545454545454,3.200000000000003,63.900000000000006,2.9045454545454548,0.1404452091622755,L (-21),L (-21)
6.0,6.0,2022-10-28,23-142,POR,HOU,1.0,37.85,10.0,20.0,0.5,7.0,15.0,0.467,3.0,3.0,1.0,1.0,4.0,5.0,7.0,1.0,1.0,3.0,3.0,30.0,24.3,18.0,5.0,3.0,0.6,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,18.0,100.0,4.545454545454546,23.10000000000001,104.0,4.727272727272728,0.1404452091622755,W (+14),W (+14)
7.0,7.0,2022-11-02,23-147,POR,MEM,1.0,39.88333333333333,10.0,21.0,0.476,4.0,11.0,0.364,7.0,8.0,0.875,0.0,3.0,3.0,8.0,0.0,0.0,4.0,3.0,31.0,21.2,5.0,10.0,6.0,0.6,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,9.0,53.0,2.409090909090909,18.4,49.6,2.2545454545454544,0.1404452091622755,L (-5),L (-5)
8.0,,2022-11-04,23-149,POR,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,,88.0,4.0,0.0,87.60000000000001,3.9818181818181824,0.1404452091622755,W (+2),W (+2)
9.0,,2022-11-05,23-150,POR,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,,40.0,1.818181818181818,0.0,39.900000000000006,1.813636363636364,0.1404452091622755,L (-20),L (-20)
10.0,8.0,2022-11-07,23-152,POR,MIA,1.0,31.566666666666663,9.0,20.0,0.45,4.0,12.0,0.333,3.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,25.0,15.0,-1.0,8.0,5.0,0.625,1,51,60,15,15,39,5,55,9,49,4,27,48,30,40,61,6,46,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,1.0,0.8793103448275862,0.7692307692307693,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.873015873015873,0.4736842105263157,0.6447368421052632,1.0,0.9310344827586208,0.9230769230769232,0.75,0.7407407407407407,0.0,0.7625,0.0,1.0,0.7419354838709677,6,8,10,3,40.0,74.0,63.0,71.0,20.0,0.0952380952380952,0.2,0.0,0.1408450704225352,0.15,22,4.0,63.0,2.863636363636364,13.8,64.10000000000001,2.913636363636364,0.1404452091622755,W (+3),W (+3)
