Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
24.0,21.0,2022-12-04,28-103,POR,IND,1,27.766666666666666,7.0,12.0,.583,2.0,3.0,.667,3,7.0,.429,1.0,5.0,6.0,4.0,1.0,1.0,1.0,2.0,19.0,16.7,+2,9.0,5.0,0.5555555555555556,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,11.0,72.0,3.272727272727273,15.5,68.10000000000001,3.0954545454545457,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+5),W (+5)
25.0,22.0,2022-12-08,28-107,POR,DEN,1,31.23333333333333,9.0,10.0,.900,2.0,3.0,.667,1,1.0,1.000,1.0,8.0,9.0,2.0,2.0,2.0,3.0,5.0,21.0,20.5,+10,7.0,7.0,1.0,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,22.0,75.0,3.409090909090909,20.1,77.50000000000001,3.5227272727272734,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+16),W (+16)
26.0,23.0,2022-12-10,28-109,POR,MIN,1,26.25,3.0,6.0,.500,0.0,2.0,.000,2,4.0,.500,3.0,12.0,15.0,2.0,0.0,2.0,2.0,4.0,8.0,9.1,-8,4.0,3.0,0.75,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,15.0,49.0,2.227272727272727,8.299999999999997,67.70000000000002,3.077272727272728,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-1),L (-1)
27.0,24.0,2022-12-12,28-111,POR,MIN,1,25.166666666666668,4.0,8.0,.500,0.0,2.0,.000,6,9.0,.667,2.0,14.0,16.0,4.0,1.0,0.0,2.0,4.0,14.0,14.6,+11,6.0,4.0,0.6666666666666666,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,16.0,81.0,3.6818181818181817,12.2,93.7,4.259090909090909,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+6),W (+6)
28.0,25.0,2022-12-14,28-113,POR,SAS,1,30.48333333333333,5.0,8.0,.625,0.0,1.0,.000,5,7.0,.714,2.0,5.0,7.0,6.0,0.0,1.0,2.0,4.0,15.0,14.8,+3,7.0,5.0,0.7142857142857143,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,12.0,89.0,4.045454545454546,12.799999999999995,93.5,4.25,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+21),W (+21)
29.0,26.0,2022-12-16,28-115,POR,DAL,1,21.883333333333333,6.0,8.0,.750,1.0,1.0,1.000,3,5.0,.600,2.0,4.0,6.0,1.0,1.0,0.0,2.0,4.0,16.0,12.7,-3,7.0,5.0,0.7142857142857143,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,9.0,60.0,2.727272727272727,11.499999999999996,57.3,2.6045454545454545,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+16),W (+16)
30.0,27.0,2022-12-17,28-116,POR,HOU,1,26.9,6.0,11.0,.545,1.0,1.0,1.000,1,2.0,.500,1.0,4.0,5.0,2.0,0.0,1.0,2.0,5.0,14.0,8.3,+21,10.0,5.0,0.5,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,7.0,56.0,2.5454545454545454,7.899999999999995,71.80000000000001,3.263636363636364,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-20),L (-20)
31.0,,2022-12-19,28-118,POR,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,73.0,3.3181818181818183,0.0,83.70000000000002,3.804545454545455,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+12),W (+12)
32.0,28.0,2022-12-21,28-120,POR,OKC,1,22.65,5.0,7.0,.714,1.0,2.0,.500,1,2.0,.500,1.0,5.0,6.0,4.0,1.0,0.0,1.0,1.0,12.0,13.3,+5,5.0,4.0,0.8,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,13.0,68.0,3.090909090909091,12.9,61.6,2.8000000000000003,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-2),L (-2)
33.0,29.0,2022-12-23,28-122,POR,DEN,1,21.45,4.0,10.0,.400,1.0,2.0,.500,2,4.0,.500,2.0,5.0,7.0,3.0,1.0,2.0,4.0,6.0,11.0,5.8,-4,8.0,3.0,0.375,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,6.0,49.0,2.227272727272727,5.0,59.900000000000006,2.722727272727273,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-3),L (-3)
34.0,30.0,2022-12-26,28-125,POR,CHO,1,35.65,8.0,12.0,.667,5.0,7.0,.714,7,10.0,.700,2.0,13.0,15.0,6.0,2.0,3.0,4.0,4.0,28.0,29.6,+20,5.0,3.0,0.6,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,28.0,68.0,3.090909090909091,26.800000000000004,59.29999999999998,2.695454545454545,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-13),L (-13)
35.0,,2022-12-30,28-129,POR,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,70.0,3.1818181818181817,0.0,68.7,3.122727272727273,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+11),W (+11)
36.0,31.0,2023-01-02,28-132,POR,DET,1,13.6,1.0,3.0,.333,0.0,1.0,.000,1,2.0,.500,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,+14,2.0,1.0,0.5,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,0.0,81.0,3.6818181818181817,-0.3999999999999994,97.3,4.422727272727273,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-6),L (-6)
37.0,32.0,2023-01-04,28-134,POR,MIN,1,25.466666666666665,4.0,10.0,.400,0.0,3.0,.000,2,5.0,.400,3.0,5.0,8.0,3.0,1.0,3.0,4.0,6.0,10.0,5.8,+7,7.0,4.0,0.5714285714285714,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,6.0,45.0,2.0454545454545454,4.999999999999998,62.3,2.8318181818181816,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+29),W (+29)
38.0,33.0,2023-01-06,28-136,POR,IND,1,32.916666666666664,6.0,15.0,.400,1.0,4.0,.250,1,1.0,1.000,4.0,15.0,19.0,4.0,1.0,1.0,2.0,4.0,14.0,14.1,-14,11.0,5.0,0.4545454545454545,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,21.0,24.0,1.0909090909090908,13.7,34.00000000000001,1.545454545454546,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-7),L (-7)
39.0,34.0,2023-01-08,28-138,POR,TOR,1,37.88333333333333,5.0,9.0,.556,0.0,2.0,.000,4,6.0,.667,4.0,14.0,18.0,4.0,1.0,1.0,4.0,4.0,14.0,14.8,-7,7.0,5.0,0.7142857142857143,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,19.0,36.0,1.6363636363636365,13.199999999999996,38.89999999999999,1.768181818181818,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-9),L (-9)
40.0,35.0,2023-01-10,28-140,POR,ORL,1,34.083333333333336,7.0,14.0,.500,1.0,4.0,.250,7,9.0,.778,4.0,6.0,10.0,1.0,4.0,2.0,5.0,5.0,22.0,17.9,-1,10.0,6.0,0.6,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,11.0,44.0,2.0,15.100000000000009,53.8,2.4454545454545453,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-12),L (-12)
41.0,36.0,2023-01-12,28-142,POR,CLE,1,32.2,6.0,10.0,.600,0.0,3.0,.000,0,1.0,.000,1.0,11.0,12.0,4.0,1.0,0.0,4.0,5.0,12.0,8.8,+1,7.0,6.0,0.8571428571428571,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,14.0,50.0,2.272727272727273,8.799999999999999,58.1,2.640909090909091,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-3),L (-3)
42.0,37.0,2023-01-14,28-144,POR,DAL,1,22.716666666666665,9.0,15.0,.600,3.0,5.0,.600,1,1.0,1.000,2.0,9.0,11.0,3.0,1.0,0.0,3.0,3.0,22.0,18.1,+11,10.0,6.0,0.6,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,18.0,85.0,3.863636363636364,17.7,80.1,3.64090909090909,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,,
43.0,38.0,2023-01-15,28-145,POR,DAL,1,20.116666666666667,5.0,8.0,.625,2.0,4.0,.500,8,8.0,1.000,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,20.0,18.8,+26,4.0,3.0,0.75,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,12.0,66.0,3.0,15.6,77.9,3.540909090909091,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-6),L (-6)
44.0,39.0,2023-01-17,28-147,POR,DEN,1,29.2,2.0,9.0,.222,1.0,4.0,.250,1,1.0,1.000,2.0,8.0,10.0,2.0,0.0,2.0,4.0,5.0,6.0,1.1,-21,5.0,1.0,0.2,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,6.0,56.0,2.5454545454545454,0.7000000000000002,71.49999999999999,3.25,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+17),W (+17)
45.0,40.0,2023-01-19,28-149,POR,PHI,1,23.85,2.0,10.0,.200,0.0,3.0,.000,0,0.0,,5.0,6.0,11.0,0.0,1.0,0.0,1.0,5.0,4.0,1.1,-13,7.0,2.0,0.2857142857142857,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,5.0,57.0,2.590909090909091,1.1000000000000014,53.4,2.4272727272727272,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,W (+17),W (+17)
46.0,41.0,2023-01-22,28-152,POR,LAL,1,15.8,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,-9,3.0,1.0,0.3333333333333333,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,3.0,71.0,3.227272727272727,-4.440892098500626e-16,70.19999999999997,3.1909090909090896,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-9),L (-9)
47.0,42.0,2023-01-23,28-153,POR,SAS,1,26.933333333333334,10.0,14.0,.714,2.0,4.0,.500,3,5.0,.600,2.0,9.0,11.0,7.0,3.0,0.0,3.0,3.0,25.0,26.2,+3,10.0,8.0,0.8,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,24.0,77.0,3.5,25.000000000000004,110.3,5.013636363636364,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-10),L (-10)
48.0,43.0,2023-01-25,28-155,POR,UTA,1,18.183333333333334,4.0,10.0,.400,1.0,3.0,.333,1,1.0,1.000,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,10.0,8.2,+7,7.0,3.0,0.4285714285714285,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,7.0,97.0,4.409090909090909,7.8,103.9,4.722727272727273,17.3,2.7,0.1,-0.6,0.7,0.0746316808258952,0.589,0.236,0.38,0.7,1.2,L (-9),L (-9)
