Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Olivier Sarr,Shared Games with Shaedon Sharpe,Shared Games with Shaquille Harrison,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford
34,34,32,2022-12-26,27-295,POR,,CHO,W (+11),1,37.983333333333334,4.0,8.0,.500,0.0,2.0,.000,3,3,1.000,0,13,13,3,1,0,1,3,11,11.8,+18,6.0,4.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
35,35,33,2022-12-30,27-299,POR,@,GSW,L (-6),1,41.05,4.0,7.0,.571,1.0,2.0,.500,3,7,.429,5,6,11,7,0,1,2,5,12,14.0,-10,5.0,3.0,0.6,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
36,36,34,2023-01-02,27-302,POR,,DET,W (+29),1,28.0,2.0,5.0,.400,0.0,0.0,,2,2,1.000,0,6,6,7,0,0,2,2,6,7.2,+27,5.0,2.0,0.4,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
37,37,35,2023-01-04,27-304,POR,@,MIN,L (-7),1,33.06666666666667,0.0,4.0,.000,0.0,2.0,.000,1,2,.500,0,2,2,4,1,2,2,0,1,1.6,-5,2.0,0.0,0.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
38,38,36,2023-01-06,27-306,POR,@,IND,L (-9),1,35.71666666666667,4.0,4.0,1.000,2.0,2.0,1.000,2,2,1.000,2,8,10,8,1,0,2,2,12,18.4,-3,2.0,2.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
39,39,37,2023-01-08,27-308,POR,@,TOR,L (-12),1,39.016666666666666,7.0,12.0,.583,1.0,3.0,.333,3,3,1.000,1,7,8,3,1,0,3,4,18,13.7,+6,9.0,6.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
40,40,38,2023-01-10,27-310,POR,,ORL,L (-3),1,32.65,3.0,5.0,.600,0.0,2.0,.000,1,1,1.000,6,7,13,5,2,0,1,5,7,13.5,-1,3.0,3.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
42,41,39,2023-01-12,27-312,POR,,CLE,L (-6),1,34.28333333333333,1.0,5.0,.200,0.0,1.0,.000,3,4,.750,0,7,7,3,1,0,2,3,5,3.5,-11,4.0,1.0,0.25,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
43,42,40,2023-01-14,27-314,POR,,DAL,W (+17),1,27.2,5.0,8.0,.625,1.0,3.0,.333,0,1,.000,0,4,4,6,0,0,1,0,11,11.4,+15,5.0,4.0,0.8,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
44,43,41,2023-01-15,27-315,POR,,DAL,W (+17),1,29.033333333333335,3.0,11.0,.273,1.0,6.0,.167,1,2,.500,3,9,12,1,0,2,1,3,8,5.8,+22,5.0,2.0,0.4,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
45,44,42,2023-01-17,27-317,POR,@,DEN,L (-9),1,29.316666666666666,2.0,5.0,.400,0.0,2.0,.000,0,0,,0,6,6,4,0,0,1,2,4,4.1,-22,3.0,2.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
46,45,43,2023-01-19,27-319,POR,,PHI,L (-10),1,34.75,2.0,6.0,.333,1.0,2.0,.500,3,6,.500,3,4,7,2,0,0,1,4,8,5.5,-13,4.0,1.0,0.25,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
47,46,44,2023-01-22,27-322,POR,,LAL,L (-9),1,32.916666666666664,4.0,8.0,.500,2.0,5.0,.400,3,4,.750,3,7,10,7,2,0,2,3,13,16.5,-4,3.0,2.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
48,47,45,2023-01-23,27-323,POR,,SAS,W (+20),1,26.066666666666666,4.0,5.0,.800,0.0,1.0,.000,1,1,1.000,0,5,5,4,1,0,0,3,9,11.2,+8,4.0,4.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
49,48,46,2023-01-25,27-325,POR,,UTA,W (+10),1,9.25,0.0,1.0,.000,0.0,0.0,,0,0,,0,2,2,1,1,0,1,0,0,0.6,-6,1.0,0.0,0.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
50,49,,2023-01-28,27-328,POR,,TOR,L (-18),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
51,50,47,2023-01-30,27-330,POR,,ATL,W (+4),1,34.833333333333336,4.0,6.0,.667,0.0,2.0,.000,1,2,.500,2,10,12,5,0,1,0,4,9,13.0,-5,4.0,4.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
52,51,48,2023-02-01,27-332,POR,@,MEM,W (+10),1,31.833333333333332,0.0,4.0,.000,0.0,2.0,.000,0,0,,0,2,2,2,0,0,1,2,0,-2.6,+1,2.0,0.0,0.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
53,52,49,2023-02-03,27-334,POR,@,WAS,W (+8),1,39.1,9.0,13.0,.692,1.0,5.0,.200,2,2,1.000,3,6,9,2,1,0,1,3,21,19.6,+15,8.0,8.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
54,53,50,2023-02-04,27-335,POR,@,CHI,L (-8),1,33.5,5.0,13.0,.385,0.0,5.0,.000,3,4,.750,3,9,12,5,1,0,1,0,13,13.8,+5,8.0,5.0,0.625,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
55,54,51,2023-02-06,27-337,POR,,MIL,L (-19),1,25.883333333333333,5.0,8.0,.625,2.0,4.0,.500,2,3,.667,0,8,8,0,1,0,1,2,14,11.6,-7,4.0,3.0,0.75,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
56,55,,2023-02-08,27-339,POR,,GSW,W (+3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
57,56,,2023-02-10,27-341,NYK,@,PHI,L (-11),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
58,57,52,2023-02-11,27-342,NYK,,UTA,W (+6),0,25.65,3.0,6.0,.500,2.0,3.0,.667,3,4,.750,4,3,7,4,4,0,1,4,11,15.5,+5,3.0,1.0,0.3333333333333333,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
59,58,53,2023-02-13,27-344,NYK,,BRK,W (+18),0,27.9,10.0,14.0,.714,4.0,6.0,.667,3,4,.750,0,4,4,2,1,0,0,4,27,22.8,+25,8.0,6.0,0.75,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
60,59,54,2023-02-15,27-346,NYK,@,ATL,W (+21),0,24.483333333333334,5.0,9.0,.556,3.0,5.0,.600,0,0,,1,4,5,2,0,1,1,2,13,10.9,+11,4.0,2.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
61,60,55,2023-02-24,27-355,NYK,@,WAS,W (+6),0,27.416666666666668,2.0,6.0,.333,0.0,1.0,.000,1,2,.500,2,4,6,4,0,0,2,2,5,3.8,0,5.0,2.0,0.4,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
63,61,56,2023-02-25,27-356,NYK,,NOP,W (+22),0,25.516666666666666,5.0,6.0,.833,1.0,1.0,1.000,4,5,.800,1,4,5,2,0,2,2,1,15,14.7,+10,5.0,4.0,0.8,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
64,62,57,2023-02-27,27-358,NYK,,BOS,W (+15),0,26.75,5.0,8.0,.625,2.0,3.0,.667,0,0,,1,4,5,5,2,0,1,0,12,14.8,+15,5.0,3.0,0.6,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
65,63,58,2023-03-01,27-360,NYK,,BRK,W (+24),0,25.933333333333334,2.0,3.0,.667,0.0,1.0,.000,0,0,,0,4,4,5,2,1,1,4,4,7.5,+30,2.0,2.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
66,64,59,2023-03-03,27-362,NYK,@,MIA,W (+2),0,32.65,2.0,3.0,.667,0.0,0.0,,1,3,.333,1,6,7,3,2,1,3,5,5,5.2,+16,3.0,2.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
67,65,60,2023-03-05,27-364,NYK,@,BOS,W (+2),0,39.766666666666666,3.0,5.0,.600,1.0,2.0,.500,3,5,.600,0,8,8,2,0,0,2,5,10,6.7,-2,3.0,2.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
68,66,61,2023-03-07,28-001,NYK,,CHO,L (-7),0,32.85,3.0,5.0,.600,1.0,1.0,1.000,3,4,.750,2,6,8,2,0,0,1,3,10,9.7,-1,4.0,2.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
69,67,62,2023-03-09,28-003,NYK,@,SAC,L (-5),0,32.1,3.0,4.0,.750,1.0,1.0,1.000,2,2,1.000,8,7,15,7,3,0,3,1,9,19.6,+2,3.0,2.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
