Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
47.0,46.0,2023-01-23,19-238,POR,SAS,0.0,27.066666666666663,8.0,12.0,0.667,3.0,4.0,0.75,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,19.0,13.9,26.0,8.0,5.0,0.625,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,10.0,91.0,4.136363636363637,13.9,121.4,5.5181818181818185,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-10),L (-10)
48.0,47.0,2023-01-25,19-240,POR,UTA,0.0,17.566666666666666,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,5.0,3.8,1.0,2.0,1.0,0.5,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,5.0,99.0,4.5,3.8,107.9,4.904545454545455,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-9),L (-9)
49.0,48.0,2023-01-28,19-243,POR,TOR,0.0,19.03333333333333,2.0,4.0,0.5,0.0,2.0,0.0,2.0,3.0,0.667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,5.6,5.0,2.0,2.0,1.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,2.0,69.0,3.136363636363636,4.799999999999999,75.9,3.45,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+20),W (+20)
50.0,49.0,2023-01-30,19-245,POR,ATL,0.0,24.45,4.0,9.0,0.444,1.0,4.0,0.25,1.0,2.0,0.5,0.0,4.0,4.0,1.0,0.0,1.0,2.0,4.0,10.0,3.9,5.0,5.0,3.0,0.6,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,3.0,72.0,3.272727272727273,3.4999999999999982,80.4,3.654545454545455,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+10),W (+10)
51.0,50.0,2023-02-01,19-247,POR,MEM,0.0,19.4,3.0,6.0,0.5,3.0,5.0,0.6,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,9.0,5.4,11.0,1.0,0.0,0.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,5.0,75.0,3.409090909090909,5.4,87.3,3.968181818181818,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-18),L (-18)
52.0,51.0,2023-02-03,19-249,POR,WAS,0.0,20.08333333333333,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,4.6,0.0,1.0,1.0,1.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,5.0,90.0,4.090909090909091,4.6,76.60000000000002,3.481818181818183,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+4),W (+4)
53.0,52.0,2023-02-04,19-250,POR,CHI,0.0,17.166666666666668,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,4.6,-12.0,3.0,2.0,0.6666666666666666,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,3.0,50.0,2.272727272727273,4.599999999999999,67.6,3.0727272727272723,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+10),W (+10)
54.0,53.0,2023-02-06,19-252,POR,MIL,0.0,24.066666666666663,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,-2.2,-15.0,1.0,0.0,0.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,-1.0,42.0,1.9090909090909087,-2.2,51.4,2.3363636363636364,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+8),W (+8)
55.0,54.0,2023-02-08,19-254,POR,GSW,0.0,21.516666666666666,5.0,7.0,0.714,1.0,2.0,0.5,2.0,2.0,1.0,3.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,13.0,13.1,11.0,5.0,4.0,0.8,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,11.0,84.0,3.8181818181818175,12.3,88.5,4.0227272727272725,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-8),L (-8)
56.0,55.0,2023-02-10,19-256,POR,OKC,0.0,28.58333333333333,5.0,8.0,0.625,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,13.0,15.2,-6.0,4.0,2.0,0.5,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,14.0,70.0,3.1818181818181817,15.199999999999998,70.09999999999998,3.186363636363636,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-19),L (-19)
57.0,56.0,2023-02-13,19-259,POR,LAL,0.0,25.566666666666663,6.0,10.0,0.6,3.0,5.0,0.6,0.0,0.0,,0.0,5.0,5.0,4.0,3.0,0.0,0.0,2.0,15.0,16.9,19.0,5.0,3.0,0.6,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,17.0,69.0,3.136363636363636,16.9,82.19999999999999,3.736363636363636,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+3),W (+3)
58.0,57.0,2023-02-14,19-260,POR,WAS,0.0,28.23333333333333,5.0,9.0,0.556,2.0,5.0,0.4,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,10.7,-10.0,4.0,3.0,0.75,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,5.0,48.0,2.1818181818181817,9.899999999999997,58.39999999999999,2.6545454545454543,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-9),L (-9)
59.0,58.0,2023-02-23,19-269,POR,SAC,0.0,22.366666666666667,4.0,14.0,0.286,1.0,5.0,0.2,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,2.0,4.0,9.0,0.2,-21.0,9.0,3.0,0.3333333333333333,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,-2.0,94.0,4.2727272727272725,0.1999999999999988,89.00000000000001,4.045454545454546,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+12),W (+12)
60.0,59.0,2023-02-26,19-272,POR,HOU,0.0,13.383333333333333,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,-1.0,-14.0,3.0,2.0,0.6666666666666666,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,-3.0,107.0,4.863636363636363,-1.0,117.6,5.345454545454545,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-25),L (-25)
61.0,60.0,2023-02-28,19-274,POR,GSW,0.0,30.65,6.0,11.0,0.545,1.0,4.0,0.25,0.0,0.0,,1.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,13.0,11.3,-9.0,7.0,5.0,0.7142857142857143,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,9.0,71.0,3.227272727272727,11.3,65.8,2.9909090909090907,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-17),L (-17)
62.0,61.0,2023-03-01,19-275,POR,NOP,0.0,14.466666666666669,1.0,6.0,0.167,0.0,2.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,-1.8,-3.0,4.0,1.0,0.25,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,-2.0,48.0,2.1818181818181817,-1.7999999999999998,57.0,2.590909090909091,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+17),W (+17)
63.0,62.0,2023-03-03,19-277,POR,ATL,0.0,28.116666666666667,3.0,8.0,0.375,1.0,5.0,0.2,2.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,2.0,9.0,9.6,-13.0,3.0,2.0,0.6666666666666666,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,8.0,64.0,2.909090909090909,8.799999999999999,54.3,2.4681818181818183,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,,
64.0,63.0,2023-03-05,19-279,POR,ORL,0.0,20.433333333333334,3.0,6.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,8.0,3.5,-6.0,1.0,1.0,1.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,4.0,78.0,3.5454545454545454,3.499999999999999,87.30000000000001,3.968181818181818,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-18),L (-18)
65.0,64.0,2023-03-06,19-280,POR,DET,0.0,20.683333333333334,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,4.9,-1.0,2.0,2.0,1.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,4.0,84.0,3.8181818181818175,4.099999999999999,86.19999999999999,3.9181818181818175,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-11),L (-11)
66.0,65.0,2023-03-08,19-282,POR,BOS,0.0,25.433333333333334,4.0,8.0,0.5,3.0,6.0,0.5,1.0,3.0,0.333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,12.0,7.4,-8.0,2.0,1.0,0.5,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,3.0,50.0,2.272727272727273,7.0,56.8,2.5818181818181816,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-18),L (-18)
67.0,66.0,2023-03-10,19-284,POR,PHI,0.0,17.233333333333334,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.5,-19.0,0.0,0.0,,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,3.0,96.0,4.363636363636363,2.1000000000000005,95.8,4.354545454545455,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+3),W (+3)
68.0,67.0,2023-03-12,19-286,POR,NOP,0.0,21.65,5.0,7.0,0.714,2.0,3.0,0.667,2.0,3.0,0.667,1.0,3.0,4.0,3.0,0.0,0.0,4.0,2.0,14.0,9.6,-1.0,4.0,3.0,0.75,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,7.0,66.0,3.0,8.799999999999997,56.89999999999999,2.586363636363636,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+6),W (+6)
69.0,68.0,2023-03-14,19-288,POR,NYK,0.0,7.466666666666667,2.0,5.0,0.4,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,3.9,-12.0,1.0,0.0,0.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,3.0,65.0,2.9545454545454546,3.9,76.5,3.477272727272727,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-22),L (-22)
70.0,69.0,2023-03-17,19-291,POR,BOS,0.0,16.783333333333335,3.0,5.0,0.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,7.0,4.7,-4.0,4.0,3.0,0.75,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,5.0,49.0,2.227272727272727,4.299999999999999,57.2,2.6,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-1),L (-1)
