Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
53.0,51.0,2023-02-04,26-003,POR,CHI,1,26.266666666666666,4.0,8.0,.500,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,0.0,0.0,1.0,0.0,2.0,8.0,5.8,-3,7.0,4.0,0.5714285714285714,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,6.0,47.0,2.136363636363636,5.799999999999998,66.39999999999999,3.0181818181818176,0.0557049145069362,W (+10),W (+10)
54.0,52.0,2023-02-06,26-005,POR,MIL,1,25.55,5.0,9.0,.556,0.0,0.0,,0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,1.0,4.0,10.0,7.8,-5,9.0,5.0,0.5555555555555556,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,9.0,32.0,1.4545454545454546,7.799999999999999,41.4,1.8818181818181816,0.0557049145069362,W (+8),W (+8)
55.0,53.0,2023-02-08,26-007,POR,GSW,1,16.816666666666666,5.0,6.0,.833,0.0,0.0,,0,0.0,,3.0,3.0,6.0,1.0,1.0,0.0,1.0,3.0,10.0,10.3,+4,6.0,5.0,0.8333333333333334,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,84.0,3.8181818181818175,10.3,90.5,4.113636363636363,0.0557049145069362,L (-8),L (-8)
56.0,54.0,2023-02-10,26-009,POR,OKC,1,28.5,2.0,2.0,1.000,0.0,0.0,,5,6.0,.833,2.0,6.0,8.0,2.0,0.0,1.0,2.0,3.0,9.0,10.1,+8,2.0,2.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,10.0,74.0,3.363636363636364,8.099999999999998,77.19999999999999,3.5090909090909084,0.0557049145069362,L (-19),L (-19)
57.0,55.0,2023-02-13,26-012,POR,LAL,1,23.78333333333333,3.0,6.0,.500,0.0,0.0,,0,0.0,,3.0,6.0,9.0,1.0,0.0,1.0,0.0,3.0,6.0,7.1,+5,6.0,3.0,0.5,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,75.0,3.409090909090909,7.1000000000000005,92.0,4.181818181818182,0.0557049145069362,W (+3),W (+3)
58.0,56.0,2023-02-14,26-013,POR,WAS,1,27.48333333333333,1.0,4.0,.250,0.0,0.0,,1,2.0,.500,5.0,6.0,11.0,2.0,1.0,4.0,1.0,1.0,3.0,9.3,0,4.0,1.0,0.25,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,14.0,39.0,1.7727272727272727,8.899999999999997,59.39999999999999,2.7,0.0557049145069362,L (-9),L (-9)
59.0,57.0,2023-02-23,26-022,POR,SAC,1,24.08333333333333,4.0,7.0,.571,0.0,0.0,,0,0.0,,4.0,3.0,7.0,3.0,0.0,0.0,0.0,4.0,8.0,8.9,-3,7.0,4.0,0.5714285714285714,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,81.0,3.6818181818181817,8.9,80.30000000000001,3.65,0.0557049145069362,W (+12),W (+12)
60.0,58.0,2023-02-26,26-025,POR,HOU,1,22.4,2.0,2.0,1.000,0.0,0.0,,5,10.0,.500,2.0,6.0,8.0,0.0,1.0,2.0,1.0,4.0,9.0,9.4,+14,2.0,2.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,97.0,4.409090909090909,7.4,109.2,4.963636363636364,0.0557049145069362,L (-25),L (-25)
61.0,59.0,2023-02-28,26-027,POR,GSW,1,25.216666666666665,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,1.0,7.0,8.0,4.0,0.0,0.0,1.0,2.0,5.0,7.1,-5,3.0,2.0,0.6666666666666666,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,69.0,3.136363636363636,6.699999999999998,70.4,3.2,0.0557049145069362,L (-17),L (-17)
62.0,60.0,2023-03-01,26-028,POR,NOP,1,17.666666666666668,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,1.0,0.0,2.0,0.0,4.0,2.0,3.8,-9,1.0,1.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,38.0,1.7272727272727273,3.8,51.400000000000006,2.3363636363636364,0.0557049145069362,W (+17),W (+17)
63.0,61.0,2023-03-03,26-030,POR,ATL,1,22.45,4.0,7.0,.571,0.0,0.0,,0,0.0,,1.0,6.0,7.0,0.0,0.0,1.0,2.0,1.0,8.0,5.5,+2,7.0,4.0,0.5714285714285714,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,65.0,2.9545454545454546,5.499999999999997,57.6,2.618181818181818,0.0557049145069362,,
64.0,62.0,2023-03-05,26-032,POR,ORL,1,26.08333333333333,5.0,6.0,.833,0.0,0.0,,3,4.0,.750,0.0,6.0,6.0,3.0,1.0,0.0,1.0,2.0,13.0,13.5,-6,6.0,5.0,0.8333333333333334,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,12.0,70.0,3.1818181818181817,12.3,78.5,3.5681818181818183,0.0557049145069362,L (-18),L (-18)
65.0,63.0,2023-03-06,26-033,POR,DET,1,19.216666666666665,3.0,3.0,1.000,0.0,0.0,,4,7.0,.571,1.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,10.0,12.2,+11,3.0,3.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,80.0,3.636363636363636,10.599999999999996,79.7,3.622727272727273,0.0557049145069362,L (-11),L (-11)
66.0,64.0,2023-03-08,26-035,POR,BOS,0,14.35,1.0,1.0,1.000,0.0,0.0,,0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,-12,1.0,1.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,45.0,2.0454545454545454,5.0,58.79999999999999,2.6727272727272724,0.0557049145069362,L (-18),L (-18)
67.0,65.0,2023-03-10,26-037,POR,PHI,0,22.116666666666667,2.0,5.0,.400,0.0,0.0,,4,4.0,1.000,1.0,5.0,6.0,1.0,0.0,2.0,1.0,2.0,8.0,7.8,-10,5.0,2.0,0.4,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,92.0,4.181818181818182,6.2,91.7,4.168181818181818,0.0557049145069362,W (+3),W (+3)
68.0,66.0,2023-03-12,26-039,POR,NOP,0,12.433333333333334,3.0,4.0,.750,0.0,0.0,,0,1.0,.000,2.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,6.0,6.9,-10,4.0,3.0,0.75,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,65.0,2.9545454545454546,6.9,58.8,2.6727272727272724,0.0557049145069362,W (+6),W (+6)
69.0,67.0,2023-03-14,26-041,POR,NYK,0,18.0,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,-0.2,-16,1.0,0.0,0.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,3.0,65.0,2.9545454545454546,-0.2000000000000004,80.6,3.663636363636364,0.0557049145069362,L (-22),L (-22)
70.0,68.0,2023-03-17,26-044,POR,BOS,0,18.08333333333333,3.0,3.0,1.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,6.0,5.6,-7,3.0,3.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,47.0,2.136363636363636,5.6000000000000005,55.89999999999999,2.5409090909090906,0.0557049145069362,L (-1),L (-1)
71.0,69.0,2023-03-19,26-046,POR,LAC,0,21.466666666666665,5.0,8.0,.625,0.0,0.0,,0,0.0,,2.0,6.0,8.0,3.0,0.0,1.0,1.0,1.0,10.0,11.0,+6,8.0,5.0,0.625,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,13.0,64.0,2.909090909090909,10.999999999999996,75.00000000000003,3.4090909090909105,0.0557049145069362,L (-17),L (-17)
72.0,70.0,2023-03-22,26-049,POR,UTA,0,5.716666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-7,1.0,1.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,4.0,77.0,3.5,3.0,84.10000000000001,3.822727272727273,0.0557049145069362,L (-16),L (-16)
73.0,71.0,2023-03-24,26-051,POR,CHI,1,24.816666666666663,5.0,7.0,.714,0.0,0.0,,2,2.0,1.000,1.0,6.0,7.0,1.0,2.0,1.0,1.0,1.0,12.0,13.6,-13,7.0,5.0,0.7142857142857143,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,13.0,49.0,2.227272727272727,12.8,57.19999999999998,2.599999999999999,0.0557049145069362,L (-14),L (-14)
74.0,72.0,2023-03-26,26-053,POR,OKC,1,32.75,3.0,6.0,.500,0.0,0.0,,1,2.0,.500,2.0,8.0,10.0,4.0,1.0,6.0,3.0,2.0,7.0,11.6,+7,6.0,3.0,0.5,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,17.0,43.0,1.9545454545454544,11.2,57.10000000000001,2.5954545454545457,0.0557049145069362,L (-15),L (-15)
75.0,73.0,2023-03-27,26-054,POR,NOP,1,23.183333333333334,4.0,8.0,.500,0.0,1.0,.000,4,4.0,1.000,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,12.0,9.3,-17,7.0,4.0,0.5714285714285714,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,4.0,33.0,1.5,7.699999999999999,41.2,1.8727272727272728,0.0557049145069362,W (+12),W (+12)
76.0,74.0,2023-03-29,26-056,POR,SAC,1,25.28333333333333,2.0,12.0,.167,0.0,2.0,.000,1,2.0,.500,4.0,7.0,11.0,5.0,0.0,2.0,2.0,4.0,5.0,3.2,-40,10.0,2.0,0.2,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,39.0,1.7727272727272727,2.8000000000000007,40.3,1.8318181818181816,0.0557049145069362,L (-28),L (-28)
77.0,75.0,2023-03-31,26-058,POR,SAC,1,28.05,7.0,10.0,.700,0.0,0.0,,4,7.0,.571,5.0,5.0,10.0,1.0,2.0,1.0,2.0,3.0,18.0,17.8,,10.0,7.0,0.7,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,13.0,48.0,2.1818181818181817,16.2,41.7,1.8954545454545453,0.0557049145069362,L (-6),L (-6)
78.0,76.0,2023-04-02,26-060,POR,MIN,1,28.6,5.0,11.0,.455,1.0,2.0,.500,1,2.0,.500,1.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,12.0,10.5,-3,9.0,4.0,0.4444444444444444,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,9.0,60.0,2.727272727272727,10.099999999999998,44.69999999999999,2.0318181818181813,0.0557049145069362,L (-34),L (-34)
79.0,77.0,2023-04-04,26-062,POR,MEM,1,31.316666666666663,4.0,11.0,.364,0.0,2.0,.000,0,0.0,,6.0,2.0,8.0,3.0,0.0,4.0,1.0,3.0,8.0,9.4,-9,9.0,4.0,0.4444444444444444,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,42.0,1.9090909090909087,9.400000000000002,47.9,2.1772727272727272,0.0557049145069362,L (-40),L (-40)
