Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
51,50,42,2023-01-30,23-212,OKC,,GSW,L (-8),0,25:26,4.0,7.0,.571,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,10.0,6.4,+7,2.0,2.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,6.0,53.0,3.117647058823529,6.4,69.49999999999999,4.088235294117646
52,51,43,2023-02-01,23-214,OKC,@,HOU,L (-6),1,20:32,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.2,-9,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,0.0,61.0,3.588235294117647,1.2000000000000015,68.99999999999999,4.058823529411764
53,52,44,2023-02-04,23-217,OKC,,HOU,W (+32),0,18:52,6.0,10.0,.600,5.0,8.0,.625,1,1.0,1.000,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,18.0,16.5,+14,2.0,1.0,0.5,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,11.0,93.0,5.470588235294118,16.099999999999998,107.69999999999996,6.335294117647057
54,53,45,2023-02-06,23-219,OKC,@,GSW,L (-27),0,18:20,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0,4.9,-8,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,57.0,3.3529411764705883,4.9,83.39999999999999,4.905882352941176
55,54,46,2023-02-07,23-220,OKC,@,LAL,W (+3),0,23:02,5.0,11.0,.455,5.0,10.0,.500,0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,15.0,12.2,+15,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,11.0,82.0,4.823529411764706,12.199999999999998,94.40000000000002,5.55294117647059
56,55,47,2023-02-10,23-223,OKC,@,POR,W (+9),0,23:09,4.0,5.0,.800,4.0,4.0,1.000,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,12.0,11.7,+18,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,12.0,69.0,4.0588235294117645,11.7,97.79999999999998,5.752941176470587
57,56,48,2023-02-13,23-226,OKC,,NOP,L (-3),0,22:17,6.0,13.0,.462,4.0,11.0,.364,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,16.0,9.2,-16,2.0,2.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,44.0,2.588235294117647,9.2,54.5,3.2058823529411766
58,57,49,2023-02-15,23-228,OKC,,HOU,W (+37),0,16:31,1.0,4.0,.250,1.0,3.0,.333,4,4.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,6.9,+14,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,61.0,3.588235294117647,5.300000000000001,80.49999999999999,4.735294117647058
59,58,50,2023-02-23,23-236,OKC,@,UTA,L (-1),0,21:02,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,2.8,-1,2.0,1.0,0.5,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,54.0,3.176470588235294,2.7999999999999994,76.0,4.470588235294118
60,59,51,2023-02-24,23-237,OKC,@,PHO,L (-9),1,35:48,11.0,17.0,.647,6.0,12.0,.500,0,0.0,,0.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,28.0,21.0,+5,5.0,5.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,18.0,44.0,2.588235294117647,21.0,55.400000000000006,3.258823529411765
61,60,52,2023-02-26,23-239,OKC,,SAC,L (-9),1,27:46,6.0,11.0,.545,4.0,8.0,.500,8,11.0,.727,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,24.0,16.4,-5,3.0,2.0,0.6666666666666666,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,69.0,4.0588235294117645,13.2,78.2,4.6000000000000005
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,0.0,0.0,0.0,0.0,0.0
63,61,53,2023-02-28,23-241,OKC,,SAC,L (-6),1,22:18,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,8.0,8.6,0,1.0,1.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,8.0,45.0,2.647058823529412,8.599999999999998,59.2,3.4823529411764707
64,62,54,2023-03-01,23-242,OKC,,LAL,L (-6),0,29:28,5.0,11.0,.455,3.0,9.0,.333,2,2.0,1.000,0.0,2.0,2.0,3.0,1.0,0.0,1.0,5.0,15.0,10.0,+1,2.0,2.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,7.0,68.0,4.0,9.200000000000005,77.3,4.547058823529412
65,63,55,2023-03-03,23-244,OKC,,UTA,W (+27),1,26:58,6.0,16.0,.375,5.0,13.0,.385,0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,17.0,12.3,+12,3.0,1.0,0.3333333333333333,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,7.0,77.0,4.529411764705882,12.3,90.3,5.311764705882353
66,64,56,2023-03-05,23-246,OKC,,UTA,W (+10),0,25:42,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0,2.5,+5,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,2.0,82.0,4.823529411764706,2.499999999999999,105.6,6.211764705882352
67,65,57,2023-03-07,23-248,OKC,,GSW,W (+9),0,29:39,3.0,7.0,.429,3.0,6.0,.500,0,1.0,.000,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,9.0,4.6,+12,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,1.0,80.0,4.705882352941177,4.599999999999999,99.0,5.823529411764706
68,66,58,2023-03-08,23-249,OKC,@,PHO,L (-31),1,19:16,1.0,8.0,.125,1.0,5.0,.200,3,3.0,1.000,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,2.2,-31,3.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-3.0,44.0,2.588235294117647,1.0000000000000009,55.60000000000001,3.270588235294118
69,67,59,2023-03-11,23-252,OKC,@,NOP,W (+14),0,28:24,3.0,7.0,.429,3.0,7.0,.429,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,9.0,6.8,-1,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,7.0,48.0,2.823529411764706,6.799999999999998,72.30000000000001,4.252941176470589
70,68,60,2023-03-12,23-253,OKC,@,SAS,W (+12),1,28:45,2.0,8.0,.250,1.0,6.0,.167,0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,5.0,2.7,-5,2.0,1.0,0.5,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,67.0,3.941176470588236,2.7,76.49999999999999,4.499999999999999
71,69,61,2023-03-14,23-255,OKC,,BRK,W (+14),0,24:28,2.0,8.0,.250,1.0,5.0,.200,0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,5.0,3.1,+11,3.0,1.0,0.3333333333333333,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,73.0,4.294117647058823,3.1000000000000005,87.6,5.152941176470588
72,70,62,2023-03-16,23-257,OKC,@,TOR,L (-17),0,23:52,4.0,9.0,.444,3.0,5.0,.600,1,1.0,1.000,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,12.0,8.2,-4,4.0,1.0,0.25,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,49.0,2.8823529411764706,7.8,64.10000000000001,3.770588235294118
73,71,63,2023-03-19,23-260,OKC,,PHO,W (+4),0,27:08,6.0,10.0,.600,3.0,7.0,.429,0,0.0,,0.0,5.0,5.0,0.0,1.0,0.0,1.0,3.0,15.0,10.7,+12,3.0,3.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,10.0,61.0,3.588235294117647,10.7,79.59999999999998,4.682352941176469
74,72,64,2023-03-21,23-262,OKC,@,LAC,W (+1),0,26:59,5.0,12.0,.417,2.0,8.0,.250,0,0.0,,2.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,12.0,8.6,+8,4.0,3.0,0.75,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,42.0,2.4705882352941178,8.600000000000003,49.49999999999999,2.9117647058823524
75,73,65,2023-03-23,23-264,OKC,@,LAC,L (-22),0,17:16,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5,-30,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-3.0,55.0,3.235294117647059,-2.5,70.10000000000001,4.123529411764706
76,74,66,2023-03-24,23-265,OKC,@,LAL,L (-5),0,19:47,0.0,3.0,.000,0.0,3.0,.000,2,2.0,1.000,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.5,-11,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-1.0,69.0,4.0588235294117645,-0.2999999999999997,82.30000000000001,4.841176470588236
77,75,67,2023-03-26,23-267,OKC,@,POR,W (+6),0,28:26,5.0,12.0,.417,5.0,10.0,.500,5,5.0,1.000,2.0,5.0,7.0,5.0,2.0,0.0,0.0,2.0,20.0,21.2,+2,2.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,17.0,48.0,2.823529411764706,19.2,67.9,3.994117647058824
78,76,68,2023-03-28,23-269,OKC,,CHO,L (-3),1,31:44,11.0,18.0,.611,6.0,11.0,.545,5,7.0,.714,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,33.0,24.7,+6,7.0,5.0,0.7142857142857143,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,10.0,67.0,3.941176470588236,22.7,77.0,4.529411764705882
79,77,69,2023-03-29,23-270,OKC,,DET,W (+1),1,33:24,4.0,12.0,.333,0.0,7.0,.000,4,5.0,.800,0.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,12.0,2.8,-6,5.0,4.0,0.8,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-3.0,57.0,3.3529411764705883,1.2000000000000002,73.19999999999999,4.305882352941175
80,78,70,2023-03-31,23-272,OKC,@,IND,L (-4),0,24:58,2.0,10.0,.200,0.0,8.0,.000,3,4.0,.750,1.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,7.0,4.3,,2.0,2.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-1.0,65.0,3.823529411764706,3.1,80.6,4.741176470588235
81,79,71,2023-04-02,23-274,OKC,,PHO,L (-10),0,21:37,2.0,6.0,.333,1.0,3.0,.333,2,3.0,.667,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,2.8,-7,3.0,1.0,0.3333333333333333,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-1.0,45.0,2.647058823529412,2.0,67.49999999999999,3.970588235294117
