Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,26,2022-12-14,24-155,OKC,,MIA,L (-2),1,36:22,10.0,20.0,.500,1.0,3.0,.333,6,6.0,1.000,0.0,8.0,8.0,7.0,1.0,0.0,5.0,1.0,27.0,19.9,+10,17.0,9.0,0.5294117647058824,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,12.0,48.0,2.823529411764706,17.5,52.900000000000006,3.1117647058823534
29,29,27,2022-12-16,24-157,OKC,,MIN,L (-2),1,37:49,11.0,23.0,.478,3.0,5.0,.600,10,12.0,.833,1.0,6.0,7.0,5.0,1.0,0.0,5.0,4.0,35.0,22.9,+5,18.0,8.0,0.4444444444444444,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,8.0,39.0,2.294117647058824,18.9,36.79999999999998,2.16470588235294
30,30,,2022-12-17,24-158,OKC,,MEM,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,,69.0,4.0588235294117645,0.0,75.80000000000001,4.458823529411766
31,31,28,2022-12-19,24-160,OKC,,POR,W (+2),1,36:02,10.0,24.0,.417,1.0,1.0,1.000,14,14.0,1.000,0.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,35.0,26.6,-1,23.0,9.0,0.391304347826087,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,6.0,38.0,2.235294117647059,21.0,50.7,2.9823529411764707
32,32,29,2022-12-21,24-162,OKC,,POR,W (+3),1,35:28,8.0,19.0,.421,0.0,3.0,.000,11,13.0,.846,0.0,6.0,6.0,3.0,2.0,1.0,5.0,3.0,27.0,16.5,-1,16.0,8.0,0.5,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,2.0,50.0,2.9411764705882355,12.100000000000009,55.3,3.2529411764705882
33,33,30,2022-12-23,24-164,OKC,,NOP,L (-3),1,43:05,17.0,29.0,.586,3.0,4.0,.750,7,9.0,.778,1.0,9.0,10.0,6.0,2.0,1.0,2.0,4.0,44.0,36.4,-6,25.0,14.0,0.56,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,23.0,41.0,2.411764705882353,33.60000000000001,45.60000000000001,2.6823529411764713
34,34,31,2022-12-27,24-168,OKC,,SAS,W (+16),1,33:24,9.0,14.0,.643,0.0,0.0,,10,11.0,.909,1.0,5.0,6.0,8.0,2.0,4.0,4.0,2.0,28.0,29.2,+11,14.0,9.0,0.6428571428571429,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,19.0,59.0,3.4705882352941178,25.200000000000006,64.39999999999999,3.7882352941176465
35,35,32,2022-12-29,24-170,OKC,@,CHO,L (-8),1,35:59,11.0,23.0,.478,1.0,3.0,.333,5,7.0,.714,2.0,1.0,3.0,5.0,2.0,0.0,2.0,4.0,28.0,19.1,-9,20.0,10.0,0.5,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,6.0,44.0,2.588235294117647,17.099999999999994,52.89999999999999,3.1117647058823525
36,36,33,2022-12-31,24-172,OKC,,PHI,L (-19),1,32:23,4.0,15.0,.267,1.0,2.0,.500,5,8.0,.625,2.0,4.0,6.0,5.0,0.0,0.0,2.0,3.0,14.0,6.8,-17,13.0,3.0,0.2307692307692307,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,0.0,48.0,2.823529411764706,4.799999999999999,52.1,3.0647058823529414
37,37,,2023-01-03,24-175,OKC,,BOS,W (+33),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,,112.0,6.588235294117647,0.0,134.6,7.917647058823529
38,38,34,2023-01-04,24-176,OKC,@,ORL,L (-11),1,35:13,8.0,19.0,.421,0.0,1.0,.000,17,18.0,.944,1.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,33.0,24.4,-3,18.0,8.0,0.4444444444444444,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,3.0,42.0,2.4705882352941178,17.60000000000001,49.1,2.888235294117647
39,39,35,2023-01-06,24-178,OKC,,WAS,W (+17),1,33:09,12.0,23.0,.522,1.0,4.0,.250,5,6.0,.833,0.0,3.0,3.0,4.0,1.0,2.0,0.0,4.0,30.0,22.8,+25,19.0,11.0,0.5789473684210527,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,11.0,78.0,4.588235294117647,20.79999999999999,78.49999999999999,4.617647058823529
40,40,36,2023-01-08,24-180,OKC,,DAL,W (+11),1,36:15,11.0,17.0,.647,0.0,1.0,.000,11,13.0,.846,0.0,5.0,5.0,5.0,1.0,2.0,3.0,5.0,33.0,27.1,+7,16.0,11.0,0.6875,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,13.0,65.0,3.823529411764706,22.7,64.89999999999999,3.8176470588235287
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,,0.0,0.0,0.0,0.0,0.0
42,41,37,2023-01-10,24-182,OKC,@,MIA,L (-1),1,38:39,9.0,18.0,.500,2.0,4.0,.500,6,7.0,.857,0.0,4.0,4.0,4.0,3.0,0.0,6.0,2.0,26.0,16.8,+2,14.0,7.0,0.5,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,6.0,52.0,3.0588235294117645,14.399999999999991,55.2,3.2470588235294118
43,42,38,2023-01-12,24-184,OKC,@,PHI,W (+19),1,34:49,10.0,16.0,.625,1.0,1.0,1.000,16,16.0,1.000,1.0,7.0,8.0,6.0,1.0,2.0,1.0,2.0,37.0,37.4,+11,15.0,9.0,0.6,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,21.0,86.0,5.0588235294117645,31.000000000000007,93.0,5.470588235294118
44,43,39,2023-01-13,24-185,OKC,@,CHI,W (+14),1,33:10,7.0,14.0,.500,0.0,1.0,.000,7,8.0,.875,0.0,5.0,5.0,6.0,4.0,2.0,2.0,3.0,21.0,21.5,+4,13.0,7.0,0.5384615384615384,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,14.0,72.0,4.235294117647059,18.700000000000003,78.39999999999998,4.611764705882352
45,44,40,2023-01-15,24-187,OKC,@,BRK,W (+10),1,35:52,8.0,17.0,.471,1.0,4.0,.250,11,14.0,.786,1.0,6.0,7.0,1.0,1.0,1.0,1.0,0.0,28.0,22.0,0,13.0,7.0,0.5384615384615384,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,6.0,60.0,3.5294117647058822,17.6,64.19999999999999,3.7764705882352936
46,45,41,2023-01-18,24-190,OKC,,IND,W (+20),1,29:47,7.0,17.0,.412,1.0,4.0,.250,8,9.0,.889,1.0,2.0,3.0,6.0,3.0,0.0,2.0,2.0,23.0,19.2,+38,13.0,6.0,0.4615384615384615,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,7.0,105.0,6.176470588235294,15.999999999999996,103.8,6.105882352941176
47,46,42,2023-01-20,24-192,OKC,@,SAC,L (-5),1,37:30,16.0,23.0,.696,2.0,3.0,.667,3,4.0,.750,1.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,37.0,34.5,-10,20.0,14.0,0.7,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,20.0,47.0,2.764705882352941,33.300000000000004,49.99999999999999,2.941176470588235
48,47,43,2023-01-22,24-194,OKC,@,DEN,W (+2),1,37:22,13.0,21.0,.619,1.0,2.0,.500,7,8.0,.875,0.0,5.0,5.0,5.0,0.0,2.0,1.0,2.0,34.0,28.7,+5,19.0,12.0,0.631578947368421,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,16.0,44.0,2.588235294117647,25.9,41.50000000000001,2.4411764705882355
49,48,44,2023-01-25,24-197,OKC,,ATL,L (-5),1,36:29,13.0,22.0,.591,1.0,1.0,1.000,9,10.0,.900,2.0,3.0,5.0,7.0,2.0,2.0,4.0,3.0,36.0,30.8,+9,21.0,12.0,0.5714285714285714,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,16.0,81.0,4.764705882352941,27.2,86.0,5.0588235294117645
50,49,45,2023-01-27,24-199,OKC,,CLE,W (+12),1,35:09,12.0,21.0,.571,1.0,1.0,1.000,10,11.0,.909,2.0,3.0,5.0,8.0,2.0,1.0,0.0,2.0,35.0,34.5,+14,20.0,11.0,0.55,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,19.0,55.0,3.235294117647059,30.500000000000004,56.7,3.335294117647059
51,50,46,2023-01-30,24-202,OKC,,GSW,L (-8),1,36:31,10.0,24.0,.417,1.0,2.0,.500,10,10.0,1.000,0.0,4.0,4.0,7.0,0.0,3.0,5.0,3.0,31.0,20.2,-15,22.0,9.0,0.4090909090909091,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,6.0,53.0,3.117647058823529,16.200000000000006,59.69999999999998,3.511764705882352
52,51,47,2023-02-01,24-204,OKC,@,HOU,L (-6),1,34:01,7.0,23.0,.304,0.0,3.0,.000,10,10.0,1.000,5.0,3.0,8.0,4.0,3.0,0.0,1.0,5.0,24.0,17.9,-7,20.0,7.0,0.35,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,5.0,56.0,3.294117647058824,13.900000000000002,56.3,3.3117647058823527
53,52,48,2023-02-04,24-207,OKC,,HOU,W (+32),1,30:20,14.0,23.0,.609,0.0,2.0,.000,14,15.0,.933,0.0,4.0,4.0,6.0,3.0,2.0,0.0,3.0,42.0,39.7,+38,21.0,14.0,0.6666666666666666,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,19.0,85.0,5.0,34.099999999999994,89.7,5.276470588235294
54,53,49,2023-02-06,24-209,OKC,@,GSW,L (-27),1,29:09,6.0,16.0,.375,0.0,1.0,.000,8,8.0,1.000,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,20.0,12.8,-17,15.0,6.0,0.4,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,0.0,62.0,3.647058823529412,9.6,78.7,4.629411764705883
55,54,50,2023-02-07,24-210,OKC,@,LAL,W (+3),1,37:41,9.0,17.0,.529,1.0,1.0,1.000,11,12.0,.917,0.0,2.0,2.0,8.0,2.0,0.0,4.0,5.0,30.0,23.5,-2,16.0,8.0,0.5,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,9.0,84.0,4.941176470588236,19.100000000000005,87.50000000000001,5.147058823529413
56,55,51,2023-02-10,24-213,OKC,@,POR,W (+9),1,39:20,13.0,16.0,.813,0.0,1.0,.000,18,19.0,.947,0.0,3.0,3.0,7.0,2.0,1.0,4.0,1.0,44.0,41.7,+22,15.0,13.0,0.8666666666666667,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,18.0,63.0,3.7058823529411766,34.5,74.99999999999999,4.411764705882352
57,56,52,2023-02-13,24-216,OKC,,NOP,L (-3),1,38:58,8.0,21.0,.381,0.0,2.0,.000,8,9.0,.889,3.0,7.0,10.0,5.0,1.0,0.0,6.0,4.0,24.0,13.2,+9,19.0,8.0,0.4210526315789473,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,4.0,45.0,2.647058823529412,9.999999999999998,53.7,3.158823529411765
58,57,53,2023-02-15,24-218,OKC,,HOU,W (+37),1,29:03,8.0,16.0,.500,0.0,2.0,.000,13,15.0,.867,0.0,2.0,2.0,6.0,0.0,2.0,1.0,3.0,29.0,24.2,+27,14.0,8.0,0.5714285714285714,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,7.0,58.0,3.411764705882353,19.0,66.79999999999998,3.9294117647058813
