Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
33.0,,2022-12-23,19-119,NYK,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,93.0,5.8125,0.0,102.09999999999998,6.381249999999999,0.000315324784528,L (-7),L (-7)
34.0,,2022-12-25,19-121,NYK,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,101.0,6.3125,0.0,102.2,6.3875,0.000315324784528,L (-1),L (-1)
35.0,,2022-12-27,19-123,NYK,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,101.0,6.3125,0.0,99.09999999999998,6.193749999999999,0.000315324784528,L (-7),L (-7)
36.0,,2022-12-29,19-125,NYK,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,60.0,3.75,0.0,79.80000000000001,4.987500000000001,0.000315324784528,L (-5),L (-5)
37.0,,2022-12-31,19-127,NYK,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,59.0,3.6875,0.0,77.10000000000001,4.8187500000000005,0.000315324784528,L (-7),L (-7)
38.0,,2023-01-02,19-129,NYK,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,102.0,6.375,0.0,96.5,6.03125,0.000315324784528,W (+20),W (+20)
39.0,,2023-01-04,19-131,NYK,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,70.0,4.375,0.0,92.99999999999996,5.812499999999997,0.000315324784528,W (+19),W (+19)
40.0,,2023-01-06,19-133,NYK,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,90.0,5.625,0.0,91.6,5.725,0.000315324784528,W (+3),W (+3)
41.0,,2023-01-09,19-136,NYK,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,60.0,3.75,0.0,74.60000000000001,4.6625000000000005,0.000315324784528,W (+4),W (+4)
42.0,,2023-01-11,19-138,NYK,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,88.0,5.5,0.0,101.5,6.34375,0.000315324784528,,
43.0,,2023-01-13,19-140,NYK,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,67.0,4.1875,0.0,80.30000000000001,5.018750000000001,0.000315324784528,L (-4),L (-4)
44.0,,2023-01-15,19-142,NYK,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,77.0,4.8125,0.0,94.2,5.8875,0.000315324784528,W (+6),W (+6)
45.0,,2023-01-16,19-143,NYK,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,59.0,3.6875,0.0,79.19999999999999,4.949999999999999,0.000315324784528,W (+4),W (+4)
46.0,,2023-01-18,19-145,NYK,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,66.0,4.125,0.0,85.60000000000001,5.3500000000000005,0.000315324784528,W (+13),W (+13)
47.0,,2023-01-20,19-147,NYK,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,97.0,6.0625,0.0,111.3,6.95625,0.000315324784528,L (-2),L (-2)
48.0,,2023-01-22,19-149,NYK,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,84.0,5.25,0.0,86.7,5.41875,0.000315324784528,L (-11),L (-11)
49.0,,2023-01-24,19-151,NYK,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,89.0,5.5625,0.0,76.5,4.78125,0.000315324784528,L (-15),L (-15)
50.0,,2023-01-26,19-153,NYK,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,88.0,5.5,0.0,97.19999999999996,6.0749999999999975,0.000315324784528,L (-9),L (-9)
51.0,,2023-01-28,19-155,NYK,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,68.0,4.25,0.0,84.79999999999998,5.299999999999999,0.000315324784528,W (+2),W (+2)
52.0,,2023-01-31,19-158,NYK,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,87.0,5.4375,0.0,105.10000000000002,6.568750000000001,0.000315324784528,W (+3),W (+3)
53.0,,2023-02-02,19-160,NYK,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,80.0,5.0,0.0,88.6,5.5375,0.000315324784528,L (-7),L (-7)
54.0,,2023-02-04,19-162,NYK,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,98.0,6.125,0.0,105.5,6.59375,0.000315324784528,L (-6),L (-6)
55.0,,2023-02-05,19-163,NYK,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,67.0,4.1875,0.0,71.19999999999999,4.449999999999999,0.000315324784528,W (+2),W (+2)
56.0,,2023-02-07,19-165,NYK,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,70.0,4.375,0.0,73.1,4.56875,0.000315324784528,L (-6),L (-6)
57.0,,2023-02-10,19-168,NYK,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,81.0,5.0625,0.0,90.3,5.64375,0.000315324784528,W (+11),W (+11)
58.0,,2023-02-11,19-169,NYK,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,87.0,5.4375,0.0,98.2,6.1375,0.000315324784528,W (+4),W (+4)
59.0,,2023-02-13,19-171,NYK,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,71.0,4.4375,0.0,78.39999999999999,4.9,0.000315324784528,L (-11),L (-11)
60.0,,2023-02-15,19-173,NYK,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,66.0,4.125,0.0,75.60000000000001,4.7250000000000005,0.000315324784528,W (+6),W (+6)
61.0,,2023-02-24,19-182,NYK,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,76.0,4.75,0.0,95.9,5.99375,0.000315324784528,W (+18),W (+18)
62.0,,2023-02-25,19-183,NYK,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,87.0,5.4375,0.0,92.4,5.775,0.000315324784528,W (+21),W (+21)
63.0,,2023-02-27,19-185,NYK,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,56.0,3.5,0.0,71.0,4.4375,0.000315324784528,,
64.0,2.0,2023-03-01,19-187,NYK,BRK,0,2.9333333333333336,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,-5,0.0,0.0,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,2.0,93.0,5.8125,2.3,106.79999999999998,6.674999999999999,0.000315324784528,W (+6),W (+6)
65.0,,2023-03-03,19-189,NYK,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,81.0,5.0625,0.0,97.3,6.08125,0.000315324784528,W (+22),W (+22)
66.0,,2023-03-07,19-193,NYK,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,75.0,4.6875,0.0,86.7,5.41875,0.000315324784528,W (+15),W (+15)
