Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,0.0,0.0,0.0,0.0,0.0
21,21,13,2022-11-29,24-242,NYK,@,DET,W (+30),1,26:14,3.0,6.0,.500,0.0,0.0,,0,0.0,,5.0,8.0,13.0,2.0,2.0,1.0,2.0,1.0,6.0,10.6,+31,6.0,3.0,0.5,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,16.0,107.0,6.294117647058823,10.6,118.1,6.947058823529411
22,22,14,2022-11-30,24-243,NYK,,MIL,L (-6),1,33:05,7.0,9.0,.778,0.0,0.0,,1,2.0,.500,11.0,9.0,20.0,1.0,0.0,1.0,0.0,2.0,15.0,22.1,+4,9.0,7.0,0.7777777777777778,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,26.0,34.0,2.0,21.7,44.69999999999999,2.629411764705882
23,23,15,2022-12-03,24-246,NYK,,DAL,L (-21),1,22:37,1.0,2.0,.500,0.0,0.0,,0,2.0,.000,2.0,4.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,1.7,-15,2.0,1.0,0.5,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,4.0,58.0,3.411764705882353,1.700000000000001,61.19999999999999,3.599999999999999
24,24,16,2022-12-04,24-247,NYK,,CLE,W (+11),1,33:33,2.0,2.0,1.000,0.0,0.0,,1,2.0,.500,3.0,8.0,11.0,0.0,3.0,1.0,1.0,3.0,5.0,10.0,-7,2.0,2.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,15.0,47.0,2.764705882352941,9.599999999999998,57.89999999999999,3.405882352941176
25,25,17,2022-12-07,24-250,NYK,,ATL,W (+24),1,25:53,4.0,4.0,1.000,0.0,0.0,,0,0.0,,9.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,8.0,14.8,+17,4.0,4.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,16.0,87.0,5.117647058823529,14.799999999999995,78.2,4.6000000000000005
26,26,18,2022-12-09,24-252,NYK,@,CHO,W (+19),1,29:57,3.0,7.0,.429,0.0,0.0,,0,0.0,,7.0,6.0,13.0,0.0,1.0,3.0,0.0,2.0,6.0,11.3,+6,7.0,3.0,0.4285714285714285,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,16.0,92.0,5.411764705882353,11.3,91.6,5.388235294117647
27,27,19,2022-12-11,24-254,NYK,,SAC,W (+13),1,19:24,5.0,5.0,1.000,0.0,0.0,,2,2.0,1.000,4.0,5.0,9.0,0.0,0.0,2.0,2.0,6.0,12.0,11.8,-3,5.0,5.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,14.0,81.0,4.764705882352941,10.999999999999998,75.10000000000002,4.417647058823531
28,28,20,2022-12-14,24-257,NYK,@,CHI,W (+8),1,35:40,4.0,8.0,.500,0.0,0.0,,0,0.0,,6.0,4.0,10.0,1.0,0.0,2.0,0.0,2.0,8.0,10.7,+7,8.0,4.0,0.5,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,13.0,86.0,5.0588235294117645,10.699999999999998,91.0,5.352941176470588
29,29,21,2022-12-16,24-259,NYK,@,CHI,W (+23),1,27:49,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,4.0,5.0,9.0,2.0,2.0,1.0,1.0,2.0,6.0,11.3,+25,3.0,2.0,0.6666666666666666,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,14.0,59.0,3.4705882352941178,10.499999999999998,79.30000000000001,4.6647058823529415
30,30,22,2022-12-18,24-261,NYK,@,IND,W (+3),1,31:50,4.0,5.0,.800,0.0,0.0,,2,4.0,.500,5.0,8.0,13.0,1.0,1.0,4.0,1.0,3.0,10.0,15.5,+5,5.0,4.0,0.8,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,19.0,56.0,3.294117647058824,14.7,73.5,4.323529411764706
31,31,23,2022-12-20,24-263,NYK,,GSW,W (+38),1,28:59,3.0,3.0,1.000,0.0,0.0,,3,4.0,.750,5.0,6.0,11.0,1.0,3.0,0.0,1.0,1.0,9.0,15.3,+19,3.0,3.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,16.0,80.0,4.705882352941177,14.1,99.9,5.876470588235295
32,32,24,2022-12-21,24-264,NYK,,TOR,L (-7),1,25:09,4.0,4.0,1.000,0.0,0.0,,2,2.0,1.000,2.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,10.0,12.5,+9,4.0,4.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,11.0,67.0,3.941176470588236,11.7,70.3,4.135294117647058
33,33,25,2022-12-23,24-266,NYK,,CHI,L (-1),1,28:51,1.0,3.0,.333,0.0,0.0,,0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,2.8,-9,3.0,1.0,0.3333333333333333,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,6.0,87.0,5.117647058823529,2.8000000000000007,99.29999999999998,5.841176470588234
34,34,26,2022-12-25,24-268,NYK,,PHI,L (-7),1,30:50,4.0,5.0,.800,0.0,0.0,,2,2.0,1.000,7.0,9.0,16.0,4.0,1.0,3.0,1.0,3.0,10.0,19.4,+7,5.0,4.0,0.8,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,26.0,75.0,4.411764705882353,18.6,83.6,4.917647058823529
35,35,27,2022-12-27,24-270,NYK,@,DAL,L (-5),1,36:07,8.0,9.0,.889,0.0,0.0,,4,8.0,.500,7.0,9.0,16.0,1.0,2.0,0.0,0.0,3.0,20.0,24.4,-3,9.0,8.0,0.8888888888888888,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,22.0,79.0,4.647058823529412,22.8,76.29999999999998,4.488235294117646
36,36,28,2022-12-29,24-272,NYK,@,SAS,L (-7),1,27:53,0.0,2.0,.000,0.0,0.0,,0,0.0,,3.0,3.0,6.0,2.0,0.0,1.0,0.0,3.0,0.0,2.5,+9,2.0,0.0,0.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,7.0,53.0,3.117647058823529,2.5,77.30000000000001,4.5470588235294125
37,37,29,2022-12-31,24-274,NYK,@,HOU,W (+20),1,33:10,2.0,4.0,.500,0.0,0.0,,2,4.0,.500,6.0,6.0,12.0,1.0,3.0,3.0,0.0,5.0,6.0,13.0,+24,4.0,2.0,0.5,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,17.0,42.0,2.4705882352941178,12.2,64.9,3.8176470588235296
38,38,30,2023-01-02,24-276,NYK,,PHO,W (+19),1,34:49,5.0,7.0,.714,0.0,0.0,,0,0.0,,4.0,6.0,10.0,2.0,0.0,1.0,0.0,1.0,10.0,13.4,+27,7.0,5.0,0.7142857142857143,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,16.0,86.0,5.0588235294117645,13.4,83.09999999999998,4.888235294117646
39,39,31,2023-01-04,24-278,NYK,,SAS,W (+3),1,13:29,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,2.6,-1,3.0,2.0,0.6666666666666666,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,6.0,64.0,3.764705882352941,2.6000000000000005,90.39999999999996,5.317647058823527
40,40,32,2023-01-06,24-280,NYK,@,TOR,W (+4),1,34:48,4.0,8.0,.500,0.0,0.0,,2,4.0,.500,8.0,10.0,18.0,0.0,0.0,2.0,0.0,6.0,10.0,12.8,-1,8.0,4.0,0.5,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,18.0,72.0,4.235294117647059,11.999999999999998,79.6,4.68235294117647
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,0.0,0.0,0.0,0.0,0.0
42,41,33,2023-01-09,24-283,NYK,,MIL,L (-4),1,37:29,1.0,4.0,.250,0.0,0.0,,0,0.0,,3.0,5.0,8.0,3.0,2.0,1.0,1.0,3.0,2.0,5.8,-1,4.0,1.0,0.25,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,11.0,49.0,2.8823529411764706,5.799999999999999,68.8,4.047058823529412
43,42,34,2023-01-11,24-285,NYK,,IND,W (+6),1,37:31,3.0,4.0,.750,0.0,0.0,,4,6.0,.667,5.0,4.0,9.0,1.0,5.0,2.0,0.0,2.0,10.0,18.6,+3,4.0,3.0,0.75,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,17.0,71.0,4.176470588235294,16.999999999999996,84.5,4.970588235294118
44,43,35,2023-01-13,24-287,NYK,@,WAS,W (+4),1,28:24,2.0,4.0,.500,0.0,0.0,,0,2.0,.000,5.0,5.0,10.0,0.0,0.0,3.0,0.0,6.0,4.0,5.9,-7,4.0,2.0,0.5,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,11.0,56.0,3.294117647058824,5.9,74.4,4.376470588235295
45,44,36,2023-01-15,24-289,NYK,@,DET,W (+13),1,34:07,2.0,6.0,.333,0.0,0.0,,0,0.0,,6.0,6.0,12.0,0.0,2.0,3.0,0.0,1.0,4.0,10.3,+14,6.0,2.0,0.3333333333333333,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,15.0,62.0,3.647058823529412,10.3,83.9,4.935294117647059
46,45,37,2023-01-16,24-290,NYK,,TOR,L (-2),1,36:41,5.0,8.0,.625,0.0,0.0,,1,2.0,.500,5.0,3.0,8.0,2.0,0.0,1.0,1.0,2.0,11.0,11.7,-7,8.0,5.0,0.625,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,11.0,48.0,2.823529411764706,11.299999999999995,67.89999999999999,3.994117647058823
47,46,38,2023-01-18,24-292,NYK,,WAS,L (-11),1,9:04,0.0,0.0,,0.0,0.0,,0,4.0,.000,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.2,-12,0.0,0.0,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,2.0,64.0,3.764705882352941,3.2,82.39999999999999,4.847058823529411
48,47,,2023-01-20,24-294,NYK,@,ATL,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,97.0,5.705882352941177,0.0,111.3,6.547058823529412
49,48,,2023-01-22,24-296,NYK,@,TOR,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,84.0,4.941176470588236,0.0,86.7,5.1000000000000005
50,49,,2023-01-24,24-298,NYK,,CLE,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,89.0,5.235294117647059,0.0,76.5,4.5
51,50,,2023-01-26,24-300,NYK,@,BOS,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,88.0,5.176470588235294,0.0,97.19999999999996,5.717647058823527
