Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,29-355,NYK,MEM,1,32.983333333333334,4.0,11.0,.364,3.0,6.0,.500,3,3.0,1.000,1.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,14.0,12.8,-1,5.0,1.0,0.2,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,9.0,70.0,4.117647058823529,11.599999999999998,64.80000000000001,3.8117647058823536,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-3),L (-3)
2.0,2.0,2022-10-21,29-357,NYK,DET,1,19.95,3.0,8.0,.375,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,8.0,4.4,-1,3.0,1.0,0.3333333333333333,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,4.0,90.0,5.294117647058823,4.4,101.79999999999998,5.988235294117646,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,W (+24),W (+24)
3.0,3.0,2022-10-24,29-360,NYK,ORL,1,26.83333333333333,2.0,8.0,.250,2.0,8.0,.250,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,4.4,+8,0.0,0.0,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,2.0,90.0,5.294117647058823,3.6000000000000014,86.60000000000001,5.094117647058824,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,W (+13),W (+13)
4.0,4.0,2022-10-26,29-362,NYK,CHO,1,24.08333333333333,6.0,11.0,.545,2.0,6.0,.333,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,2.0,6.0,14.0,7.6,+4,5.0,4.0,0.8,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,7.0,95.0,5.588235294117647,7.599999999999996,100.0,5.882352941176471,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,W (+3),W (+3)
5.0,5.0,2022-10-28,29-364,NYK,MIL,1,20.08333333333333,4.0,12.0,.333,3.0,7.0,.429,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,11.0,3.0,-22,5.0,1.0,0.2,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,1.0,74.0,4.352941176470588,3.0,81.19999999999999,4.776470588235293,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-11),L (-11)
6.0,6.0,2022-10-30,30-001,NYK,CLE,1,28.03333333333333,6.0,9.0,.667,3.0,5.0,.600,1,2.0,.500,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,16.0,13.5,-3,4.0,3.0,0.75,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,10.0,65.0,3.823529411764706,13.099999999999994,67.99999999999999,3.999999999999999,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-13),L (-13)
7.0,7.0,2022-11-02,30-004,NYK,ATL,1,18.666666666666668,1.0,6.0,.167,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,-2.7,-20,2.0,0.0,0.0,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,-2.0,67.0,3.941176470588236,-2.7,67.6,3.9764705882352938,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-13),L (-13)
8.0,8.0,2022-11-04,30-006,NYK,PHI,0,14.383333333333333,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.9,-1,2.0,1.0,0.5,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,2.0,65.0,3.823529411764706,0.9000000000000008,64.89999999999999,3.8176470588235287,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,W (+2),W (+2)
9.0,9.0,2022-11-05,30-007,NYK,BOS,0,10.9,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.9,-19,0.0,0.0,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,3.0,83.0,4.882352941176471,1.9,93.9,5.523529411764706,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-15),L (-15)
10.0,10.0,2022-11-07,30-009,NYK,MIN,0,12.083333333333334,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.3,+15,1.0,1.0,1.0,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,3.0,90.0,5.294117647058823,2.299999999999999,93.60000000000002,5.505882352941178,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,W (+13),W (+13)
11.0,11.0,2022-11-09,30-011,NYK,BRK,0,20.0,2.0,7.0,.286,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,6.0,2.4,-6,2.0,0.0,0.0,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,3.0,38.0,2.235294117647059,2.3999999999999986,43.19999999999999,2.5411764705882347,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-27),L (-27)
12.0,12.0,2022-11-11,30-013,NYK,DET,0,11.8,0.0,5.0,.000,0.0,3.0,.000,3,4.0,.750,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,-0.2,-2,2.0,0.0,0.0,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,-4.0,80.0,4.705882352941177,-1.4,95.70000000000002,5.629411764705884,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,W (+9),W (+9)
13.0,13.0,2022-11-13,30-015,NYK,OKC,0,19.916666666666668,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,-1.5,0,2.0,0.0,0.0,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,-2.0,71.0,4.176470588235294,-1.5,77.60000000000001,4.564705882352942,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-10),L (-10)
14.0,,2022-11-15,30-017,NYK,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,84.0,4.941176470588236,0.0,85.69999999999999,5.041176470588234,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,W (+7),W (+7)
15.0,,2022-11-16,30-018,NYK,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,73.0,4.294117647058823,0.0,82.69999999999999,4.864705882352941,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,W (+3),W (+3)
16.0,,2022-11-18,30-020,NYK,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,57.0,3.3529411764705883,0.0,66.2,3.894117647058824,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-10),L (-10)
17.0,,2022-11-20,30-022,NYK,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,69.0,4.0588235294117645,0.0,78.19999999999999,4.6,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-21),L (-21)
18.0,,2022-11-21,30-023,NYK,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,101.0,5.941176470588236,0.0,103.5,6.088235294117647,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,W (+10),W (+10)
19.0,,2022-11-25,30-027,NYK,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,93.0,5.470588235294118,0.0,98.0,5.764705882352941,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-3),L (-3)
20.0,,2022-11-27,30-029,NYK,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,85.0,5.0,0.0,94.9,5.582352941176471,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,L (-4),L (-4)
21.0,,2022-11-29,30-031,NYK,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,123.0,7.235294117647059,0.0,128.7,7.570588235294117,6.9,0.1,-4.0,-4.0,0.0,0.0173428631490435,0.471,0.687,0.127,-0.2,-0.3,,
