Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,23-145,NYK,BRK,0.0,19.73333333333333,1.0,8.0,0.125,0.0,6.0,0.0,0.0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,1.0,3.0,2.0,-0.4,-17.0,2.0,1.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,39.0,2.294117647058824,-0.4000000000000003,45.99999999999999,2.705882352941176,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-27),L (-27)
12.0,12.0,2022-11-11,23-147,NYK,DET,0.0,21.25,3.0,6.0,0.5,2.0,3.0,0.667,0.0,0.0,,1.0,4.0,5.0,1.0,2.0,0.0,0.0,4.0,8.0,8.0,2.0,3.0,1.0,0.3333333333333333,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,66.0,3.882352941176471,7.999999999999998,86.30000000000001,5.076470588235295,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+9),W (+9)
13.0,13.0,2022-11-13,23-149,NYK,OKC,0.0,23.383333333333333,8.0,17.0,0.471,1.0,4.0,0.25,7.0,8.0,0.875,0.0,1.0,1.0,5.0,3.0,1.0,0.0,3.0,24.0,21.2,5.0,13.0,7.0,0.5384615384615384,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,60.0,3.5294117647058822,18.40000000000001,57.7,3.394117647058824,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-10),L (-10)
14.0,14.0,2022-11-15,23-151,NYK,UTA,0.0,25.516666666666666,5.0,10.0,0.5,3.0,6.0,0.5,0.0,0.0,,0.0,3.0,3.0,2.0,4.0,0.0,0.0,5.0,13.0,12.3,18.0,4.0,2.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,72.0,4.235294117647059,12.299999999999995,73.39999999999999,4.317647058823529,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+7),W (+7)
15.0,15.0,2022-11-16,23-152,NYK,DEN,0.0,27.816666666666663,2.0,5.0,0.4,0.0,2.0,0.0,2.0,3.0,0.667,0.0,5.0,5.0,6.0,1.0,0.0,1.0,1.0,6.0,8.2,11.0,3.0,2.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,64.0,3.764705882352941,7.4,75.29999999999998,4.429411764705882,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+3),W (+3)
16.0,16.0,2022-11-18,23-154,NYK,GSW,0.0,26.716666666666665,0.0,5.0,0.0,0.0,3.0,0.0,6.0,6.0,1.0,0.0,6.0,6.0,1.0,2.0,0.0,3.0,0.0,6.0,4.0,-8.0,2.0,0.0,0.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,56.0,3.294117647058824,1.5999999999999996,64.60000000000001,3.8000000000000007,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-10),L (-10)
17.0,17.0,2022-11-20,23-156,NYK,PHO,0.0,28.0,1.0,6.0,0.167,0.0,2.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,6.0,2.6,-1.0,4.0,1.0,0.25,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-2.0,71.0,4.176470588235294,0.9999999999999996,77.19999999999999,4.541176470588234,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-21),L (-21)
18.0,18.0,2022-11-21,23-157,NYK,OKC,0.0,25.2,6.0,8.0,0.75,4.0,5.0,0.8,2.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,3.0,18.0,18.7,11.0,3.0,2.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,16.0,85.0,5.0,17.9,85.59999999999998,5.035294117647058,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+10),W (+10)
19.0,19.0,2022-11-25,23-161,NYK,POR,0.0,32.416666666666664,6.0,17.0,0.353,4.0,10.0,0.4,2.0,2.0,1.0,1.0,3.0,4.0,5.0,1.0,0.0,1.0,4.0,18.0,12.0,7.0,7.0,2.0,0.2857142857142857,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,85.0,5.0,11.199999999999998,86.8,5.105882352941176,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-3),L (-3)
20.0,20.0,2022-11-27,23-163,NYK,MEM,0.0,10.233333333333333,2.0,3.0,0.667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,7.4,-1.0,2.0,1.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,78.0,4.588235294117647,7.0,87.9,5.170588235294118,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-4),L (-4)
21.0,21.0,2022-11-29,23-165,NYK,DET,0.0,22.33333333333333,7.0,12.0,0.583,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,3.0,15.0,8.3,-3.0,10.0,7.0,0.7,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,119.0,7.0,7.900000000000002,120.8,7.105882352941176,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,,
22.0,22.0,2022-11-30,23-166,NYK,MIL,0.0,18.166666666666668,2.0,9.0,0.222,0.0,5.0,0.0,0.0,0.0,,2.0,4.0,6.0,2.0,0.0,0.0,0.0,1.0,4.0,2.1,-3.0,4.0,2.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,57.0,3.3529411764705883,2.099999999999999,64.3,3.782352941176472,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+30),W (+30)
23.0,23.0,2022-12-03,23-169,NYK,DAL,0.0,29.766666666666666,7.0,11.0,0.636,2.0,5.0,0.4,7.0,10.0,0.7,2.0,4.0,6.0,0.0,0.0,0.0,4.0,1.0,23.0,15.1,-13.0,6.0,5.0,0.8333333333333334,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,58.0,3.411764705882353,12.3,50.6,2.976470588235294,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-6),L (-6)
24.0,24.0,2022-12-04,23-170,NYK,CLE,0.0,24.183333333333334,6.0,8.0,0.75,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,3.0,2.0,12.0,8.3,13.0,8.0,6.0,0.75,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,54.0,3.176470588235294,8.299999999999999,59.2,3.4823529411764707,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-21),L (-21)
25.0,25.0,2022-12-07,23-173,NYK,ATL,0.0,25.35,2.0,8.0,0.25,1.0,2.0,0.5,3.0,3.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,4.0,8.0,3.6,7.0,6.0,1.0,0.1666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,101.0,5.941176470588236,2.400000000000001,90.6,5.329411764705882,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+11),W (+11)
26.0,26.0,2022-12-09,23-175,NYK,CHO,0.0,27.65,4.0,11.0,0.364,3.0,7.0,0.429,0.0,0.0,,1.0,1.0,2.0,4.0,0.0,0.0,2.0,2.0,11.0,5.9,11.0,4.0,1.0,0.25,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,104.0,6.117647058823529,5.9,97.0,5.705882352941177,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+24),W (+24)
