Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,27.0,2022-12-11,23-177,NYK,SAC,0.0,25.1,4.0,11.0,0.364,1.0,5.0,0.2,3.0,4.0,0.75,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,12.0,8.3,9.0,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,91.0,5.352941176470588,7.1000000000000005,79.0,4.647058823529412,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+19),W (+19)
28.0,28.0,2022-12-14,23-180,NYK,CHI,0.0,34.68333333333333,4.0,10.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,4.0,4.0,0.0,1.0,3.0,9.0,9.1,6.0,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,90.0,5.294117647058823,9.1,92.6,5.447058823529411,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+13),W (+13)
29.0,29.0,2022-12-16,23-182,NYK,CHI,0.0,26.2,1.0,12.0,0.083,0.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,-3.1,6.0,5.0,1.0,0.2,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-6.0,79.0,4.647058823529412,-3.499999999999999,93.3,5.488235294117647,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+8),W (+8)
30.0,30.0,2022-12-18,23-184,NYK,IND,0.0,22.383333333333333,2.0,8.0,0.25,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,2.5,-5.0,6.0,1.0,0.1666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,74.0,4.352941176470588,2.5000000000000004,85.7,5.041176470588235,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+23),W (+23)
31.0,31.0,2022-12-20,23-186,NYK,GSW,0.0,22.566666666666663,6.0,10.0,0.6,5.0,6.0,0.833,5.0,5.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,22.0,17.5,15.0,4.0,1.0,0.25,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,84.0,4.941176470588236,15.499999999999996,98.5,5.794117647058823,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+3),W (+3)
32.0,32.0,2022-12-21,23-187,NYK,TOR,1.0,34.63333333333333,7.0,10.0,0.7,6.0,9.0,0.667,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,20.0,15.3,2.0,1.0,1.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,66.0,3.882352941176471,15.3,66.69999999999999,3.923529411764705,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+38),W (+38)
33.0,33.0,2022-12-23,23-189,NYK,CHI,0.0,21.116666666666667,6.0,10.0,0.6,1.0,5.0,0.2,2.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0,13.8,11.0,5.0,5.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,84.0,4.941176470588236,12.999999999999996,89.1,5.241176470588235,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-7),L (-7)
34.0,34.0,2022-12-25,23-191,NYK,PHI,0.0,21.55,4.0,7.0,0.571,2.0,5.0,0.4,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,7.6,1.0,2.0,2.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,97.0,5.705882352941177,7.1999999999999975,95.0,5.588235294117647,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-1),L (-1)
35.0,35.0,2022-12-27,23-193,NYK,DAL,1.0,50.63333333333333,5.0,21.0,0.238,1.0,10.0,0.1,2.0,3.0,0.667,0.0,3.0,3.0,15.0,1.0,0.0,1.0,5.0,13.0,9.3,0.0,11.0,4.0,0.3636363636363636,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,94.0,5.529411764705882,8.5,90.59999999999998,5.329411764705881,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-7),L (-7)
36.0,36.0,2022-12-29,23-195,NYK,SAS,1.0,43.25,12.0,27.0,0.444,5.0,12.0,0.417,7.0,8.0,0.875,3.0,4.0,7.0,7.0,1.0,0.0,1.0,3.0,36.0,28.5,-12.0,15.0,7.0,0.4666666666666667,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,15.0,45.0,2.647058823529412,25.700000000000003,54.1,3.182352941176471,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-5),L (-5)
37.0,37.0,2022-12-31,23-197,NYK,HOU,1.0,40.46666666666667,9.0,25.0,0.36,4.0,13.0,0.308,5.0,6.0,0.833,2.0,3.0,5.0,7.0,3.0,0.0,2.0,4.0,27.0,19.3,25.0,12.0,5.0,0.4166666666666667,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,50.0,2.9411764705882355,17.299999999999997,59.80000000000001,3.5176470588235302,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-7),L (-7)
38.0,38.0,2023-01-02,23-199,NYK,PHO,1.0,35.78333333333333,6.0,12.0,0.5,3.0,6.0,0.5,0.0,0.0,,1.0,4.0,5.0,3.0,0.0,0.0,1.0,3.0,15.0,10.8,12.0,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,92.0,5.411764705882353,10.8,85.69999999999997,5.041176470588233,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+20),W (+20)
39.0,39.0,2023-01-04,23-201,NYK,SAS,1.0,45.53333333333333,6.0,13.0,0.462,1.0,5.0,0.2,2.0,2.0,1.0,2.0,6.0,8.0,5.0,1.0,0.0,1.0,1.0,15.0,14.6,2.0,8.0,5.0,0.625,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,13.0,57.0,3.3529411764705883,13.799999999999995,79.19999999999999,4.658823529411764,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+19),W (+19)
40.0,40.0,2023-01-06,23-203,NYK,TOR,1.0,37.1,4.0,8.0,0.5,0.0,3.0,0.0,5.0,6.0,0.833,0.0,5.0,5.0,4.0,0.0,0.0,0.0,3.0,13.0,11.7,9.0,5.0,4.0,0.8,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,82.0,4.823529411764706,9.700000000000005,81.9,4.81764705882353,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+3),W (+3)
41.0,41.0,2023-01-09,23-206,NYK,MIL,1.0,42.95,9.0,14.0,0.643,3.0,6.0,0.5,2.0,3.0,0.667,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,23.0,16.4,5.0,8.0,6.0,0.75,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,50.0,2.9411764705882355,15.6,58.99999999999999,3.4705882352941173,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+4),W (+4)
42.0,42.0,2023-01-11,23-208,NYK,IND,0.0,25.98333333333333,3.0,9.0,0.333,1.0,7.0,0.143,4.0,4.0,1.0,1.0,4.0,5.0,4.0,0.0,0.0,1.0,2.0,11.0,8.8,-3.0,2.0,2.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,82.0,4.823529411764706,7.1999999999999975,94.3,5.547058823529412,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,,
43.0,43.0,2023-01-13,23-210,NYK,WAS,0.0,32.25,7.0,13.0,0.538,1.0,4.0,0.25,3.0,4.0,0.75,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,18.0,13.5,3.0,9.0,6.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,60.0,3.5294117647058822,12.3,68.0,4.0,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-4),L (-4)
44.0,44.0,2023-01-15,23-212,NYK,DET,0.0,34.1,6.0,13.0,0.462,3.0,6.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,17.0,12.3,6.0,7.0,3.0,0.4285714285714285,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,70.0,4.117647058823529,11.499999999999996,82.7,4.864705882352942,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+6),W (+6)
45.0,45.0,2023-01-16,23-213,NYK,TOR,0.0,21.23333333333333,3.0,7.0,0.429,1.0,4.0,0.25,7.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,14.0,9.3,5.0,3.0,2.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,57.0,3.3529411764705883,6.5,72.69999999999999,4.276470588235293,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+4),W (+4)
46.0,46.0,2023-01-18,23-215,NYK,WAS,0.0,31.716666666666665,6.0,13.0,0.462,2.0,6.0,0.333,4.0,4.0,1.0,1.0,4.0,5.0,0.0,1.0,0.0,1.0,4.0,18.0,11.6,9.0,7.0,4.0,0.5714285714285714,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,60.0,3.5294117647058822,9.999999999999998,75.60000000000001,4.447058823529412,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+13),W (+13)
47.0,47.0,2023-01-20,23-217,NYK,ATL,0.0,35.6,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,11.0,9.0,2.0,4.0,4.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,89.0,5.235294117647059,9.0,102.3,6.017647058823529,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-2),L (-2)
48.0,,2023-01-22,23-219,NYK,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,84.0,4.941176470588236,0.0,86.7,5.1000000000000005,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-11),L (-11)
49.0,48.0,2023-01-24,23-221,NYK,CLE,0.0,27.28333333333333,4.0,8.0,0.5,1.0,2.0,0.5,0.0,1.0,0.0,0.0,5.0,5.0,6.0,1.0,0.0,2.0,2.0,9.0,8.5,14.0,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,79.0,4.647058823529412,8.499999999999996,68.0,4.0,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-15),L (-15)
50.0,49.0,2023-01-26,23-223,NYK,BOS,0.0,28.116666666666667,7.0,12.0,0.583,2.0,3.0,0.667,1.0,2.0,0.5,3.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,17.0,14.6,1.0,9.0,5.0,0.5555555555555556,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,78.0,4.588235294117647,14.2,82.99999999999999,4.88235294117647,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-9),L (-9)
51.0,50.0,2023-01-28,23-225,NYK,BRK,0.0,27.55,6.0,11.0,0.545,4.0,7.0,0.571,0.0,1.0,0.0,1.0,5.0,6.0,3.0,1.0,0.0,2.0,2.0,16.0,12.8,2.0,4.0,2.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,56.0,3.294117647058824,12.799999999999995,72.0,4.235294117647059,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+2),W (+2)
52.0,51.0,2023-01-31,23-228,NYK,LAL,0.0,38.516666666666666,6.0,12.0,0.5,2.0,6.0,0.333,5.0,6.0,0.833,1.0,2.0,3.0,8.0,1.0,0.0,1.0,2.0,19.0,18.7,3.0,6.0,4.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,75.0,4.411764705882353,16.7,88.40000000000003,5.200000000000002,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,W (+3),W (+3)
53.0,52.0,2023-02-02,23-230,NYK,MIA,1.0,37.266666666666666,3.0,8.0,0.375,2.0,5.0,0.4,0.0,0.0,,0.0,6.0,6.0,4.0,0.0,0.0,1.0,0.0,8.0,7.2,0.0,3.0,1.0,0.3333333333333333,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,71.0,4.176470588235294,7.200000000000001,81.39999999999999,4.788235294117647,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-7),L (-7)
54.0,53.0,2023-02-04,23-232,NYK,LAC,0.0,27.2,3.0,12.0,0.25,3.0,7.0,0.429,2.0,2.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,11.0,6.6,0.0,5.0,0.0,0.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,94.0,5.529411764705882,5.800000000000001,99.7,5.864705882352942,16.3,6.7,1.7,1.3,0.4,0.1270758881648097,0.578,0.485,0.265,2.1,4.4,L (-6),L (-6)
