Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,29,2022-12-16,26-107,NYK,@,CHI,W (+23),1,31:24,7.0,14.0,.500,6.0,9.0,.667,2,2.0,1.000,0.0,2.0,2.0,6.0,3.0,0.0,3.0,1.0,22.0,19.4,+16,5.0,1.0,0.2,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,14.0,59.0,3.4705882352941178,18.600000000000005,71.2,4.188235294117647
30,30,30,2022-12-18,26-109,NYK,@,IND,W (+3),1,34:52,11.0,22.0,.500,3.0,3.0,1.000,5,5.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,4.0,5.0,30.0,17.7,+3,19.0,8.0,0.4210526315789473,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,6.0,69.0,4.0588235294117645,15.700000000000005,72.5,4.264705882352941
31,31,31,2022-12-20,26-111,NYK,,GSW,W (+38),1,29:40,7.0,16.0,.438,2.0,5.0,.400,5,6.0,.833,0.0,3.0,3.0,5.0,1.0,0.0,0.0,1.0,21.0,17.2,+22,11.0,5.0,0.4545454545454545,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,8.0,88.0,5.176470588235294,15.2,98.8,5.811764705882353
32,32,32,2022-12-21,26-112,NYK,,TOR,L (-7),1,39:29,3.0,14.0,.214,0.0,3.0,.000,1,1.0,1.000,0.0,3.0,3.0,12.0,0.0,0.0,5.0,3.0,7.0,1.5,-1,11.0,3.0,0.2727272727272727,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,2.0,76.0,4.470588235294118,1.1000000000000003,80.89999999999999,4.758823529411764
33,33,33,2022-12-23,26-114,NYK,,CHI,L (-1),1,38:07,5.0,15.0,.333,1.0,3.0,.333,1,4.0,.250,1.0,3.0,4.0,9.0,0.0,0.0,1.0,0.0,12.0,9.2,-7,12.0,4.0,0.3333333333333333,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,5.0,88.0,5.176470588235294,8.799999999999999,93.29999999999998,5.488235294117646
34,34,34,2022-12-25,26-116,NYK,,PHI,L (-7),1,35:12,10.0,19.0,.526,2.0,5.0,.400,1,2.0,.500,0.0,3.0,3.0,11.0,0.0,0.0,1.0,2.0,23.0,20.1,-7,14.0,8.0,0.5714285714285714,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,15.0,86.0,5.0588235294117645,19.7,82.5,4.852941176470588
35,35,,2022-12-27,26-118,NYK,@,DAL,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,101.0,5.941176470588236,0.0,99.09999999999998,5.829411764705881
36,36,,2022-12-29,26-120,NYK,@,SAS,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,60.0,3.5294117647058822,0.0,79.80000000000001,4.694117647058825
37,37,,2022-12-31,26-122,NYK,@,HOU,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,59.0,3.4705882352941178,0.0,77.10000000000001,4.53529411764706
38,38,35,2023-01-02,26-124,NYK,,PHO,W (+19),1,38:55,8.0,18.0,.444,2.0,3.0,.667,6,11.0,.545,0.0,4.0,4.0,6.0,0.0,0.0,2.0,3.0,24.0,14.8,+20,15.0,6.0,0.4,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,3.0,99.0,5.823529411764706,12.399999999999991,84.09999999999998,4.94705882352941
39,39,36,2023-01-04,26-126,NYK,,SAS,W (+3),1,40:23,17.0,27.0,.630,3.0,7.0,.429,1,3.0,.333,2.0,5.0,7.0,6.0,0.0,0.0,4.0,1.0,38.0,27.8,+14,20.0,14.0,0.7,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,17.0,53.0,3.117647058823529,27.399999999999995,65.6,3.8588235294117643
40,40,37,2023-01-06,26-128,NYK,@,TOR,W (+4),1,38:28,9.0,19.0,.474,3.0,6.0,.500,5,7.0,.714,1.0,4.0,5.0,8.0,1.0,0.0,5.0,2.0,26.0,18.2,-15,13.0,6.0,0.4615384615384615,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,9.0,81.0,4.764705882352941,16.200000000000003,75.4,4.435294117647059
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,0.0,0.0,0.0,0.0,0.0
42,41,38,2023-01-09,26-131,NYK,,MIL,L (-4),1,38:39,15.0,30.0,.500,4.0,10.0,.400,10,10.0,1.000,2.0,5.0,7.0,4.0,0.0,0.0,3.0,0.0,44.0,31.7,-2,20.0,11.0,0.55,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,12.0,48.0,2.823529411764706,27.7,46.9,2.7588235294117647
43,42,39,2023-01-11,26-133,NYK,,IND,W (+6),1,41:38,11.0,20.0,.550,3.0,4.0,.750,9,9.0,1.000,0.0,3.0,3.0,4.0,0.0,0.0,1.0,3.0,34.0,25.9,+7,16.0,8.0,0.5,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,11.0,77.0,4.529411764705882,22.3,79.19999999999999,4.658823529411764
44,43,40,2023-01-13,26-135,NYK,@,WAS,W (+4),1,40:23,12.0,24.0,.500,3.0,6.0,.500,7,7.0,1.000,0.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,34.0,30.3,+19,18.0,9.0,0.5,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,20.0,47.0,2.764705882352941,27.500000000000004,52.8,3.105882352941176
45,44,41,2023-01-15,26-137,NYK,@,DET,W (+13),1,42:12,9.0,17.0,.529,2.0,4.0,.500,7,8.0,.875,3.0,2.0,5.0,4.0,1.0,1.0,1.0,2.0,27.0,23.7,+20,13.0,7.0,0.5384615384615384,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,12.0,65.0,3.823529411764706,20.90000000000001,73.29999999999998,4.311764705882352
46,45,42,2023-01-16,26-138,NYK,,TOR,L (-2),1,43:19,11.0,29.0,.379,2.0,6.0,.333,2,4.0,.500,4.0,3.0,7.0,2.0,0.0,1.0,4.0,5.0,26.0,9.1,+2,23.0,9.0,0.391304347826087,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,-1.0,60.0,3.5294117647058822,8.299999999999999,70.89999999999998,4.170588235294116
47,46,43,2023-01-18,26-140,NYK,,WAS,L (-11),1,37:55,11.0,24.0,.458,2.0,3.0,.667,8,8.0,1.000,1.0,2.0,3.0,4.0,2.0,0.0,1.0,1.0,32.0,24.3,-12,21.0,9.0,0.4285714285714285,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,8.0,58.0,3.411764705882353,21.100000000000005,64.5,3.7941176470588234
48,47,44,2023-01-20,26-142,NYK,@,ATL,L (-15),1,36:23,7.0,14.0,.500,1.0,2.0,.500,4,6.0,.667,0.0,0.0,0.0,9.0,2.0,3.0,3.0,3.0,19.0,17.4,-19,12.0,6.0,0.5,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,10.0,87.0,5.117647058823529,15.800000000000008,95.5,5.617647058823529
49,48,45,2023-01-22,26-144,NYK,@,TOR,L (-9),1,37:41,6.0,15.0,.400,4.0,7.0,.571,5,7.0,.714,0.0,1.0,1.0,5.0,1.0,0.0,3.0,4.0,21.0,12.3,-6,8.0,2.0,0.25,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,3.0,81.0,4.764705882352941,10.3,76.4,4.4941176470588236
50,49,46,2023-01-24,26-146,NYK,,CLE,W (+2),1,35:38,5.0,13.0,.385,1.0,3.0,.333,3,4.0,.750,0.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,14.0,8.7,-11,10.0,4.0,0.4,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,3.0,86.0,5.0588235294117645,7.5000000000000036,69.0,4.0588235294117645
51,50,47,2023-01-26,26-148,NYK,@,BOS,W (+3),1,40:22,12.0,25.0,.480,2.0,6.0,.333,3,4.0,.750,1.0,3.0,4.0,7.0,0.0,2.0,1.0,3.0,29.0,21.6,-8,19.0,10.0,0.5263157894736842,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,12.0,76.0,4.470588235294118,20.399999999999995,76.8,4.517647058823529
52,51,48,2023-01-28,26-150,NYK,@,BRK,L (-7),1,37:13,10.0,19.0,.526,0.0,2.0,.000,6,6.0,1.000,2.0,1.0,3.0,4.0,1.0,0.0,1.0,2.0,26.0,20.4,+8,17.0,10.0,0.5882352941176471,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,8.0,60.0,3.5294117647058822,18.000000000000004,66.79999999999998,3.9294117647058813
53,52,49,2023-01-31,26-153,NYK,,LAL,L (-6),1,43:47,13.0,29.0,.448,2.0,7.0,.286,9,9.0,1.000,1.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,37.0,26.0,-7,22.0,11.0,0.5,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,7.0,80.0,4.705882352941177,22.40000000000001,82.7,4.864705882352942
54,53,,2023-02-02,26-155,NYK,,MIA,W (+2),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,80.0,4.705882352941177,0.0,88.6,5.211764705882352
55,54,50,2023-02-04,26-157,NYK,,LAC,L (-6),1,38:22,14.0,19.0,.737,5.0,7.0,.714,8,10.0,.800,0.0,5.0,5.0,7.0,0.0,0.0,1.0,3.0,41.0,36.7,-5,12.0,9.0,0.75,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,23.0,75.0,4.411764705882353,33.5,72.0,4.235294117647059
56,55,51,2023-02-05,26-158,NYK,,PHI,W (+11),1,39:04,6.0,16.0,.375,1.0,3.0,.333,8,12.0,.667,1.0,4.0,5.0,7.0,1.0,0.0,2.0,1.0,21.0,16.0,-6,13.0,5.0,0.3846153846153846,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,4.0,63.0,3.7058823529411766,12.799999999999995,58.400000000000006,3.435294117647059
57,56,52,2023-02-07,26-160,NYK,@,ORL,W (+4),1,39:07,9.0,13.0,.692,3.0,6.0,.500,4,5.0,.800,1.0,1.0,2.0,5.0,2.0,0.0,1.0,5.0,25.0,22.6,+13,7.0,6.0,0.8571428571428571,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,15.0,55.0,3.235294117647059,21.0,52.1,3.0647058823529414
58,57,53,2023-02-10,26-163,NYK,@,PHI,L (-11),1,38:57,12.0,19.0,.632,2.0,4.0,.500,4,5.0,.800,1.0,6.0,7.0,9.0,0.0,0.0,2.0,0.0,30.0,27.9,-3,15.0,10.0,0.6666666666666666,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,20.0,61.0,3.588235294117647,26.3,64.0,3.764705882352941
59,58,54,2023-02-11,26-164,NYK,,UTA,W (+6),1,38:58,11.0,22.0,.500,2.0,5.0,.400,14,15.0,.933,0.0,3.0,3.0,5.0,1.0,0.0,1.0,2.0,38.0,30.2,+4,17.0,9.0,0.5294117647058824,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,9.0,78.0,4.588235294117647,24.6,73.6,4.329411764705882
