Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,3.0,2022-11-09,22-185,NYK,BRK,0,4.6,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.7,+5,0.0,0.0,,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,40.0,2.3529411764705883,1.7000000000000002,43.89999999999999,2.5823529411764703,0.0839815009459743,L (-27),L (-27)
12.0,4.0,2022-11-11,22-187,NYK,DET,0,7.716666666666667,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,5.0,1.8,0,1.0,1.0,1.0,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,74.0,4.352941176470588,1.7999999999999998,92.5,5.441176470588236,0.0839815009459743,W (+9),W (+9)
13.0,5.0,2022-11-13,22-189,NYK,OKC,0,7.95,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-6,0.0,0.0,,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-2.0,71.0,4.176470588235294,-1.4,77.50000000000001,4.558823529411765,0.0839815009459743,L (-10),L (-10)
14.0,,2022-11-15,22-191,NYK,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,84.0,4.941176470588236,0.0,85.69999999999999,5.041176470588234,0.0839815009459743,W (+7),W (+7)
15.0,,2022-11-16,22-192,NYK,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,73.0,4.294117647058823,0.0,82.69999999999999,4.864705882352941,0.0839815009459743,W (+3),W (+3)
16.0,6.0,2022-11-18,22-194,NYK,GSW,0,2.1166666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+5,0.0,0.0,,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,55.0,3.235294117647059,2.7,63.5,3.735294117647059,0.0839815009459743,L (-10),L (-10)
17.0,7.0,2022-11-20,22-196,NYK,PHO,1,32.18333333333333,4.0,10.0,.400,1.0,5.0,.200,1,2.0,.500,0.0,5.0,5.0,8.0,0.0,1.0,1.0,2.0,10.0,10.2,-12,5.0,3.0,0.6,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,58.0,3.411764705882353,9.799999999999995,68.39999999999999,4.023529411764706,0.0839815009459743,L (-21),L (-21)
18.0,8.0,2022-11-21,22-197,NYK,OKC,1,33.4,4.0,10.0,.400,0.0,4.0,.000,0,0.0,,1.0,4.0,5.0,1.0,2.0,0.0,1.0,5.0,8.0,4.2,+9,6.0,4.0,0.6666666666666666,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,96.0,5.647058823529412,4.1999999999999975,99.3,5.841176470588235,0.0839815009459743,W (+10),W (+10)
19.0,9.0,2022-11-25,22-201,NYK,POR,1,29.966666666666665,3.0,6.0,.500,1.0,4.0,.250,0,0.0,,2.0,3.0,5.0,5.0,0.0,1.0,2.0,5.0,7.0,6.5,-4,2.0,2.0,1.0,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,83.0,4.882352941176471,6.5,91.5,5.382352941176471,0.0839815009459743,L (-3),L (-3)
20.0,10.0,2022-11-27,22-203,NYK,MEM,1,26.366666666666667,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,1.0,4.0,5.0,2.7,-9,3.0,1.0,0.3333333333333333,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,81.0,4.764705882352941,2.7,92.20000000000002,5.423529411764707,0.0839815009459743,L (-4),L (-4)
21.0,11.0,2022-11-29,22-205,NYK,DET,1,27.7,6.0,7.0,.857,3.0,4.0,.750,1,1.0,1.000,2.0,4.0,6.0,2.0,2.0,0.0,0.0,3.0,16.0,18.3,+37,3.0,3.0,1.0,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,18.0,105.0,6.176470588235294,17.9,110.8,6.517647058823529,0.0839815009459743,,
22.0,12.0,2022-11-30,22-206,NYK,MIL,1,33.56666666666667,3.0,7.0,.429,1.0,4.0,.250,0,0.0,,1.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,7.0,3.6,-5,3.0,2.0,0.6666666666666666,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,55.0,3.235294117647059,3.5999999999999983,62.79999999999999,3.694117647058823,0.0839815009459743,W (+30),W (+30)
23.0,13.0,2022-12-03,22-209,NYK,DAL,1,29.466666666666665,4.0,7.0,.571,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,9.0,6.2,-13,4.0,3.0,0.75,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,57.0,3.3529411764705883,6.199999999999999,56.69999999999999,3.335294117647058,0.0839815009459743,L (-6),L (-6)
24.0,14.0,2022-12-04,22-210,NYK,CLE,1,40.46666666666667,2.0,8.0,.250,0.0,4.0,.000,0,0.0,,3.0,3.0,6.0,1.0,2.0,1.0,4.0,3.0,4.0,0.4,+2,4.0,2.0,0.5,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,60.0,3.5294117647058822,0.3999999999999977,67.1,3.947058823529412,0.0839815009459743,L (-21),L (-21)
25.0,15.0,2022-12-07,22-213,NYK,ATL,1,31.166666666666668,8.0,11.0,.727,5.0,7.0,.714,2,2.0,1.000,0.0,4.0,4.0,2.0,0.0,2.0,3.0,5.0,23.0,17.5,+21,4.0,3.0,0.75,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,15.0,88.0,5.176470588235294,16.699999999999996,76.30000000000001,4.488235294117648,0.0839815009459743,W (+11),W (+11)
26.0,16.0,2022-12-09,22-215,NYK,CHO,1,28.166666666666668,4.0,8.0,.500,1.0,4.0,.250,2,2.0,1.000,1.0,5.0,6.0,0.0,0.0,1.0,0.0,3.0,11.0,8.7,+12,4.0,3.0,0.75,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,100.0,5.882352941176471,7.899999999999998,95.0,5.588235294117647,0.0839815009459743,W (+24),W (+24)
27.0,17.0,2022-12-11,22-217,NYK,SAC,1,42.4,2.0,8.0,.250,1.0,4.0,.250,2,2.0,1.000,3.0,3.0,6.0,3.0,1.0,0.0,0.0,2.0,7.0,7.5,+9,4.0,1.0,0.25,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,88.0,5.176470588235294,6.699999999999999,79.4,4.670588235294118,0.0839815009459743,W (+19),W (+19)
28.0,18.0,2022-12-14,22-220,NYK,CHI,1,36.98333333333333,5.0,8.0,.625,4.0,7.0,.571,0,1.0,.000,1.0,4.0,5.0,2.0,1.0,1.0,2.0,4.0,14.0,11.4,+14,1.0,1.0,1.0,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,87.0,5.117647058823529,11.399999999999997,90.3,5.311764705882353,0.0839815009459743,W (+13),W (+13)
29.0,19.0,2022-12-16,22-222,NYK,CHI,1,28.883333333333333,6.0,10.0,.600,5.0,9.0,.556,5,6.0,.833,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,22.0,19.2,+21,1.0,1.0,1.0,10,16,19,70,71,57,45,66,60,52,57,62,9,11,2,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,73.0,20.0,32.0,3.0,0.25,,0.5925925925925926,0.7037037037037037,,0.8641975308641975,0.8658536585365854,0.8382352941176471,0.8653846153846154,0.8571428571428571,0.9375,0.8813559322033898,0.8507462686567164,0.8493150684931506,0.45,0.34375,0.6666666666666666,14,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,62.0,3.647058823529412,17.2,72.60000000000001,4.270588235294119,0.0839815009459743,W (+8),W (+8)
